_id,descriptor_id,energy,fermi_level,total_mag,homo_lumo_gap_majority,lumo_majority,homo_majority,E_1_majority,homo_lumo_gap_minority,lumo_minority,homo_minority,E_1_minority
P_P141N1_b24b667b-7856-42ba-8225-6489a3efe6f2,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.47758013,-2.23624422,1.7864009,0.9930999999999999,-1.3324,-2.3255,-20.2829,0.738,-1.3281,-2.0661,-20.2821
P_P141N1_c235f70d-9130-48b0-a8b8-0f86e06d25fc,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.4601044,-2.21306213,1.9046226,1.0091999999999999,-1.3239,-2.3331,-20.2524,0.7385000000000002,-1.3184,-2.0569,-20.2513
P_P141N2_880186a1-64fe-48b6-b506-bfe2f2f1b364,72c75217-369a-483e-88f6-86c3edaaf8af,-769.59337476,-2.18937057,0.9227358,0.9902,-1.3259,-2.3161,-20.2098,0.7530999999999999,-1.3237,-2.0768,-20.2094
P_P141N1_335774b0-1fb6-4a37-8514-fb4b89b7d8f7,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.79633705,-2.22895708,1.8447762,0.9975000000000003,-1.3332,-2.3307,-20.3845,0.7750000000000001,-1.3282,-2.1032,-20.3773
P_P141N2_bc3aa07a-bc1b-41f5-944f-e64ef3d18307,72c75217-369a-483e-88f6-86c3edaaf8af,-769.36326496,-2.30396952,0.0001642,0.9841,-1.3486,-2.3327,-20.2723,0.9841,-1.3486,-2.3327,-20.2723
P_P141N1_cb33545b-b49e-4146-a875-355a485da47b,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.38507963,-2.21446209,1.8985997,0.9987999999999999,-1.332,-2.3308,-20.2443,0.7512999999999999,-1.3267,-2.078,-20.2373
P_P141N3_9c81ac6e-5f07-49f4-8cab-2f62f253f177,3765801f-e8c7-4e1e-8705-da03ef64f59c,-778.89520313,-1.82909134,3.61e-05,0.9639,-1.3282,-2.2921,-20.2277,0.9639,-1.3282,-2.2921,-20.2277
P_P141_ba5ccc1f-20c4-4f60-8eee-3d7536c3f3d2,851b0d44-b9af-41e1-b1ec-925daf419aae,-752.52929196,-2.24333946,0.9017715,1.0383000000000002,-1.3233,-2.3616,-17.2501,0.8180000000000001,-1.3207,-2.1387,-17.2475
P_P141N2_5f8e17bc-97e0-4872-8b06-98007f420613,72c75217-369a-483e-88f6-86c3edaaf8af,-769.18076308,-2.30903632,1.67e-05,0.9653,-1.3689,-2.3342,-20.2527,0.9653,-1.3689,-2.3342,-20.2527
P_P141N3_e17eb7ad-6a10-43c1-b2e1-9542879863e7,3765801f-e8c7-4e1e-8705-da03ef64f59c,-778.86956807,-1.80999556,2.41e-05,0.9702,-1.3225,-2.2927,-20.2309,0.9702,-1.3225,-2.2927,-20.2309
P_P141_ca1f2bf6-6047-42a7-8ed6-287e8e33ea17,851b0d44-b9af-41e1-b1ec-925daf419aae,-751.01489339,-2.38126771,0.1115683,0.8766,-1.3309,-2.2075,-17.2627,0.8637000000000001,-1.3302,-2.1939,-17.2608
P_P141N2_f8206bfb-ea13-472f-bc5a-e614528efe52,72c75217-369a-483e-88f6-86c3edaaf8af,-769.71872992,-2.12519203,0.9692097,0.9579000000000002,-1.325,-2.2829,-20.3737,0.6498999999999999,-1.322,-1.9719,-20.2869
P_P141N1_61d9a91f-1003-49e6-8021-c94337b2ac08,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.12623862,-2.26068448,0.0003284,0.3644000000000003,-1.8091,-2.1735,-19.8928,0.3644000000000003,-1.8091,-2.1735,-19.8927
P_P141N1_109c9551-eb9e-47b7-aa59-68e89709a432,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.6286125,-2.22431293,1.7956145,0.9911999999999999,-1.3271,-2.3183,-20.2333,0.7663,-1.3219,-2.0882,-20.2289
P_P141N2_2bcc3573-eaa5-4efd-aff2-2e23e9e0712f,72c75217-369a-483e-88f6-86c3edaaf8af,-769.70413301,-2.18818733,0.9163809,0.9873999999999998,-1.3282,-2.3156,-20.2596,0.7527999999999997,-1.3258,-2.0786,-20.259
P_P141N2_7d49fea3-c63c-4448-bfbd-4ec14fb288e9,72c75217-369a-483e-88f6-86c3edaaf8af,-769.06853235,-2.29477845,0.0073334,0.3184,-2.0155,-2.3339,-19.7702,0.31820000000000004,-2.0146,-2.3328,-19.7695
P_P141N3_031d7f98-cafb-4c11-a8c8-4f6b5627e515,3765801f-e8c7-4e1e-8705-da03ef64f59c,-779.00297695,-1.81638575,0.0001444,0.9689000000000001,-1.3247,-2.2936,-20.6162,0.9689000000000001,-1.3247,-2.2936,-20.6162
P_P141N2_14c141e4-b42a-493f-a636-8ab7ac395859,72c75217-369a-483e-88f6-86c3edaaf8af,-769.71641189,-2.18476921,0.922053,0.9830999999999999,-1.3287,-2.3118,-20.2559,0.7488999999999999,-1.3262,-2.0751,-20.2557
P_P141N3_59dd99bf-b3b9-4448-8b93-4f3453089860,3765801f-e8c7-4e1e-8705-da03ef64f59c,-777.94838206,-2.19986747,0.1061332,0.8048000000000002,-1.3655,-2.1703,-20.1597,0.7964000000000002,-1.3653,-2.1617,-20.1593
P_P141N2_c32970f1-4e5a-41ad-99fa-7b438791d6a6,72c75217-369a-483e-88f6-86c3edaaf8af,-769.75762695,-2.18230103,0.9133657,0.9783000000000002,-1.3294,-2.3077,-20.2703,0.7434000000000001,-1.3271,-2.0705,-20.27
P_P141_0315a297-d591-4160-9fd0-637aadf4ffb1,851b0d44-b9af-41e1-b1ec-925daf419aae,-751.17640589,-2.29708924,0.950307,0.7861999999999998,-1.4128,-2.199,-17.2451,0.7013,-1.4115,-2.1128,-17.2423
P_P141N2_e43de1b1-88a6-41e1-815c-5f73d89009e9,72c75217-369a-483e-88f6-86c3edaaf8af,-769.72584323,-2.19974915,0.9011875,0.9911000000000001,-1.3299,-2.321,-20.2592,0.7774000000000001,-1.3274,-2.1048,-20.2592
P_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806,851b0d44-b9af-41e1-b1ec-925daf419aae,-752.28845687,-2.23569609,0.9124555,0.6241999999999999,-1.736,-2.3602,-17.2448,0.3910999999999998,-1.7353,-2.1264,-17.2425
P_P141N1_f7a69d73-2e7b-49df-8524-162f1099b656,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.5389566,-2.1420935,3.68e-05,0.6205999999999998,-1.3098,-1.9304,-20.2792,0.6205999999999998,-1.3098,-1.9304,-20.2792
P_P141N1_1af2b028-736b-48ca-87f2-5c752d827d08,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.65144959,-2.21733613,1.9125084,1.0279,-1.3139,-2.3418,-20.2462,0.7106999999999999,-1.3078,-2.0185,-20.241
P_P141N3_d93cbdf7-bf6d-4cab-90cd-f96e43732b07,3765801f-e8c7-4e1e-8705-da03ef64f59c,-778.89922707,-1.79810623,3.09e-05,0.9715,-1.3202,-2.2917,-20.239,0.9715,-1.3202,-2.2917,-20.239
P_P141N1_a8b4323a-d54e-49a6-a0bc-553a46cb3529,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-761.4148904,-2.00531035,0.0002258,0.6611,-1.6748,-2.3359,-20.2364,0.6611,-1.6748,-2.3359,-20.2364
P_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.58001014,-2.219184,1.8538919,0.998,-1.3278,-2.3258,-20.3282,0.7444,-1.3217,-2.0661,-20.3152
P_P141N1_eb47fe64-efcc-49f9-b48e-f16d526947e6,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.56202843,-2.26386317,0.0064561,0.8405000000000002,-1.321,-2.1615,-20.3459,0.8404000000000003,-1.3209,-2.1613,-20.3459
P_P141N2_2ea7bdd4-233f-4fac-bca7-25de4cc0ba19,72c75217-369a-483e-88f6-86c3edaaf8af,-770.00110925,-2.2278786,0.6614921,0.9608000000000001,-1.3406,-2.3014,-20.7633,0.8357000000000001,-1.3388,-2.1745,-20.7595
P_P141N2_e2c8d392-c69d-4805-bcb6-f4329e5d3569,72c75217-369a-483e-88f6-86c3edaaf8af,-769.47408891,-2.31344229,5.84e-05,0.9866999999999999,-1.3544,-2.3411,-20.6081,0.9866999999999999,-1.3544,-2.3411,-20.6081
P_P141N1_75f54b62-04bb-4b0b-8b9a-93b7bd83349f,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-759.72494911,-2.05635601,7.38e-05,0.5612999999999999,-1.7728,-2.3341,-20.2663,0.5612999999999999,-1.7728,-2.3341,-20.2663
P_P141N2_9010bbf5-7deb-4e2c-aa1b-4501660eb72c,72c75217-369a-483e-88f6-86c3edaaf8af,-769.32731102,-2.30296618,0.0001412,0.9823999999999999,-1.3507,-2.3331,-20.3482,0.9823,-1.3508,-2.3331,-20.3482
P_P141N1_f7df6470-19d5-4760-9456-203d83217874,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.61265017,-2.24921196,0.9093316,0.9335999999999998,-1.3115,-2.2451,-20.3063,0.8113000000000001,-1.3083,-2.1196,-20.3041
P_P141N2_574c0e5c-061c-473f-bfcb-58b534d4c04b,72c75217-369a-483e-88f6-86c3edaaf8af,-770.52623145,-2.21907474,0.0058878,0.8609000000000002,-1.3633,-2.2242,-20.3314,0.8602999999999998,-1.3633,-2.2236,-20.3314
P_P141N2_368bbf9c-11a7-4a8d-a6d1-f28cb59c5f7a,72c75217-369a-483e-88f6-86c3edaaf8af,-769.33317861,-2.30735606,0.000133,0.9933999999999998,-1.3462,-2.3396,-20.3335,0.9933999999999998,-1.3462,-2.3396,-20.3335
P_P141N1_3a92e1e4-1bff-4be5-b1ca-44fc78809e56,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.56568137,-2.26257334,4.66e-05,0.8363,-1.3165,-2.1528,-20.2584,0.8363,-1.3165,-2.1528,-20.2584
P_P141N1_fbf1d7b8-dd1d-4f2f-8aff-7fd912b6f38f,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.14779066,-2.33574368,1.0213945,1.0010999999999999,-1.3633,-2.3644,-20.2172,0.7732000000000001,-1.3611,-2.1343,-20.208
P_P141N2_ec4f42b1-4dda-49e5-bd0e-a29a817f844a,72c75217-369a-483e-88f6-86c3edaaf8af,-769.71914428,-2.16313148,0.9654331,0.9894999999999998,-1.328,-2.3175,-20.3028,0.7036,-1.3244,-2.028,-20.2889
P_P141N1_f0b75ece-03f7-46c2-8bc0-1973294e096d,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-759.67653621,-2.36588387,0.0001967,1.0384000000000002,-1.3373,-2.3757,-20.4173,1.0384000000000002,-1.3373,-2.3757,-20.4173
P_P141_920f0c10-adc7-45fb-ab06-c91e7cd5fb8d,851b0d44-b9af-41e1-b1ec-925daf419aae,-752.25745659,-2.24062692,0.958628,0.7465999999999999,-1.6393,-2.3859,-17.2485,0.4673999999999998,-1.6386,-2.106,-17.2465
P_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28,72c75217-369a-483e-88f6-86c3edaaf8af,-769.72723556,-2.16215035,0.9657543,0.9889000000000001,-1.3251,-2.314,-20.2534,0.7037,-1.3218,-2.0255,-20.2534
P_P141N3_37434475-2e73-44f5-9518-bc7f77d1301c,3765801f-e8c7-4e1e-8705-da03ef64f59c,-778.89311967,-1.81719118,3.82e-05,0.9695999999999998,-1.3245,-2.2941,-20.2591,0.9695999999999998,-1.3245,-2.2941,-20.2591
P_P141N1_58ab206a-fb55-47e7-9b8f-9c0b53556a57,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-759.74822669,-2.36117221,6.45e-05,0.9491,-1.4011,-2.3502,-20.358,0.9491,-1.4011,-2.3502,-20.358
P_P141_129d1ff8-bfb4-4873-989c-36a5e8cbe7ae,851b0d44-b9af-41e1-b1ec-925daf419aae,-751.6093893,-2.26764052,0.9106884,0.8178000000000001,-1.3154,-2.1332,-17.2432,0.7977000000000001,-1.3134,-2.1111,-17.2401
P_P141_9bd13c7e-f976-4a03-b23e-4c8e3ef39a40,851b0d44-b9af-41e1-b1ec-925daf419aae,-752.33026277,-2.23341522,0.9043974,0.6075999999999999,-1.7453,-2.3529,-17.239,0.3800999999999999,-1.7444,-2.1245,-17.2361
P_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.43089959,-2.27433327,0.0004088,0.8624999999999998,-1.327,-2.1895,-20.2823,0.8622999999999998,-1.327,-2.1893,-20.2823
P_P141N1_b3c76831-5b66-4cc1-9b39-9529c0600544,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-759.66482599,-2.39818875,0.0001842,1.0076999999999998,-1.3767,-2.3844,-20.3309,1.0076999999999998,-1.3767,-2.3844,-20.3309
P_P141N2_edb082e6-7c36-490f-890b-dcebdfc8fd01,72c75217-369a-483e-88f6-86c3edaaf8af,-769.86815151,-2.13260383,0.9570191,0.9555,-1.3261,-2.2816,-20.3958,0.6647000000000001,-1.3229,-1.9876,-20.3103
P_P141N2_bd3707fd-126e-42aa-81d6-dc4f1c33bd4c,72c75217-369a-483e-88f6-86c3edaaf8af,-769.30322552,-2.30550201,0.000167,0.9832999999999998,-1.3521,-2.3354,-20.3295,0.9832999999999998,-1.3521,-2.3354,-20.3295
P_P141N1_b77b754c-44b4-4ed4-b9db-93b14660f000,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.2674577,-2.11538005,0.6841635,0.5282,-1.3137,-1.8419,-19.7199,0.18610000000000015,-1.8388,-2.0249,-19.717
P_P141N2_f5146c04-9fdb-48e6-9e68-25fc39298d70,72c75217-369a-483e-88f6-86c3edaaf8af,-768.44073721,-2.32124055,0.0021528,0.8694999999999999,-1.37,-2.2395,-19.4039,0.8693,-1.37,-2.2393,-19.4038
P_P141_fdacad83-a78b-4e2f-ae92-30991b6ba411,851b0d44-b9af-41e1-b1ec-925daf419aae,-752.73279273,-2.24546374,0.9018144,1.0293,-1.3384,-2.3677,-17.2724,0.7968999999999999,-1.3363,-2.1332,-17.2712
P_P141N1_163caa61-5499-4b25-8340-fda78dde7860,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.51988811,-2.24761172,0.9351931,0.9139999999999999,-1.3288,-2.2428,-20.3145,0.8091999999999999,-1.3261,-2.1353,-20.3081
P_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25,72c75217-369a-483e-88f6-86c3edaaf8af,-769.56560881,-1.99630908,0.8724645,0.46829999999999994,-1.3244,-1.7927,-20.2739,0.4654999999999998,-1.3197,-1.7852,-20.2679
P_P141_6ddd5566-3820-4345-b25c-658be93f7d0c,851b0d44-b9af-41e1-b1ec-925daf419aae,-751.36524623,-2.24249254,2.8345227,1.0220999999999998,-1.3204,-2.3425,-17.2394,0.7655000000000001,-1.3122,-2.0777,-17.2294
P_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f,3765801f-e8c7-4e1e-8705-da03ef64f59c,-778.85368224,-1.82565558,9e-06,0.9493,-1.3384,-2.2877,-20.2302,0.9493,-1.3384,-2.2877,-20.2302
P_P141N2_dea913b7-a19a-4708-9e9b-c6d71423f991,72c75217-369a-483e-88f6-86c3edaaf8af,-769.32864792,-2.3066034,4.4e-06,0.9866999999999999,-1.3516,-2.3383,-20.6388,0.9866999999999999,-1.3516,-2.3383,-20.6388
P_P141N2_8bc5b068-9187-49d0-b1c1-ef962f5a249e,72c75217-369a-483e-88f6-86c3edaaf8af,-769.71913762,-2.18856174,0.9200372,0.9912999999999998,-1.3237,-2.315,-20.2458,0.7568999999999999,-1.3211,-2.078,-20.2454
P_P141N1_a8b6294f-6248-467b-a074-023f9c77ae15,5106743f-06b3-4e57-8ee6-5cdf4ed14dc5,-760.5173765,-2.15708617,7.06e-05,0.6429,-1.3162,-1.9591,-20.3507,0.6429,-1.3162,-1.9591,-20.3507
P_P137N2_bc68362b-2933-4b83-a16f-e13db07be34f,bfdd9f72-3d2b-435c-b9df-80b283befc68,-742.96766385,-2.34713898,2.8328594,0.9758000000000002,-1.4782,-2.454,-20.3922,0.6547000000000001,-1.4735,-2.1282,-20.3889
P_P137N4_b958fce9-f0b8-4819-b85f-eeb4809514a1,69b85fc9-b4d0-4a4a-be9d-6130ab5d33d2,-760.99192958,-2.28982033,0.9272293,0.6344000000000001,-1.7855,-2.4199,-20.3863,0.38749999999999973,-1.7837,-2.1712,-20.3862
P_P137N3_3bf7bdab-9467-4eba-9d3e-dcc4aec17939,0f6352a9-4da2-437b-b3c6-465752551f89,-752.35493057,-2.29637168,1.376534,0.7199999999999998,-1.33,-2.05,-20.3494,0.7205999999999999,-1.3257,-2.0463,-20.3507
P_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0,519e764a-bf01-44c7-b2d2-024e30ec120a,-769.60508625,-2.16095779,7.96e-05,0.5842,-1.3203,-1.9045,-20.378,0.5842,-1.3203,-1.9045,-20.378
