_id,description,base,cell,defects
fd972aa3-9a65-4464-9f34-4577819eb863,P134N4,P,"[6, 6, 1]","[{'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}]"
b8b86e0c-ec80-4a5a-87f2-6f4f48a857d1,P134N5,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}]"
a5bd49c0-4ded-43a4-bb33-671932570439,P134N3,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}]"
66299e79-47a1-4b65-be0c-3062b513b67a,P134N7,P,"[6, 6, 1]","[{'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}]"
c881172f-e4e5-4145-8ca4-14fc00a3e853,P134N8,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}]"
221e0ade-0853-4ba0-aaad-f4698fbc0981,P134N6,P,"[6, 6, 1]","[{'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}]"
06f15ee7-2810-47b9-84fb-f665771e3a5f,P134N9,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}]"
11ece7c9-1f0e-4b7b-856d-13297eab1682,P134N1,P,"[6, 6, 1]","[{'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}]"
13d9422b-9788-4747-947b-cee2d77c8898,P134N2,P,"[6, 6, 1]","[{'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}]"
e308360a-d24f-4674-b0c1-049b50763e1b,P130N8,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}]"
fe7e2b19-507d-40ab-a8f5-5f8a32aabaef,P130N6,P,"[6, 6, 1]","[{'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}]"
54b3704d-7b1a-45c6-87c7-f903c13b9979,P130N7,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}]"
34f3be01-27e2-4ce8-97ab-242c9ce87d84,P130N5,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}]"
cf918aa1-1159-4656-8a73-f90f047192bb,P130N9,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}]"
f8ca6ff2-b53f-4055-8861-4acc331aefb4,P126N9,P,"[6, 6, 1]","[{'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'substitution', 'from': 'P', 'to': 'N'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}, {'type': 'vacancy', 'element': 'P'}]"
