_id,dataset_material,vacancy_sites,substitution_sites,defect_sites,to_strata,band_gap_value
GaSe_Ga70Se71S1_cead36a4-febc-49da-8daa-49042d9451ba,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.4555500000000006
GaSe_Ga71Se70S1_e13c7f7f-360c-4845-8630-343721c9f7ef,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.101799999999999
GaSe_In2Ga70Se71S1_5f31a7bc-4c39-491a-89bc-9238b4fe2393,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.805699999999998
GaSe_Ga72Se69S1_5d17189b-29a8-4635-9df8-bafc96fd475b,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.126900000000001
GaSe_In1Ga69Se72_93ba4321-f833-46a2-be25-7ad4c8782200,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.6007999999999996
GaSe_In1Ga71Se70S2_e3240276-3efe-4d46-a7a7-c334604ae1b2,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7932000000000006
GaSe_Ga70Se71S1_2c3e8e3b-15a7-4761-bb2b-439bd371b6a7,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.601300000000002
GaSe_Ga71Se70S1_613bd30a-3bc0-468f-a8e0-127719bf7f34,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,0.27394999999999925
GaSe_Ga72Se69S3_f0cf0804-3a2c-487a-985a-ef56f058f42e,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7788499999999985
GaSe_In1Ga70Se71_e7bceb3c-47b3-4481-90d0-686d6b882051,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.3019500000000015
GaSe_In2Ga70Se71_459017a4-b539-4554-9a20-07bed16b658d,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.3456999999999972
GaSe_In1Ga70Se71_bd8925a8-19d2-43c4-a626-3f5c241ec8c4,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.1919499999999985
GaSe_Ga71Se70_12572439-8e59-4dba-bdf1-ab0c5981ae5e,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,1.2292500000000004
GaSe_In2Ga70Se71_fc71485d-c788-4cd5-9661-df2ec459fb0e,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.352500000000001
GaSe_Ga71Se70_3b76d088-d156-4fc4-9571-37153ccdd836,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,0.8638500000000011
GaSe_In1Ga70Se71_ec1f22bd-f33a-4b16-bbaa-80f0470c223d,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,0.7079000000000004
GaSe_In1Ga71Se70S2_e6159726-88d6-4696-96e1-172ece92ce32,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7946000000000009
GaSe_Ga71Se70S2_afdff492-b7dd-4d83-b21b-310f907f0dc0,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.6057499999999987
GaSe_Ga72Se69S1_4628353f-97ba-4896-90fe-e74c6c8a2d29,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,0.9642
GaSe_In1Ga70Se71_e7dfea5e-6aa8-4c39-8600-d6966e9f35d5,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.2533999999999992
GaSe_Ga70Se71S1_0fdc7e98-fb60-463b-b226-7595037323a9,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.5781499999999973
GaSe_In1Ga70Se71S1_42fa6ae2-54d0-466b-976d-f26dd79aad9e,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.5997000000000021
GaSe_In1Ga71Se70S2_6a0e2fb1-86d3-4d2d-af4b-3a21a984266d,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7929500000000012
GaSe_Ga71Se70S1_3fd1e81c-088d-4559-84d1-88b396c12907,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.24615
GaSe_In2Ga69Se72_23cf3fc8-afa9-4b7a-be8e-b006081a9dab,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.5686999999999998
GaSe_In1Ga70Se71S1_04794abd-3d3a-4200-b03c-705b77231eaa,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.5505500000000012
GaSe_Ga71Se70S1_0e8a9526-8e8e-418b-9927-6d3325277614,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.2625499999999992
GaSe_In2Ga69Se72_e0a6284a-292d-47ae-9fb3-ea92db485ed6,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.6416999999999984
GaSe_In1Ga71Se70_e8014865-1fd9-4522-87a4-dddde5e47df6,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,0.9627999999999997
GaSe_In2Ga70Se71_d2f70be8-9a2c-4640-8599-47fe28d141fc,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.3308
GaSe_In1Ga70Se71_0dc1ed7d-f0bc-4231-bcb9-8fed55579c7f,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.1839499999999994
GaSe_Ga72Se69S2_0e4e2860-1f69-4b3a-bfc9-cf6875d145f8,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.2338999999999984
GaSe_In1Ga70Se71_46359f60-9461-48b2-9a2e-4b756daf39b0,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.143150000000002
GaSe_Ga70Se71S1_f5ad058f-7375-45b2-a581-03ae5ea13fdc,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.470200000000002
GaSe_In2Ga70Se71S1_d8d0e2fa-d5e7-44c5-b15d-3bd89e41c16c,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.8054000000000006
GaSe_Ga71Se70S1_9dd80dc9-5358-401f-9e8c-ec7e87b34f8e,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.2434999999999974
GaSe_In1Ga70Se71_9fb9bf0c-d665-4620-a5e3-4c85d9761064,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,0.2941500000000019
GaSe_In1Ga71Se70S2_59cfcb05-961a-4b79-b3ae-2dc6b4fcc8bd,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7942
GaSe_Ga71Se70S1_8da6e97a-5d74-4bd0-a9cf-687137ae161c,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.065199999999999
GaSe_Ga70Se71_13cb1a0f-e682-489f-8b10-0f1014816ff2,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,0.7499499999999983
GaSe_In1Ga71Se70S2_0571ca10-ecea-40b1-ad5b-caf5320b131e,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7931999999999988
GaSe_Ga72Se69S1_ed8c5c53-ce11-48e2-b65f-45d84bafd4f3,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.2119999999999997
GaSe_In1Ga71Se70S1_39dc6cb2-6432-4335-b726-e94a22eccf32,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.334999999999999
GaSe_In1Ga71Se70S2_fca621a1-4e6b-4082-ab41-a1594e47842f,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.793800000000001
GaSe_In1Ga71Se70S1_9a7933dc-52f2-410b-9599-8482919306d7,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.3495999999999988
GaSe_Ga71Se70S1_db8af393-fa05-4425-82e3-580030a33976,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.0054999999999978
GaSe_Ga70Se71_afd3df2b-55f0-4fde-8131-e0fe652f897f,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,0.5780000000000012
GaSe_In2Ga70Se71_34ea0361-fc6c-42e8-8639-36e4f9365d65,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.2398999999999987
GaSe_In2Ga69Se72_7d3d29a2-68ff-45a7-ac69-1f550624d384,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.56175
GaSe_Ga71Se70_04d5736a-a5df-45a0-bda6-bcc2fb5552ed,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,1.2297999999999991
GaSe_In1Ga70Se71S1_767bc621-755c-4eef-ac72-187559b2a24f,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.614250000000002
GaSe_Ga70Se71S1_3d7bf9a8-ef42-4a9b-b8a1-fea539462661,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.5354500000000009
GaSe_Ga71Se70_353f05c2-87e3-4fb4-884f-661b112ba41a,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,0.304199999999998
GaSe_Ga71Se70S1_7ceb5b6f-e021-4e40-83ed-0c1b96837279,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.2276999999999987
GaSe_In1Ga71Se70S2_ebf1f377-ac6d-48b0-b019-4274c8981731,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7932000000000006
GaSe_In1Ga71Se70S2_3aa4f0a2-472b-4d4a-934f-cc2f2a6100be,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7929999999999993
GaSe_In2Ga69Se72_7ad7921e-5815-4d70-8160-b0141d71fc70,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.603749999999998
GaSe_In1Ga70Se71_6a039a54-375c-4c61-861a-cd7f3ce637c3,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.1800999999999995
GaSe_Ga71Se70S2_fe172daa-25a8-484a-bb76-6a5e0e355087,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.5863499999999995
GaSe_In1Ga70Se71_74203e27-a3f3-4cf9-9e7d-55081fd2bcef,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.076850000000002
GaSe_Ga70Se71S1_d00dedb3-a07e-467a-9c3f-c3e629422b83,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.5623999999999985
GaSe_In1Ga71Se70_6922de9a-99aa-44ab-aeb0-963641c4fc6d,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.1326
GaSe_Ga70Se71S1_5384ad5e-970e-4733-a36d-2627b6fc46a0,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.5950500000000005
GaSe_Ga71Se70_dfe31d52-5165-4781-a1cb-89ef1f9efa96,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,1.1143500000000017
GaSe_Ga71Se70_4dc9d5b8-4370-4dd3-8619-2ec5276443fc,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,0.6606000000000023
GaSe_Ga71Se70S2_efb8e0f4-a74b-4ae5-bf3e-40944e07622f,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.5696000000000012
GaSe_In1Ga71Se70S1_1581d463-b44d-4693-8eb2-3d276752f32b,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.3542000000000005
GaSe_In2Ga69Se72_b52e343a-f24a-4859-8a93-0ddfd22d60cc,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.5957000000000008
GaSe_In2Ga70Se71S1_ff910b63-d4e5-4dc4-9667-1699277b7f94,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.8073999999999995
GaSe_In2Ga69Se72_9569548a-6fab-45ca-a6d6-6da3ae61c436,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.5899000000000019
GaSe_Ga71Se70S1_e6f490c8-049b-4d61-91f8-5fbe78402585,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.28045
GaSe_Ga71Se70_6438cba7-31da-4aff-87c1-fd847e6017b5,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,0.8443500000000004
GaSe_In2Ga70Se71_f28f4d13-14b0-4c97-b585-90a13270821b,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.305299999999999
GaSe_In3Ga69Se72_49131dd4-1dda-40f3-9f1d-1ff36dae0a5d,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.8179999999999996
GaSe_Ga71Se70_94b94c08-f799-4b36-91a0-0001bc9297ba,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,1.0511499999999998
GaSe_In3Ga69Se72_02b840e8-8989-4a2e-8b09-9d31dbc549d9,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.8185000000000002
GaSe_In1Ga71Se70S2_db4daf0f-95cb-4119-91d0-15704e283a97,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7927000000000017
GaSe_In1Ga71Se70S2_ccc31a8a-871d-4284-bc3e-7bcfc61ba861,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.79265
GaSe_Ga71Se70_8b208ddd-a961-45b8-b834-edce2a21cb3c,high_GaSe,3.0,0.0,3.0,GaSe_0.02083,0.8447000000000013
GaSe_In1Ga70Se71S1_9f18beea-2af7-4f7a-b514-adbc01cf82c3,high_GaSe,1.0,2.0,3.0,GaSe_0.02083,1.5656500000000015
GaSe_In1Ga69Se72_63bd0108-f380-4aac-aa3e-65044b3e1c8a,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.530899999999999
GaSe_Ga70Se71S1_bc90213f-21c5-4009-bc0f-3fc916ce8d41,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.5981500000000004
GaSe_In1Ga71Se70S2_05a56761-0bc1-4f07-8023-46da28631806,high_GaSe,0.0,3.0,3.0,GaSe_0.02083,1.7943000000000016
GaSe_In1Ga70Se71_689b5a8e-91ff-4992-8710-cf3a803b9204,high_GaSe,2.0,1.0,3.0,GaSe_0.02083,1.30035
GaSe_In1Ga68Se69S3_79bdb729-09ca-4656-b8cb-96d5c835459e,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,1.5798500000000004
GaSe_In2Ga67Se70_58f78706-4eb9-4c6b-aa1b-9bc4357dad74,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,0.761099999999999
GaSe_Ga69Se68S1_7de7a339-1a5c-4d00-ad40-456154ed4cc9,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.663199999999998
GaSe_In2Ga69Se68S2_2bef690e-df93-4ad2-9b46-6b6d1753b2d6,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.6580499999999994
GaSe_In1Ga69Se68_00c2de78-374f-4208-887c-e2599804454b,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.9512999999999998
GaSe_In1Ga69Se68S2_1f074b89-d9eb-4a6f-b9ea-b42a18894523,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,1.1099999999999994
GaSe_In1Ga69Se68S3_97c7aa98-03cb-46eb-930e-3ef597b0e435,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.6206999999999994
GaSe_In1Ga68Se69S1_c9ff715d-05eb-4b8b-8e58-23659b634e73,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,0.687850000000001
GaSe_In3Ga67Se70S1_57b74cd3-87a7-4b59-9bf8-71ab266a9fdc,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.5836000000000006
GaSe_In1Ga67Se70S1_795d8d5e-b9bc-48bc-a8d9-8d2a0a44869d,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,1.041500000000001
GaSe_In2Ga70Se67S3_e67da7be-bd2d-4d98-8125-29ac4cba2c8a,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.1333000000000002
GaSe_Ga69Se68S1_c92ac0d0-76f5-4615-87fb-9aa26ae335b3,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.41440000000000055
GaSe_In2Ga69Se68S1_128d3686-bc48-42b5-a2f6-c9841cf0a5ac,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.7847000000000008
GaSe_In1Ga69Se68S3_8c7f85e9-2881-4100-a212-e9811f2afd67,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.7048500000000004
GaSe_In1Ga68Se69S3_88567729-adcd-455d-b228-1889b8733c3e,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,1.4858000000000011
GaSe_In1Ga68Se69_0d36d613-e930-4646-89e2-4dc76e6f0e8d,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,1.0909499999999994
GaSe_In3Ga66Se71S1_88383477-3c34-47fe-8da5-6f09fc229023,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.964599999999999
GaSe_In2Ga68Se69S3_bd9429d5-338e-4a13-a371-a5d6053a4e0d,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.5500000000000007
GaSe_In2Ga68Se69S2_b9a7f0fd-d237-4caf-951f-20d3df992619,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.7010499999999986
GaSe_In2Ga69Se68S3_e1faa114-833b-40db-b08d-e8a37a529a95,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.1778499999999994
GaSe_In5Ga66Se71_4571eec9-1e5c-4879-a25c-857335494703,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.2891500000000011
GaSe_In3Ga67Se70S1_77279cff-89f2-4010-b9a4-cdcd97a09241,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.7691000000000017
GaSe_In3Ga68Se69S2_dd844ccd-6ebf-44b7-ae22-94ab2c928d1c,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.2806499999999996
GaSe_In1Ga68Se69S1_b798bbf0-6758-462c-a3c9-fbc40e06a2da,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,0.5760000000000023
GaSe_In4Ga67Se70S2_78f4eced-db44-4839-899b-5b1632a81e8e,high_GaSe,1.0,6.0,7.0,GaSe_0.04861,1.6330999999999989
GaSe_Ga71Se66S2_6afa6d34-687e-495f-a086-4fbbee25bdeb,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,0.5706500000000005
GaSe_In2Ga67Se70S1_52cc2487-33e9-4b59-a8b6-a1846f67b659,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.5984499999999997
GaSe_Ga68Se69S1_1f7a2437-165a-4e9a-abba-13fc30c4b830,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.7873000000000019
GaSe_In3Ga68Se69S1_761e6df8-c392-4040-9092-8cfa8bee065d,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.9189000000000007
GaSe_In2Ga67Se70S2_2b6f4d61-b3d6-49ea-a9bc-8777353f266c,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,1.4424499999999991
GaSe_In2Ga68Se69S1_6fa0f5d1-ad26-4245-9ab1-c7c4f6a4a0a4,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,1.116950000000001
GaSe_Ga70Se67S1_f167ed7e-fa8d-48f3-88c0-ca00364d583b,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.32409999999999783
GaSe_In4Ga68Se69S2_96a6ba13-03bf-42b1-b60e-2987e7723a72,high_GaSe,1.0,6.0,7.0,GaSe_0.04861,1.296800000000001
GaSe_Ga68Se69S2_57ab61d7-cb76-4a13-83c0-3e75379b7cf2,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,1.336500000000001
GaSe_In3Ga69Se68S1_70cf79a4-9e18-470a-9240-38bdd62111af,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.8061000000000007
GaSe_In3Ga67Se70S2_5828b03e-6802-4caa-8c01-b1553b54eeef,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.5312000000000001
GaSe_In1Ga70Se67S2_a31005dc-d8b3-4fae-adc9-faebd914de8f,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.8870499999999986
GaSe_In1Ga69Se68S1_9d1545a7-e605-4354-8be1-9ea6afeb3f48,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,0.11510000000000176
GaSe_In1Ga69Se68S3_6e74afcd-ddf1-49d0-8a4b-85fbfa203c5b,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.9617000000000004
GaSe_In3Ga68Se69S1_b6b7a765-84e2-4e57-b453-5d87cd827272,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,1.0429999999999993
GaSe_In1Ga68Se69_3f1a28c6-6861-419c-8b92-e29da9f79332,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.8522500000000015
GaSe_Ga70Se67S2_ce6a4025-e471-4872-b266-836a63dbea9b,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,0.5966999999999985
GaSe_In1Ga69Se68S2_1c46b91d-f949-4a85-ae31-029c6d38f35e,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.8830999999999989
GaSe_Ga70Se67S1_afb476dd-54c2-42e4-b6a8-ad044d475307,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.6247000000000007
GaSe_In3Ga67Se70S2_02e7a1f2-a44a-4051-b262-b1d0ceecaaf6,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.5391500000000011
GaSe_In2Ga68Se69S3_226e8012-60b5-4a73-a51b-d07dee25e217,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.4351500000000001
GaSe_In4Ga66Se71_43c27c0e-450f-4d09-91ba-58c625e44dd8,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.7530000000000001
GaSe_Ga72Se65S3_40f69020-de76-4ed3-b207-84125ebf0606,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,1.0523999999999987
GaSe_In1Ga69Se68S2_3f51304e-d9b5-4e09-9651-af263c33c3c8,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.5897000000000006
GaSe_In2Ga67Se70S1_a02360e5-0c06-4c7a-aeba-0ad0bef6dbbc,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,1.0175500000000017
GaSe_In2Ga68Se69S1_1b416cb0-708d-48a2-85f2-8c959987dd7a,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.5612999999999992
GaSe_In1Ga69Se68S2_d4a22391-4d02-4cc5-adc3-d07c5683f058,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.6051000000000002
GaSe_In3Ga68Se69S1_8b769eaf-040e-4f21-97f1-e0989be757f6,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,1.15475
GaSe_In3Ga69Se68S3_4621f5a9-5ed8-46c9-8f07-0fae5e76c280,high_GaSe,1.0,6.0,7.0,GaSe_0.04861,1.2947000000000006
GaSe_In3Ga67Se70_65ed17e9-c11f-451b-9cfd-018afdfd76a3,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.7510999999999992
GaSe_Ga67Se70S1_da67f55d-fc2e-41a3-91b6-bfd24f169f6f,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.8003
GaSe_In1Ga70Se67S3_2bcfbec2-a1dc-469a-ad51-f54baef87517,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.45610000000000284
GaSe_In2Ga69Se68S3_e77605c1-b6e9-4536-9b59-4a90e84563f6,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.2604999999999986
GaSe_In3Ga69Se68S2_f4c06d7d-899f-45f1-9eef-0aa6c875d377,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.1890999999999998
GaSe_In3Ga66Se71S1_ea2f86b2-76ad-4d42-8390-07ad5d213002,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,1.5801000000000016
GaSe_In1Ga69Se68S4_fb8ba70a-bf75-4121-a580-6e5dfbf0b3e2,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.4495499999999986
GaSe_Ga69Se68S4_2d28e7b6-f4f0-4594-9d9e-d41564f6d5cd,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,1.4627000000000017
GaSe_In3Ga68Se69S2_a768fce6-f36b-4bdf-bcb0-469826f0cdc3,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.1871500000000008
GaSe_In1Ga69Se68S3_05c1c612-59ce-47a0-9e8b-2980ce7757a3,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.5854999999999997
GaSe_In3Ga69Se68S4_eb434fb8-90b8-47f4-8199-d766ebabbb6e,high_GaSe,0.0,7.0,7.0,GaSe_0.04861,1.7928999999999995
GaSe_In1Ga69Se68S2_054cd8f9-4c1c-44d0-a9c9-53745710cc55,high_GaSe,4.0,3.0,7.0,GaSe_0.04861,0.6688999999999989
GaSe_In3Ga67Se70S1_a4cd6e55-bcac-4d30-b255-3d86d6d070f6,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,1.1785999999999994
GaSe_In2Ga69Se68S3_551d2c01-90ba-46bf-a0b4-6189352aa1f1,high_GaSe,2.0,5.0,7.0,GaSe_0.04861,1.2867999999999995
GaSe_Ga69Se68S2_1c6da754-67cc-4377-994c-f0b63ae9b071,high_GaSe,5.0,2.0,7.0,GaSe_0.04861,0.8323999999999998
GaSe_Ga69Se68S1_1d659021-dd03-4036-b63e-7244c413de09,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,1.1619499999999992
GaSe_In2Ga68Se69S2_153444fd-1bcf-4a46-ae1b-20869e77b953,high_GaSe,3.0,4.0,7.0,GaSe_0.04861,0.8331999999999997
GaSe_In1Ga68Se69_3c0751b5-ec4b-49a5-8e6a-568257660587,high_GaSe,6.0,1.0,7.0,GaSe_0.04861,0.931049999999999
