_id,dataset_material,vacancy_sites,substitution_sites,defect_sites,to_strata,Formation_Energy,band_gap_value
6141cf1b02d926221cabc553,low_MoS2,2.0,0.0,2.0,MoS2_0.01042,39.88834551000001,0.3920999999999992
6141cf1b31cf3ef3d4a9ed4c,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.464367530000075,0.3902000000000001
6141cf1b1d648932fbc34299,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,-2.409613880000075,1.8035999999999959
6141cf1b4e27a1844a5f0004,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.522333599999936,1.1403000000000034
6141cf1b3ac25c70a5c6c841,low_MoS2,3.0,0.0,3.0,MoS2_0.01562,50.3272841300001,0.16540000000000532
6141cf1b9cbada84a86767cd,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8232356200000481,1.8059000000000012
6141cf1bcc0e69a0cf28ab4b,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,12.475586400000012,1.1458999999999975
6141cf1bee0a3fd43fb479e9,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.09373447000006,0.40159999999999485
6141cf1bbaaf234b35290194,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.863041909999986,1.0944000000000003
6141cf1c69b0784ffcf8f863,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,30.567737149999992,0.403100000000002
6141cf1c31cf3ef3d4a9ed4e,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.432616280000005,0.37870000000000203
6141cf1c4e27a1844a5f0006,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.507490140000098,1.148299999999999
6141cf1c9cbada84a86767cf,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8320181900000421,1.8094999999999999
6141cf1ca05be5973bd77a75,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,6.93483211000006,1.1466999999999956
6141cf1cbaaf234b35290196,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.929169920000042,0.6511999999999958
6141cf1cee0a3fd43fb479eb,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.12720589000013,0.3728000000000051
6141cf1db842c2e72e2f2d5a,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,3.1318236799999575,1.8096999999999994
6141cf1d9cbada84a86767d1,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8324371099999439,1.8090999999999937
6141cf1d4e27a1844a5f0008,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.510415779999928,1.1456000000000017
6141cf1d31cf3ef3d4a9ed50,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.47935165999998,0.40749999999999886
6141cf1d1d648932fbc3429b,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,-2.409342989999937,1.8025999999999982
6141cf1dbaaf234b35290198,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.841619970000004,0.9372999999999934
6141cf1dcc0e69a0cf28ab4d,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,12.47586231000004,1.1494
6141cf1dee0a3fd43fb479ed,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.116381069999974,0.35940000000000083
6141cf1d02d926221cabc555,low_MoS2,2.0,0.0,2.0,MoS2_0.01042,39.89997327000002,0.41730000000000445
6141cf1e4e27a1844a5f000a,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.503378789999967,1.146499999999996
6141cf1eb842c2e72e2f2d5c,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,3.134585570000059,1.807699999999997
6141cf1e9cbada84a86767d3,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8325872499999036,1.8100000000000023
6141cf1e3ac25c70a5c6c843,low_MoS2,3.0,0.0,3.0,MoS2_0.01562,50.80523391000012,0.34080000000000155
6141cf1ea05be5973bd77a77,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,6.936699640000087,1.1428000000000011
6141cf1e31cf3ef3d4a9ed52,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,40.78326058000012,0.14099999999999824
6141cf1e1d648932fbc3429d,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,-2.406424919999859,1.8018
6141cf1e4e27a1844a5f000c,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.51066979000009,1.1458999999999975
6141cf1ebaaf234b3529019a,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.847817840000054,1.001100000000001
6141cf1f9cbada84a86767d5,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8320961500000408,1.8082999999999956
6141cf1fee0a3fd43fb479ef,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.114240260000074,0.3574000000000055
6141cf1fb842c2e72e2f2d5e,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,3.131780569999979,1.8094999999999999
6141cf1fa05be5973bd77a79,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,6.937655359999952,1.1450999999999993
6141cf1f31cf3ef3d4a9ed54,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.415305129999936,0.36409999999999343
6141cf1f4e27a1844a5f000e,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.508538999999953,1.144599999999997
6141cf1f51c1cbd9654b8878,low_MoS2,2.0,0.0,2.0,MoS2_0.01042,21.83052466000013,1.105000000000004
6141cf209cbada84a86767d7,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8316294499999799,1.8097999999999956
6141cf20cc0e69a0cf28ab4f,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,12.46750613999997,1.1469999999999985
6141cf20baaf234b3529019c,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.864096600000032,1.1084999999999994
6141cf20ee0a3fd43fb479f1,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.14576639000005,0.40090000000000003
6141cf201d648932fbc3429f,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,-2.409625389999997,1.8031000000000006
6141cf204e27a1844a5f0010,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.517871009999933,1.1426000000000016
6141cf20a05be5973bd77a7b,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,6.937267519999922,1.1429000000000045
6141cf2069b0784ffcf8f865,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,30.565275130000053,0.404200000000003
6141cf2031cf3ef3d4a9ed56,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.47610183000002,0.41159999999999997
6141cf213ac25c70a5c6c845,low_MoS2,3.0,0.0,3.0,MoS2_0.01562,50.81596010000013,0.37760000000000105
6141cf219cbada84a86767d9,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8333919700000365,1.8094000000000037
6141cf21baaf234b3529019e,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.870838439999936,1.0997999999999948
6141cf21ee0a3fd43fb479f3,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.12176543000008,0.35309999999999775
6141cf21cc0e69a0cf28ab51,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,12.469958669999997,1.1485999999999947
6141cf214e27a1844a5f0012,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.505332510000041,1.1426999999999978
6141cf2202d926221cabc557,low_MoS2,2.0,0.0,2.0,MoS2_0.01042,39.89074356999991,0.40740000000000265
6141cf221d648932fbc342a1,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,-2.409317769999939,1.8023999999999987
6141cf2231cf3ef3d4a9ed58,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.43028541000008,0.38289999999999935
6141cf229cbada84a86767db,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8311895799999434,1.8086999999999946
6141cf22baaf234b352901a0,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.86719766999999,1.0995999999999952
6141cf22ee0a3fd43fb479f5,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.14839069999992,0.40210000000000434
6141cf22a05be5973bd77a7d,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,6.934870349999927,1.1456000000000017
6141cf231d648932fbc342a3,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,-2.3817260500000206,1.8019999999999996
6141cf23cc0e69a0cf28ab53,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,12.4681153800001,1.1465999999999994
6141cf234e27a1844a5f0014,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.511120280000139,1.1435999999999993
6141cf239cbada84a86767dd,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8239207500000134,1.8063000000000002
6141cf2331cf3ef3d4a9ed5a,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.370423640000084,0.3001000000000005
6141cf2351c1cbd9654b887a,low_MoS2,2.0,0.0,2.0,MoS2_0.01042,21.835054640000045,1.110999999999997
6141cf24baaf234b352901a2,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.855085440000032,1.0379000000000005
6141cf24ee0a3fd43fb479f7,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.131117720000006,0.4017999999999944
6141cf243ac25c70a5c6c847,low_MoS2,3.0,0.0,3.0,MoS2_0.01562,50.827807470000074,0.4157999999999973
6141cf249cbada84a86767df,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8311361699999793,1.8085999999999984
6141cf244e27a1844a5f0016,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.532908520000117,1.1355000000000004
6141cf2431cf3ef3d4a9ed5c,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.47344840000001,0.41449999999999676
6141cf251d648932fbc342a5,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,-2.4090980999999605,1.802500000000002
6141cf25b842c2e72e2f2d60,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,3.130978159999973,1.806999999999995
6141cf25baaf234b352901a4,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.866624360000053,1.1047999999999973
6141cf25ee0a3fd43fb479f9,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.13024568000013,0.3813000000000031
6141cf259cbada84a86767e1,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8318329900000094,1.8096999999999994
6141cf254e27a1844a5f0018,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.541684909999983,1.1459000000000046
6141cf2631cf3ef3d4a9ed5e,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.444007799999966,0.3885999999999967
6141cf261d648932fbc342a7,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,-2.4090581799998976,1.8023000000000025
6141cf2602d926221cabc559,low_MoS2,2.0,0.0,2.0,MoS2_0.01042,39.395417139999935,0.1518999999999977
6141cf26baaf234b352901a6,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.857519379999978,1.091300000000004
6141cf27ee0a3fd43fb479fb,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.141758330000116,0.40390000000000015
6141cf2731cf3ef3d4a9ed60,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.451191430000065,0.365000000000002
6141cf274e27a1844a5f001a,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.534182390000094,1.1381000000000014
6141cf273ac25c70a5c6c849,low_MoS2,3.0,0.0,3.0,MoS2_0.01562,50.81243501999999,0.34440000000000026
6141cf289cbada84a86767e3,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8313423799999669,1.808799999999998
6141cf28cc0e69a0cf28ab55,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,12.478174669999945,1.1420999999999992
6141cf28baaf234b352901a8,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.86662438000007,1.1098
6141cf28ee0a3fd43fb479fd,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,31.955299879999973,0.26610000000000156
6141cf2931cf3ef3d4a9ed62,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.56927098000001,0.4054999999999964
6141cf299cbada84a86767e5,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8316673900000637,1.808799999999998
6141cf2969b0784ffcf8f867,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,30.570773990000042,0.40160000000000196
6141cf294e27a1844a5f001c,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.512586679999938,1.1458000000000013
6141cf2abaaf234b352901aa,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.870032479999956,1.1047999999999973
6141cf2aee0a3fd43fb479ff,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.125611209999974,0.39349999999999596
6141cf2a31cf3ef3d4a9ed64,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.45397979000013,0.3843000000000032
6141cf2b9cbada84a86767e7,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8319112399998971,1.8093000000000004
6141cf2bbaaf234b352901ac,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.8339070500001,0.9963000000000051
6141cf2bee0a3fd43fb47a01,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.121542390000045,0.3789999999999978
6141cf2b4e27a1844a5f001e,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.51501188,1.1456000000000017
6141cf2c3ac25c70a5c6c84b,low_MoS2,3.0,0.0,3.0,MoS2_0.01562,50.81349091000008,0.397199999999998
6141cf2c31cf3ef3d4a9ed66,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.449065129999966,0.3584999999999994
6141cf2c9cbada84a86767e9,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8267277499998613,1.8068999999999988
6141cf2ccc0e69a0cf28ab57,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,12.47743486000003,1.1465000000000032
6141cf2dbaaf234b352901ae,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.902430450000104,0.9581999999999979
6141cf2dee0a3fd43fb47a03,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.15652053999996,0.40209999999999724
6141cf2d4e27a1844a5f0020,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.510310280000137,1.143899999999995
6141cf2d51c1cbd9654b887c,low_MoS2,2.0,0.0,2.0,MoS2_0.01042,21.826206110000022,1.0932999999999993
6141cf2e69b0784ffcf8f869,low_MoS2,1.0,1.0,2.0,MoS2_0.01042,30.567942250000122,0.40270000000000294
6141cf2e31cf3ef3d4a9ed68,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.469214180000066,0.3348000000000013
6141cf2eb842c2e72e2f2d62,low_MoS2,0.0,2.0,2.0,MoS2_0.01042,3.133853870000099,1.8106000000000009
6141cf2e9cbada84a86767eb,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8320882699999288,1.8094999999999999
6141cf2fbaaf234b352901b0,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,17.858923429999997,1.1054999999999993
6141cf2fee0a3fd43fb47a05,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,32.086783800000134,0.4059999999999988
6141cf2f4e27a1844a5f0022,low_MoS2,1.0,2.0,3.0,MoS2_0.01562,8.513059260000116,1.1447000000000003
6141cf2f9cbada84a86767ed,low_MoS2,0.0,3.0,3.0,MoS2_0.01562,-0.8318980700000225,1.8091000000000008
6141cf3031cf3ef3d4a9ed6a,low_MoS2,2.0,1.0,3.0,MoS2_0.01562,41.45231703999998,0.35719999999999885
