_id,descriptor_id,energy,fermi_level,total_mag,homo_lumo_gap_majority,lumo_majority,homo_majority,E_1_majority,homo_lumo_gap_minority,lumo_minority,homo_minority,E_1_minority
GaSe_Ga72Se69S1_90b1b09f-acf0-46e6-8173-a2e71c884054,17a0ecfb-3a0e-49aa-a9f7-bd9e6497f44d,-542.62035865,-2.07630174,0.0003573,1.2684000000000002,-1.3127,-2.5811,-17.3784,1.2684000000000002,-1.3127,-2.5811,-17.3784
GaSe_Ga72Se69S2_50eaa5cb-d532-42c5-ba4b-7abc4230e6e7,8502017c-da62-4820-99ee-2dca4a8eff15,-549.42369961,-2.06606787,6.33e-05,1.3134,-1.2861,-2.5995,-17.3411,1.3134,-1.2861,-2.5995,-17.3411
GaSe_In1Ga71Se70S2_e486dae7-3e98-484c-b411-f683a7f3d5b3,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97857138,-2.26936805,0.000401,1.7934999999999999,-1.0189,-2.8124,-17.3113,1.7934999999999999,-1.0189,-2.8124,-17.3114
GaSe_Ga70Se71S1_0c898e1c-d523-49be-a129-b60c4e48b36d,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.7369722,-2.68828058,1.8007607,1.6524999999999999,-1.1618,-2.8143,-18.1183,1.5230000000000001,-1.1597,-2.6827,-18.1185
GaSe_Ga71Se70S1_b1198923-3111-406a-8851-1d7a4e08e315,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-542.76795334,-2.44609645,0.5865178,1.2197,-1.2997,-2.5194,-18.0364,1.1837,-1.2193,-2.403,-18.0364
GaSe_In1Ga71Se70S1_6da2f8de-0172-41dd-a2bd-9cfe4d1d1971,98c089d3-116f-498d-a4b0-8e2753659fa9,-548.1912733,-2.09154803,0.0003529,1.3435999999999997,-1.2491,-2.5927,-17.3169,1.3435999999999997,-1.2491,-2.5927,-17.3169
GaSe_Ga70Se71S1_cead36a4-febc-49da-8daa-49042d9451ba,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.69176054,-2.6714929,1.8078995,1.5512,-1.2318,-2.783,-18.1701,1.3598999999999999,-1.2288,-2.5887,-18.1704
GaSe_Ga71Se70S1_e13c7f7f-360c-4845-8630-343721c9f7ef,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-542.95527977,-2.38578175,0.6213271,1.1268999999999998,-1.3219,-2.4488,-18.065,1.0766999999999998,-1.2475,-2.3242,-18.0644
GaSe_In2Ga70Se71S1_5f31a7bc-4c39-491a-89bc-9238b4fe2393,fc541f42-0f90-4340-9beb-c1660b4d048d,-553.70046872,-2.31926048,0.0004312,1.8056999999999999,-0.9874,-2.7931,-17.2851,1.8056999999999999,-0.9874,-2.7931,-17.2851
GaSe_Ga72Se69S1_5d17189b-29a8-4635-9df8-bafc96fd475b,17a0ecfb-3a0e-49aa-a9f7-bd9e6497f44d,-542.63924158,-2.07601845,0.0004224,1.1269000000000002,-1.4584,-2.5853,-17.4114,1.1269000000000002,-1.4584,-2.5853,-17.4114
GaSe_In1Ga69Se72_93ba4321-f833-46a2-be25-7ad4c8782200,cfa77f74-58a7-48b5-ac80-bee03e36d337,-542.78825622,-2.65652544,0.4282568,1.6260000000000001,-1.0289,-2.6549,-17.7023,1.5756000000000001,-1.0274,-2.603,-17.7022
GaSe_In1Ga71Se70S2_e3240276-3efe-4d46-a7a7-c334604ae1b2,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97890565,-2.27394123,0.0004282,1.7932,-1.0186,-2.8118,-17.3134,1.7932,-1.0186,-2.8118,-17.3134
GaSe_Ga70Se71S1_2c3e8e3b-15a7-4761-bb2b-439bd371b6a7,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.806923,-2.69487838,1.7053148,1.6663,-1.1415,-2.8078,-18.0924,1.5363,-1.1369,-2.6732,-18.0924
GaSe_Ga71Se70S1_613bd30a-3bc0-468f-a8e0-127719bf7f34,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-543.92900317,-1.72343645,0.8994411,0.3820999999999999,-1.0677,-1.4498,-17.7763,0.16579999999999995,-1.4411,-1.6069,-17.7758
GaSe_Ga72Se69S3_f0cf0804-3a2c-487a-985a-ef56f058f42e,df06cc05-f999-4409-8709-c9dc351aa717,-556.23380526,-2.28901227,0.0003713,1.7788000000000002,-1.0519,-2.8307,-17.3354,1.7789000000000001,-1.0518,-2.8307,-17.3354
GaSe_In1Ga70Se71_e7bceb3c-47b3-4481-90d0-686d6b882051,9df63941-8d83-429c-bad3-54244774725d,-541.44681268,-2.51997636,0.4902143,1.3095,-1.2629,-2.5724,-18.061,1.2944,-1.2616,-2.556,-18.0612
GaSe_In2Ga70Se71_459017a4-b539-4554-9a20-07bed16b658d,1d7b5171-a80d-412b-a4e1-94fa4b465fcd,-546.96356642,-2.08128918,0.0004498,1.3457,-1.2248,-2.5705,-17.286,1.3457,-1.2248,-2.5705,-17.286
GaSe_In1Ga70Se71_bd8925a8-19d2-43c4-a626-3f5c241ec8c4,9df63941-8d83-429c-bad3-54244774725d,-541.7125123,-2.38171551,0.5490845,1.2188,-1.2166,-2.4354,-17.9519,1.1651,-1.1636,-2.3287,-17.9514
GaSe_Ga71Se70_12572439-8e59-4dba-bdf1-ab0c5981ae5e,975317d4-991f-47f8-8a15-b554f6636ca2,-535.99376567,-2.53320014,0.0048793,1.2293999999999998,-1.3391,-2.5685,-18.1058,1.2291,-1.3391,-2.5682,-18.1058
GaSe_In2Ga70Se71_fc71485d-c788-4cd5-9661-df2ec459fb0e,1d7b5171-a80d-412b-a4e1-94fa4b465fcd,-546.90011686,-2.08634509,0.0005039,1.3525,-1.2155,-2.568,-17.2841,1.3525,-1.2155,-2.568,-17.2841
GaSe_Ga71Se70_3b76d088-d156-4fc4-9571-37153ccdd836,975317d4-991f-47f8-8a15-b554f6636ca2,-536.12135632,-2.1488823,0.9867184,1.0400999999999998,-1.2856,-2.3257,-18.0831,0.6876,-1.2845,-1.9721,-18.0819
GaSe_In1Ga70Se71_ec1f22bd-f33a-4b16-bbaa-80f0470c223d,9df63941-8d83-429c-bad3-54244774725d,-541.624966,-2.10955646,0.9872119,0.8780999999999999,-1.408,-2.2861,-17.9741,0.5377000000000001,-1.3953,-1.933,-17.9731
GaSe_In1Ga71Se70S2_e6159726-88d6-4696-96e1-172ece92ce32,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97568595,-2.26523379,0.0003864,1.7946000000000002,-1.0186,-2.8132,-17.3206,1.7946000000000002,-1.0186,-2.8132,-17.3206
GaSe_Ga71Se70S2_afdff492-b7dd-4d83-b21b-310f907f0dc0,b73e3801-630f-4fdc-9057-9dc3a2e1a105,-549.48880261,-2.66169802,0.9083475,1.6758999999999997,-1.1325,-2.8084,-18.1906,1.5355999999999999,-1.1306,-2.6662,-18.1907
GaSe_Ga72Se69S1_4628353f-97ba-4896-90fe-e74c6c8a2d29,17a0ecfb-3a0e-49aa-a9f7-bd9e6497f44d,-542.52649544,-2.07142947,0.0001026,0.9642000000000002,-1.5891,-2.5533,-17.3628,0.9642000000000002,-1.5891,-2.5533,-17.3628
GaSe_In1Ga70Se71_e7dfea5e-6aa8-4c39-8600-d6966e9f35d5,9df63941-8d83-429c-bad3-54244774725d,-541.41822511,-2.50514669,0.4477289,1.2582000000000002,-1.2951,-2.5533,-18.0532,1.2486,-1.2852,-2.5338,-18.0534
GaSe_Ga70Se71S1_0fdc7e98-fb60-463b-b226-7595037323a9,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.73578935,-2.68687767,1.7622951,1.6398,-1.1664,-2.8062,-18.1355,1.5164999999999997,-1.1629,-2.6794,-18.1358
GaSe_In1Ga70Se71S1_42fa6ae2-54d0-466b-976d-f26dd79aad9e,35b0dad1-d5ab-4950-8a82-cb3a08837aec,-548.2025921,-2.6399199,0.9035684,1.6722,-1.114,-2.7862,-18.1045,1.5272000000000001,-1.1126,-2.6398,-18.1048
GaSe_In1Ga71Se70S2_6a0e2fb1-86d3-4d2d-af4b-3a21a984266d,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97468142,-2.26636558,0.0004272,1.7929,-1.0196,-2.8125,-17.3099,1.793,-1.0195,-2.8125,-17.3099
GaSe_Ga71Se70S1_3fd1e81c-088d-4559-84d1-88b396c12907,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-542.7341825,-2.50709976,0.4050458,1.2522,-1.2994,-2.5516,-18.0715,1.2401,-1.2915,-2.5316,-18.0717
GaSe_In2Ga69Se72_23cf3fc8-afa9-4b7a-be8e-b006081a9dab,32f1438b-36b0-45af-bacf-608b8ef0e82d,-547.90430628,-2.6342789,0.0006836,1.5687,-1.1123,-2.681,-17.2947,1.5687,-1.1123,-2.681,-17.2947
GaSe_In1Ga70Se71S1_04794abd-3d3a-4200-b03c-705b77231eaa,35b0dad1-d5ab-4950-8a82-cb3a08837aec,-548.21601139,-2.65062615,0.8582503,1.6147,-1.1683,-2.783,-18.0657,1.4864,-1.1672,-2.6536,-18.0662
GaSe_Ga71Se70S1_0e8a9526-8e8e-418b-9927-6d3325277614,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-542.73231542,-2.51309553,0.2519785,1.2658,-1.2776,-2.5434,-18.0813,1.2593,-1.2753,-2.5346,-18.0814
GaSe_In2Ga69Se72_e0a6284a-292d-47ae-9fb3-ea92db485ed6,32f1438b-36b0-45af-bacf-608b8ef0e82d,-546.96986861,-2.63348391,0.8864408,1.7101,-1.0628,-2.7729,-18.0627,1.5733000000000001,-1.061,-2.6343,-18.063
GaSe_In1Ga71Se70_e8014865-1fd9-4522-87a4-dddde5e47df6,4ca8f580-4832-4ddd-a82a-d3ac95ec1c52,-541.29768863,-2.08140523,5.41e-05,0.9627999999999999,-1.5893,-2.5521,-17.3468,0.9627999999999999,-1.5893,-2.5521,-17.3468
GaSe_In2Ga70Se71_d2f70be8-9a2c-4640-8599-47fe28d141fc,1d7b5171-a80d-412b-a4e1-94fa4b465fcd,-546.92588906,-2.0944266,7.14e-05,1.3307999999999998,-1.2316,-2.5624,-17.2873,1.3307999999999998,-1.2316,-2.5624,-17.2873
GaSe_In1Ga70Se71_0dc1ed7d-f0bc-4231-bcb9-8fed55579c7f,9df63941-8d83-429c-bad3-54244774725d,-541.80345822,-2.53917085,0.5561895,1.1944000000000001,-1.4037,-2.5981,-18.0518,1.1734999999999998,-1.403,-2.5765,-18.052
GaSe_Ga72Se69S2_0e4e2860-1f69-4b3a-bfc9-cf6875d145f8,8502017c-da62-4820-99ee-2dca4a8eff15,-549.38980364,-2.04891161,0.0003121,1.2339,-1.3442,-2.5781,-17.364,1.2339,-1.3442,-2.5781,-17.364
GaSe_In1Ga70Se71_46359f60-9461-48b2-9a2e-4b756daf39b0,9df63941-8d83-429c-bad3-54244774725d,-541.57320637,-2.39569913,0.6564781,1.1707,-1.3104,-2.4811,-18.0393,1.1156000000000001,-1.2287,-2.3443,-18.0385
GaSe_Ga70Se71S1_f5ad058f-7375-45b2-a581-03ae5ea13fdc,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.78766879,-2.68177204,1.8359834,1.5977000000000001,-1.2269,-2.8246,-18.1609,1.3427,-1.2255,-2.5682,-18.1613
GaSe_In2Ga70Se71S1_d8d0e2fa-d5e7-44c5-b15d-3bd89e41c16c,fc541f42-0f90-4340-9beb-c1660b4d048d,-553.70219987,-2.25503477,0.0003602,1.8054,-0.9881,-2.7935,-17.3147,1.8054,-0.9881,-2.7935,-17.3147
GaSe_Ga71Se70S1_9dd80dc9-5358-401f-9e8c-ec7e87b34f8e,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-542.74338564,-2.49975065,0.4230429,1.2513999999999998,-1.2965,-2.5479,-18.0737,1.2356,-1.2785,-2.5141,-18.0739
GaSe_In1Ga70Se71_9fb9bf0c-d665-4620-a5e3-4c85d9761064,9df63941-8d83-429c-bad3-54244774725d,-542.66982111,-1.71886389,0.9080067,0.4298000000000002,-1.0312,-1.461,-17.7583,0.15849999999999986,-1.4407,-1.5992,-17.7573
GaSe_In1Ga71Se70S2_59cfcb05-961a-4b79-b3ae-2dc6b4fcc8bd,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.98253187,-2.2670774,0.0003435,1.7942,-1.0179,-2.8121,-17.3215,1.7942,-1.0179,-2.8121,-17.3215
GaSe_Ga71Se70S1_8da6e97a-5d74-4bd0-a9cf-687137ae161c,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-543.03797145,-2.27633118,0.9710685,1.1947,-1.2393,-2.434,-18.0813,0.9357000000000002,-1.1854,-2.1211,-18.0812
GaSe_Ga70Se71_13cb1a0f-e682-489f-8b10-0f1014816ff2,03dc1e43-a4b5-4386-9333-d7813e949e05,-536.33485635,-2.17190886,0.0005347,0.7499,-1.1802,-1.9301,-18.054,0.75,-1.1801,-1.9301,-18.054
GaSe_In1Ga71Se70S2_0571ca10-ecea-40b1-ad5b-caf5320b131e,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97110869,-2.33994748,0.0003751,1.7932,-1.0195,-2.8127,-17.3173,1.7932,-1.0195,-2.8127,-17.3173
GaSe_Ga72Se69S1_ed8c5c53-ce11-48e2-b65f-45d84bafd4f3,17a0ecfb-3a0e-49aa-a9f7-bd9e6497f44d,-542.58346402,-2.06467601,0.0003241,1.2120000000000002,-1.371,-2.583,-17.3632,1.2120000000000002,-1.371,-2.583,-17.3632
GaSe_In1Ga71Se70S1_39dc6cb2-6432-4335-b726-e94a22eccf32,98c089d3-116f-498d-a4b0-8e2753659fa9,-548.16793865,-2.08478204,0.0003315,1.335,-1.2449,-2.5799,-17.3266,1.335,-1.2449,-2.5799,-17.3266
GaSe_In1Ga71Se70S2_fca621a1-4e6b-4082-ab41-a1594e47842f,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97295121,-2.34095895,0.0003862,1.7938000000000003,-1.019,-2.8128,-17.3091,1.7938000000000003,-1.019,-2.8128,-17.3091
GaSe_In1Ga71Se70S1_9a7933dc-52f2-410b-9599-8482919306d7,98c089d3-116f-498d-a4b0-8e2753659fa9,-548.16056539,-2.09267939,0.0004248,1.3496000000000001,-1.2281,-2.5777,-17.3407,1.3496000000000001,-1.2281,-2.5777,-17.3407
GaSe_Ga71Se70S1_db8af393-fa05-4425-82e3-580030a33976,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-543.0271105,-2.27795854,0.969998,1.1550000000000002,-1.2786,-2.4336,-18.0454,0.8559999999999999,-1.2675,-2.1235,-18.0453
GaSe_Ga70Se71_afd3df2b-55f0-4fde-8131-e0fe652f897f,03dc1e43-a4b5-4386-9333-d7813e949e05,-536.46115123,-2.16443412,0.0005142,0.5779999999999998,-1.8771,-2.4551,-18.0571,0.5779999999999998,-1.8771,-2.4551,-18.0571
GaSe_In2Ga70Se71_34ea0361-fc6c-42e8-8639-36e4f9365d65,1d7b5171-a80d-412b-a4e1-94fa4b465fcd,-547.27491974,-2.04127635,0.000428,1.2398999999999998,-1.3221,-2.562,-17.3088,1.2398999999999998,-1.3221,-2.562,-17.3088
GaSe_In2Ga69Se72_7d3d29a2-68ff-45a7-ac69-1f550624d384,32f1438b-36b0-45af-bacf-608b8ef0e82d,-546.93532568,-2.62036377,0.908042,1.6339000000000001,-1.1305,-2.7644,-18.0489,1.4896,-1.1293,-2.6189,-18.0494
GaSe_Ga71Se70_04d5736a-a5df-45a0-bda6-bcc2fb5552ed,975317d4-991f-47f8-8a15-b554f6636ca2,-535.94761845,-2.52057125,0.3096774,1.2331,-1.3311,-2.5642,-18.0703,1.2265,-1.3297,-2.5562,-18.0705
GaSe_In1Ga70Se71S1_767bc621-755c-4eef-ac72-187559b2a24f,35b0dad1-d5ab-4950-8a82-cb3a08837aec,-548.22543323,-2.64063223,0.8936875,1.6830999999999998,-1.1007,-2.7838,-18.158,1.5453999999999999,-1.0989,-2.6443,-18.1582
GaSe_Ga70Se71S1_3d7bf9a8-ef42-4a9b-b8a1-fea539462661,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.72932465,-2.68258865,1.7943964,1.6214,-1.19,-2.8114,-18.1549,1.4495,-1.1877,-2.6372,-18.1553
GaSe_Ga71Se70_353f05c2-87e3-4fb4-884f-661b112ba41a,975317d4-991f-47f8-8a15-b554f6636ca2,-537.13225121,-1.73286453,0.8945736,0.4165000000000001,-1.4314,-1.8479,-17.798,0.19189999999999996,-1.4259,-1.6178,-17.7977
GaSe_Ga71Se70S1_7ceb5b6f-e021-4e40-83ed-0c1b96837279,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-542.74536764,-2.40303901,0.7890135,1.2604,-1.2589,-2.5193,-18.1167,1.1949999999999998,-1.1442,-2.3392,-18.1166
GaSe_In1Ga71Se70S2_ebf1f377-ac6d-48b0-b019-4274c8981731,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.96224464,-2.28372999,0.0003957,1.7932000000000001,-1.0198,-2.813,-17.312,1.7932000000000001,-1.0198,-2.813,-17.312
GaSe_In1Ga71Se70S2_3aa4f0a2-472b-4d4a-934f-cc2f2a6100be,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97018187,-2.33839358,0.0003699,1.7930000000000001,-1.0196,-2.8126,-17.3136,1.7930000000000001,-1.0196,-2.8126,-17.3136
GaSe_In2Ga69Se72_7ad7921e-5815-4d70-8160-b0141d71fc70,32f1438b-36b0-45af-bacf-608b8ef0e82d,-546.93890107,-2.61910854,0.8927903,1.672,-1.0898,-2.7618,-18.074,1.5354999999999999,-1.0884,-2.6239,-18.0743
GaSe_In1Ga70Se71_6a039a54-375c-4c61-861a-cd7f3ce637c3,9df63941-8d83-429c-bad3-54244774725d,-542.52542277,-2.39044617,0.9397798,1.2366,-1.2884,-2.525,-17.6463,1.1236,-1.1325,-2.2561,-17.6365
GaSe_Ga71Se70S2_fe172daa-25a8-484a-bb76-6a5e0e355087,b73e3801-630f-4fdc-9057-9dc3a2e1a105,-549.4760802,-2.66407236,0.8597173,1.6526,-1.1473,-2.7999,-18.1178,1.5201000000000002,-1.146,-2.6661,-18.1182
GaSe_In1Ga70Se71_74203e27-a3f3-4cf9-9e7d-55081fd2bcef,9df63941-8d83-429c-bad3-54244774725d,-542.67324834,-2.3321245,0.9025145,1.1798999999999997,-1.2714,-2.4513,-17.5509,0.9738,-1.2392,-2.213,-17.5404
GaSe_Ga70Se71S1_d00dedb3-a07e-467a-9c3f-c3e629422b83,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.7240332,-2.68697636,1.7234826,1.6209,-1.1802,-2.8011,-18.1381,1.5039,-1.1769,-2.6808,-18.1384
GaSe_In1Ga71Se70_6922de9a-99aa-44ab-aeb0-963641c4fc6d,4ca8f580-4832-4ddd-a82a-d3ac95ec1c52,-541.73667298,-2.03167042,0.0004041,1.1326,-1.3862,-2.5188,-17.3616,1.1326,-1.3862,-2.5188,-17.3616
GaSe_Ga70Se71S1_5384ad5e-970e-4733-a36d-2627b6fc46a0,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.80399994,-2.69183199,1.7300525,1.6632,-1.1455,-2.8087,-18.0963,1.5269000000000001,-1.1411,-2.668,-18.0965
GaSe_Ga71Se70_dfe31d52-5165-4781-a1cb-89ef1f9efa96,975317d4-991f-47f8-8a15-b554f6636ca2,-536.0930121,-2.42303297,0.6793594,1.1528,-1.3504,-2.5032,-18.0907,1.0759,-1.2848,-2.3607,-18.0898
GaSe_Ga71Se70_4dc9d5b8-4370-4dd3-8619-2ec5276443fc,975317d4-991f-47f8-8a15-b554f6636ca2,-536.23514071,-2.4867226,0.328452,0.6766000000000001,-1.8537,-2.5303,-18.0887,0.6446000000000003,-1.8517,-2.4963,-18.0888
GaSe_Ga71Se70S2_efb8e0f4-a74b-4ae5-bf3e-40944e07622f,b73e3801-630f-4fdc-9057-9dc3a2e1a105,-549.47273514,-2.6587155,0.8613287,1.6338000000000001,-1.1607,-2.7945,-18.092,1.5053999999999998,-1.1595,-2.6649,-18.0924
GaSe_In1Ga71Se70S1_1581d463-b44d-4693-8eb2-3d276752f32b,98c089d3-116f-498d-a4b0-8e2753659fa9,-548.18133392,-2.087533,0.0004292,1.3542,-1.2258,-2.58,-17.3053,1.3542,-1.2258,-2.58,-17.3053
GaSe_In2Ga69Se72_b52e343a-f24a-4859-8a93-0ddfd22d60cc,32f1438b-36b0-45af-bacf-608b8ef0e82d,-546.91935693,-2.61901296,0.9273931,1.6783000000000001,-1.0869,-2.7652,-18.0843,1.5131,-1.0853,-2.5984,-18.0845
GaSe_In2Ga70Se71S1_ff910b63-d4e5-4dc4-9667-1699277b7f94,fc541f42-0f90-4340-9beb-c1660b4d048d,-553.71098389,-2.25580536,0.000452,1.8074000000000001,-0.9862,-2.7936,-17.3005,1.8074000000000001,-0.9862,-2.7936,-17.3005
GaSe_In2Ga69Se72_9569548a-6fab-45ca-a6d6-6da3ae61c436,32f1438b-36b0-45af-bacf-608b8ef0e82d,-546.93506741,-2.61855708,0.9228203,1.6695,-1.0906,-2.7601,-18.0824,1.5103000000000002,-1.0891,-2.5994,-18.0827
GaSe_Ga71Se70S1_e6f490c8-049b-4d61-91f8-5fbe78402585,7fd95d30-2e31-4120-8d04-d3017a0ecad8,-542.71381281,-2.53956899,0.5041127,1.2873999999999999,-1.3053,-2.5927,-18.0694,1.2734999999999999,-1.3045,-2.578,-18.0696
GaSe_Ga71Se70_6438cba7-31da-4aff-87c1-fd847e6017b5,975317d4-991f-47f8-8a15-b554f6636ca2,-536.16894926,-2.3284831,0.3241228,0.8591000000000002,-1.5004,-2.3595,-18.0315,0.8296000000000001,-1.472,-2.3016,-18.0315
GaSe_In2Ga70Se71_f28f4d13-14b0-4c97-b585-90a13270821b,1d7b5171-a80d-412b-a4e1-94fa4b465fcd,-546.94567106,-2.05476356,6.74e-05,1.3053000000000001,-1.2621,-2.5674,-17.2908,1.3053000000000001,-1.2621,-2.5674,-17.2908
GaSe_In3Ga69Se72_49131dd4-1dda-40f3-9f1d-1ff36dae0a5d,f0493f81-5f93-4c76-9581-13e85043b4d8,-552.41711466,-2.29945498,0.0005353,1.818,-0.9556,-2.7736,-17.2485,1.818,-0.9556,-2.7736,-17.2485
GaSe_Ga71Se70_94b94c08-f799-4b36-91a0-0001bc9297ba,975317d4-991f-47f8-8a15-b554f6636ca2,-535.92426206,-2.4792738,0.4881442,1.0888000000000002,-1.4618,-2.5506,-18.0827,1.0134999999999998,-1.4528,-2.4663,-18.0827
GaSe_In3Ga69Se72_02b840e8-8989-4a2e-8b09-9d31dbc549d9,f0493f81-5f93-4c76-9581-13e85043b4d8,-552.43930759,-2.25852849,0.0005035,1.8185000000000002,-0.9562,-2.7747,-17.2464,1.8185000000000002,-0.9562,-2.7747,-17.2464
GaSe_In1Ga71Se70S2_db4daf0f-95cb-4119-91d0-15704e283a97,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97548907,-2.33185573,0.000372,1.7927000000000002,-1.019,-2.8117,-17.3156,1.7927000000000002,-1.019,-2.8117,-17.3156
GaSe_In1Ga71Se70S2_ccc31a8a-871d-4284-bc3e-7bcfc61ba861,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.9750769,-2.26901632,0.0003853,1.7926,-1.019,-2.8116,-17.3132,1.7927,-1.0189,-2.8116,-17.3132
GaSe_Ga71Se70_8b208ddd-a961-45b8-b834-edce2a21cb3c,975317d4-991f-47f8-8a15-b554f6636ca2,-536.13866187,-2.31996185,0.3506721,0.8614999999999999,-1.4941,-2.3556,-18.0127,0.8278999999999999,-1.4643,-2.2922,-18.0126
GaSe_In1Ga70Se71S1_9f18beea-2af7-4f7a-b514-adbc01cf82c3,35b0dad1-d5ab-4950-8a82-cb3a08837aec,-548.19731568,-2.64429893,0.8675035,1.6317999999999997,-1.1484,-2.7802,-18.0828,1.4994999999999998,-1.1473,-2.6468,-18.0832
GaSe_In1Ga69Se72_63bd0108-f380-4aac-aa3e-65044b3e1c8a,cfa77f74-58a7-48b5-ac80-bee03e36d337,-541.45712343,-2.65532072,1.8432943,1.6151999999999997,-1.1726,-2.7878,-18.131,1.4465999999999999,-1.1706,-2.6172,-18.1313
GaSe_Ga70Se71S1_bc90213f-21c5-4009-bc0f-3fc916ce8d41,006bd3da-66c4-4d37-bd44-69cea34e93a6,-542.79332314,-2.69283733,1.6525047,1.6622999999999999,-1.131,-2.7933,-18.0909,1.5339999999999998,-1.1263,-2.6603,-18.091
GaSe_In1Ga71Se70S2_05a56761-0bc1-4f07-8023-46da28631806,38dd6d27-f12e-49f9-a76e-bfb60cc7b58f,-554.97368447,-2.33685009,0.0003722,1.7943000000000002,-1.0187,-2.813,-17.3121,1.7943000000000002,-1.0187,-2.813,-17.3121
