,_id,dataset_material,band_gap_value,strata
41,BN_B61C1N64_17c71f4d-d5f4-464c-b8e5-b1898c5fffed,high_BN,1.9224500000000013,0
42,BN_B62C2N63_92b2345b-988e-4053-acc2-3f525239e819,high_BN,0.773299999999999,0
43,BN_B63N62_30e985ae-e228-4195-8e28-cf02aed81439,high_BN,1.761499999999998,0
44,BN_B62N63_28093c54-66e6-46b7-ac1c-9072c65311fb,high_BN,1.4955999999999996,0
45,BN_B62C2N63_77ebe900-d4cc-4038-b4b2-cd385847e89b,high_BN,1.1630499999999984,0
46,BN_B62C2N63_cf472f94-6bda-44a7-8055-fccf0cbc1b22,high_BN,0.9316500000000012,0
47,BN_B61C1N64_0f4e864c-3690-4a58-bea4-7995bcd4321d,high_BN,1.3710999999999984,0
48,BN_B63N62_f9c635eb-82f7-4963-acb3-90b0e633bf42,high_BN,0.9315500000000014,0
49,BN_B62C2N63_ae33eeff-979d-45f8-bc0c-8fbdc7a5adae,high_BN,1.0684499999999986,0
50,BN_B63C2N62_619f8642-1de7-4b71-b7db-474645d68427,high_BN,2.062850000000001,0
51,BN_B62C2N63_5207df48-1595-4805-9931-a56f5ad20e53,high_BN,1.5311500000000002,0
52,BN_B61C2N64_2aa173f2-b14a-4b43-a7c5-048d1912699e,high_BN,0.31065000000000254,0
53,BN_B62C2N63_851295dd-8d36-425d-a17e-d6fa55a9511a,high_BN,1.6316500000000005,0
54,BN_B64C2N61_5a5f1225-30e0-4d5f-b6f6-682cc3a32532,high_BN,1.8126999999999995,0
55,BN_B62C2N63_502d44d9-27cd-4a9c-abab-598f066c4740,high_BN,1.0606000000000009,0
56,BN_B63C1N62_451e0075-d3d2-41f6-ab18-e2c1c908978b,high_BN,0.5549500000000016,0
57,BN_B63C1N62_0a32d2c9-6f84-4094-af61-3bfeb162b70f,high_BN,1.1302500000000002,0
58,BN_B63C2N62_d57eab31-9a40-4072-b89b-aca13fc290c9,high_BN,1.3698000000000015,0
59,BN_B63C3N62_c0701127-9f05-46dd-917f-ce3db122a9b2,high_BN,1.4294499999999992,0
60,BN_B61N64_6de4fcfe-2356-4691-8034-704e2e440a98,high_BN,0.3529500000000034,0
61,BN_B63C1N62_dcc9d719-27a2-4b21-a2ec-ad31a1745c5d,high_BN,1.3484499999999997,0
62,BN_B62C1N63_f4677a9c-8504-4148-b56a-e5948b78a2e2,high_BN,0.3728499999999997,0
63,BN_B62C1N63_2868b3c5-b7fb-49b5-9b08-ea89b28e5d45,high_BN,2.4571000000000005,0
64,BN_B62N63_564427d8-9f43-4884-a54b-d1de741134ff,high_BN,2.2809500000000007,0
65,BN_B63C1N62_dffa8568-65a0-4c77-9bd2-5509c8ce5335,high_BN,1.7601000000000013,0
66,BN_B63C2N62_ace2916d-43aa-43ff-ad2c-c527b85d084b,high_BN,1.2250499999999995,0
67,BN_B63N62_2f16aaa5-9a28-4ddc-87ad-fa6928847c7f,high_BN,0.6399500000000025,0
68,BN_B63N62_d98d7686-0789-4ce8-b980-537eaf479a9f,high_BN,1.4281000000000006,0
69,BN_B61C2N64_756ea492-7281-42db-8bee-d9fdba5a1fd0,high_BN,1.0530500000000025,0
70,BN_B63C1N62_1b38dde6-635c-46b0-aa1b-bab5dfc7314e,high_BN,0.8164499999999997,0
71,BN_B64C1N61_5ff2d3e3-88a0-45ca-95ad-bd997617b011,high_BN,0.6075499999999998,0
72,BN_B64C1N61_be525049-a4e9-4e3c-8913-b0b9f8caffd8,high_BN,1.5432000000000023,0
73,BN_B63C1N62_0ec2498a-34e3-4caf-94dc-0db823cb9a77,high_BN,0.34575000000000244,0
74,BN_B63C2N62_049d1d14-29ff-4683-bd1f-39495dd3021e,high_BN,0.5584500000000006,0
75,BN_B64C3N61_03ed5146-982a-40e3-90b0-f30d5cef7072,high_BN,2.301949999999998,0
76,BN_B63C1N62_b954410f-4b43-42e3-afcd-5151a9bee045,high_BN,1.9802999999999997,0
77,BN_B64C3N61_3daab21b-5f18-464a-8931-4952f31b6067,high_BN,2.286249999999999,0
78,BN_B64C1N61_609a2fa3-200d-4210-875d-fc77506ce4b5,high_BN,1.490549999999999,0
79,BN_B63C1N62_219136d4-4017-446c-9b42-248b2ca74c2d,high_BN,1.5106000000000002,0
80,BN_B63C1N62_eb73b8f9-1da5-43cf-8d76-8aa0825bf613,high_BN,1.9571000000000005,0
81,BN_B62C3N63_1031d328-ea6d-43b8-90c3-51b8a6c901be,high_BN,0.9259500000000003,0
82,BN_B62N63_40c88adf-7512-4a77-9138-4049e33b51c7,high_BN,1.7354999999999983,0
83,BN_B62N63_ccc1765c-19db-4c86-abf0-8ff2abb2cc7b,high_BN,1.4501500000000007,0
84,BN_B63C1N62_48376d63-e605-414d-9e78-5da33489d484,high_BN,1.4568499999999993,0
85,BN_B62C1N63_786fbdc3-ba77-4701-affe-4c159898064c,high_BN,0.35549999999999926,0
86,BN_B63C2N62_0168251b-59dc-4f2f-b697-24e55bc6015f,high_BN,1.2124000000000024,0
87,BN_B63C3N62_3248e3f5-31c4-479c-b681-f95c3a737f9e,high_BN,1.21725,0
88,BN_B62C2N63_4ca6a74c-faac-481f-985e-83fb5f7353e1,high_BN,1.4436,0
89,BN_B63C2N62_a7d69c3a-6082-49d2-b078-7159b0f9c11b,high_BN,1.2299000000000007,0
90,BN_B61N64_55584243-97c1-43a9-ac94-252bf298774c,high_BN,0.9623999999999988,0
91,BN_B62C2N63_97a05779-6652-417a-9805-dc8c6b8080b6,high_BN,1.0296500000000002,0
92,BN_B64C2N61_279a924f-87e3-4a99-99c4-a3b5b602d9cb,high_BN,1.6929499999999997,0
93,BN_B61C2N64_884af59f-edab-49bf-bbed-c4ab135baa69,high_BN,0.7362499999999983,0
94,BN_B63C2N62_438059b3-3fda-41a9-9311-27ffff1fba2a,high_BN,1.3892500000000005,0
95,BN_B63C1N62_19d9fbee-251a-4db2-b480-be6d68b20a66,high_BN,1.3847000000000023,0
96,BN_B63C2N62_3ae8c7dd-5af3-495d-8385-661bd11cc41b,high_BN,2.4938000000000002,0
97,BN_B63C2N62_d3701cf7-61ea-494e-be47-526da62f4955,high_BN,2.421599999999998,0
98,BN_B62C1N63_51cf44df-d01a-4336-8cd2-f335959b30e1,high_BN,0.23820000000000263,0
99,BN_B61C2N64_fce1dd94-1adb-4894-83f6-074bf2dec0aa,high_BN,0.7370000000000019,0
100,BN_B62C3N60_ee1c1d6b-a89e-424c-adf7-1ab37e6b62c1,high_BN,0.61815,1
101,BN_B61C3N61_6d2c08c5-5ec0-476c-bba1-bc406e2959f0,high_BN,1.0299499999999995,1
102,BN_B61C2N61_8fccc50b-0f7b-463d-959a-eee16238e2b1,high_BN,1.5093500000000013,1
103,BN_B63C4N59_47386aea-7579-4834-bfa0-478a99639a88,high_BN,0.587299999999999,1
104,BN_B62C1N60_2db64cf8-5ef0-43ac-97ee-8f57e031842c,high_BN,0.15050000000000097,1
105,BN_B61C3N61_0bf86f69-f630-4203-b113-0bac7117536c,high_BN,0.6927500000000038,1
106,BN_B60C3N62_2065400f-41cd-4768-b3b9-3d5c78ae899c,high_BN,0.3521000000000001,1
107,BN_B60C3N62_2f2cedf8-6c2b-4ce1-9a67-320c93df39d0,high_BN,1.2731999999999992,1
108,BN_B58C2N64_2799c727-6959-4bf3-bda9-cd11cecb86a0,high_BN,0.6764499999999991,1
109,BN_B60C2N62_5b42ffc1-ff6a-44b5-a605-7d0378057c94,high_BN,0.2656499999999973,1
110,BN_B60C3N62_93c32027-9669-463e-99db-ef3631efe5be,high_BN,1.624649999999999,1
111,BN_B61C2N61_806e84bc-0dae-44ee-8f14-b13299e3e747,high_BN,1.6858000000000004,1
112,BN_B61C2N61_8d9228f7-e356-4df7-b4a1-019cb56f07dd,high_BN,0.9597499999999997,1
113,BN_B62C4N60_ada01a97-d375-4f7b-a6e3-15c9548f02de,high_BN,1.0128500000000003,1
114,BN_B61C4N61_ba8fcd25-0656-47f2-b7cf-883c06e51289,high_BN,0.6227000000000018,1
115,BN_B59C4N63_68c2cb86-4aad-43bc-931a-2ec05dfeb813,high_BN,0.19529999999999959,1
116,BN_B62C4N60_cd94f525-b0d8-4a60-a3e5-3011678562f3,high_BN,0.5813000000000024,1
117,BN_B59C3N63_a2152063-8629-446b-82bf-a60925162b71,high_BN,0.5907000000000018,1
118,BN_B60C2N62_3ec6d9aa-cd85-4284-a1e2-036e4847971d,high_BN,1.3096499999999978,1
119,BN_B61C3N61_a0954dd2-21c8-4f9e-ac10-4886580b2742,high_BN,0.457650000000001,1
120,BN_B63C4N59_ab4f0d2a-24a9-45a2-b488-ee3ef81c4521,high_BN,0.3128499999999974,1
121,BN_B61C4N61_622d2783-f5f9-495d-bba9-68990d343c66,high_BN,0.6245499999999993,1
122,BN_B59C4N63_d43400eb-baf2-4e03-b345-88c15380c0af,high_BN,0.9291499999999999,1
123,BN_B63C3N59_f52176e3-c30f-409c-a752-3a9ede603742,high_BN,0.5788000000000011,1
124,BN_B61C3N61_90895fb7-1109-40b9-8279-c0f7b7dada09,high_BN,0.23935000000000173,1
125,BN_B60C2N62_31a4f582-65fc-4b32-a156-1ea780060f54,high_BN,0.5300000000000011,1
126,BN_B61C2N61_bfb8ad09-30ad-42b2-9b66-c71e1152b9ad,high_BN,1.0076,1
127,BN_B63C4N59_eae0b764-7ea6-4a25-adb1-c51347879b43,high_BN,0.2619000000000007,1
128,BN_B63C4N59_95bbef1c-1fc7-4137-b384-83930cad4b75,high_BN,0.7683999999999997,1
129,BN_B62C3N60_5b10c5f9-de6d-41e5-99aa-d3f45ee9d1ce,high_BN,1.1249499999999983,1
130,BN_B61C3N61_eb788e2e-71e4-416d-8238-83271dd12444,high_BN,1.6675000000000004,1
131,BN_B62C5N60_d0139370-d89a-4377-ac85-2fd47d220f3d,high_BN,0.69285,1
132,BN_B59C4N63_ff51c824-422a-41db-9c50-3acc298829d4,high_BN,0.341549999999998,1
133,BN_B61C4N61_857d65ad-52b8-4532-9e57-89c10a1c8164,high_BN,0.5193499999999993,1
134,BN_B59C4N63_ae9d7785-ef49-4c7b-b060-127af00232be,high_BN,0.31780000000000186,1
135,BN_B61C3N61_50686ffc-13ce-45c1-9db2-452f9ebdd816,high_BN,0.634649999999997,1
136,BN_B59C5N63_159eaf66-82df-4885-9c9f-de9c9de04be3,high_BN,0.31654999999999944,1
137,BN_B61C4N61_c6211c4a-1eeb-40eb-bb04-966e8e3379b0,high_BN,0.7687500000000007,1
138,BN_B61C2N61_a8b269ad-eb80-41e2-83a6-165b98e9d090,high_BN,0.079699999999999,1
139,BN_B61C2N61_52834d87-fff3-4e59-b9e3-45aab02de0da,high_BN,0.691749999999999,1
140,BN_B60C2N62_31fc2edf-b01d-48e8-bbe4-0359ed8aee52,high_BN,0.2248999999999981,1
141,BN_B59C3N63_6ad3af8e-b12d-4abb-b6f3-55eb6850054f,high_BN,0.5830500000000001,1
142,BN_B59C3N63_3d18075f-ce86-4d5a-86d9-34429086d0d1,high_BN,1.3832500000000003,1
143,BN_B61C5N61_58a973dc-587e-4340-ac35-56a03c9b5e35,high_BN,1.0096500000000006,1
144,BN_B61C3N61_618947cd-ae68-42d1-b765-d0a1eb30c6ac,high_BN,0.765900000000002,1
145,BN_B59C3N63_7ce5d11b-780f-466e-b35f-5f7fb44f0e01,high_BN,0.37915000000000276,1
146,BN_B59C4N63_6d37bbb8-7835-4244-829f-df15fee022ad,high_BN,0.12095000000000056,1
147,BN_B62C1N60_aeaa99b8-4bd1-4cfb-8b14-5c54c765f9af,high_BN,1.1454500000000039,1
148,BN_B61C2N61_ca832834-938c-4c22-ac1f-1774c4a1fc26,high_BN,1.1919000000000004,1
149,BN_B59C3N63_1446eab7-6d2f-4f44-859e-c4b75203d5ff,high_BN,0.6278499999999987,1
150,BN_B63C2N59_e2bfd289-03fb-40a6-8da2-db87c197d95b,high_BN,1.7226500000000016,1
151,BN_B62C4N60_97e6b030-c793-4d21-934d-5894e0528135,high_BN,1.6097000000000001,1
152,BN_B62C3N60_7be776fb-af4a-4e57-9b07-28af455c9673,high_BN,0.4347999999999992,1
153,BN_B64C3N58_667769b1-c86b-487e-ab91-d35272f46cd9,high_BN,0.9319999999999986,1
154,BN_B62C3N60_07032995-dc0b-46ca-9aad-c37042e18f38,high_BN,1.2065999999999981,1
155,BN_B59C1N63_ab6f62d6-9921-438a-803d-ae1fe756db32,high_BN,0.8487500000000026,1
156,BN_B61C2N61_9fb32b13-1626-4a80-8255-b0008e9005d4,high_BN,0.5772999999999975,1
157,BN_B61C4N61_0f782fea-a8df-4e1b-8acb-2ef59b4c97a3,high_BN,0.7771499999999989,1
158,BN_B63C3N59_f771d860-db67-428d-87e6-bf94eb10630c,high_BN,1.0855500000000013,1
159,BN_B59C4N63_81182b8c-c581-4fb2-9b0f-bbd1812aa310,high_BN,1.5247499999999974,1
160,BN_B62C3N60_ab9fa2d4-f4fd-4580-9ab4-d24314ef90f7,high_BN,1.4514500000000012,1
161,BN_B60C4N62_b38e8e5c-d9ad-4205-a7eb-1cc08dac196d,high_BN,0.1858000000000004,1
162,BN_B59C2N63_b93bac1b-0f25-4e35-8a3b-40fcdf2efc4f,high_BN,0.28134999999999977,1
163,BN_B62C2N60_265dbba0-50b1-443e-b3e2-17133e7742b8,high_BN,0.9711500000000015,1
164,BN_B62C4N60_20ca7188-b26c-492b-8901-a6420b96fd11,high_BN,2.3741499999999967,1
165,BN_B62C3N60_960d68db-3fcd-4f1d-8643-10c73d73b6de,high_BN,0.8716500000000025,1
166,BN_B61C3N61_12497fde-52d6-45f5-8bc0-709b931eee77,high_BN,0.3985999999999983,1
167,BN_B60C1N62_02975082-3092-4cec-a3af-c4f1dbc81ea1,high_BN,1.1758500000000005,1
168,BN_B61C2N61_d4b6c57c-70ae-45f1-b598-3f04cbde3020,high_BN,0.4117999999999995,1
169,BN_B59C1N63_347c2f07-4025-4db5-b731-3426add969bb,high_BN,0.8707999999999991,1
170,BN_B58C4N64_8eaeaa60-6bdb-40d8-ab1c-b6734d8e0111,high_BN,0.45449999999999946,1
171,BN_B62C4N60_25a3eb57-6dbf-4b47-9636-1fcd3b2caf90,high_BN,0.25989999999999824,1
172,BN_B62C1N60_08281391-76b4-43b8-8f88-8d8949d75506,high_BN,0.23375000000000057,1
173,BN_B61C4N61_bc3610f6-ae3d-46e9-93f4-a06bb121d048,high_BN,1.1434500000000014,1
174,BN_B60C1N62_535a764c-1fc6-42ec-8e12-bcbabd9cf7b3,high_BN,1.1217499999999987,1
175,BN_B61C5N61_26911a3a-dc6c-4f10-ba9c-b63aaf05f014,high_BN,0.33869999999999933,1
176,BN_B61C4N61_d9d74e2b-1d7a-4d3e-9aa0-9c67d034ed1d,high_BN,1.1361500000000007,1
177,BN_B60C2N62_def3c0d8-c0b1-478c-9fa0-cfb2ac1d2976,high_BN,1.3491500000000016,1
178,BN_B61C5N61_05150d59-6849-4eaf-80d5-e9700df1561d,high_BN,0.9403000000000006,1
179,BN_B60C2N62_f1eabecf-4fc9-45f1-a4fd-e838b3963c2f,high_BN,0.27335000000000065,1
180,BN_B63C4N59_2724c59c-70dd-4638-8453-231e1938f778,high_BN,0.9096000000000011,1
181,BN_B63C3N59_5b999e27-dbec-4a15-b7c8-aa1f73f72d05,high_BN,0.35464999999999947,1
182,BN_B59C4N63_d33d14d7-0ed2-4657-be5d-c994e8801fc3,high_BN,0.35815000000000197,1
183,BN_B63C5N59_0f9ca204-a928-4bea-973f-f664910bb565,high_BN,0.9553500000000028,1
184,BN_B62C4N60_80e79a32-15c2-48a4-9b2c-c150153a70a0,high_BN,0.42749999999999844,1
185,BN_B61C4N61_e989b50a-f63f-4d3a-a267-1ec33f6f1d0b,high_BN,0.5161499999999997,1
186,BN_B64C3N58_f45a1a85-00ee-4a8c-aa0c-7fe074bb962a,high_BN,0.5829000000000022,1
187,BN_B61C6N61_97638a31-bb61-4d0e-a9a8-505c20d58a79,high_BN,0.4537000000000013,1
188,BN_B61C4N61_4b44edbb-751d-4a20-a2a6-6f2fc0815ec8,high_BN,0.3380999999999972,1
189,BN_B60C2N62_d2a2eb0b-80e4-4121-ab4b-e91435900764,high_BN,1.0927999999999969,1
190,BN_B62C5N60_f65159b6-1a93-45cb-8d29-f9f2ac8c4592,high_BN,0.6094499999999989,1
191,BN_B60C4N62_9ae3da70-fff0-4aa0-9e2d-e381258f3efe,high_BN,0.15864999999999796,1
192,BN_B62C2N60_7e50815a-6cd3-4abf-930d-aeaaa768a7f6,high_BN,0.3656000000000006,1
193,BN_B59C2N63_6fc4000e-3f0b-40a3-828d-133af34d0a3e,high_BN,1.13495,1
194,BN_B61C4N61_7164a295-58d9-4f98-94a8-71d6fcb523a0,high_BN,0.63035,1
195,BN_B59C3N63_1543819d-fe23-48b8-a991-e13b4dd047a6,high_BN,1.7731999999999992,1
196,BN_B62C3N60_c867b114-8bbc-4952-a3f5-37048d8b088a,high_BN,1.3054500000000004,1
197,BN_B60C2N62_99174a9c-69c7-4336-a0f9-83890f67275c,high_BN,0.472800000000003,1
198,BN_B62C5N60_b4b9e426-feb2-43c4-bbe4-2ec35ced64b0,high_BN,0.34270000000000067,1
199,BN_B59C3N63_48e81ae4-e605-447a-a396-ee36810b481d,high_BN,0.7046500000000009,1
200,BN_B59C4N60_34949a59-719e-4499-a036-3b0e3fe6be4d,high_BN,0.26734999999999687,2
201,BN_B60C5N59_772feb90-3019-4fcc-b79c-99d51a61df4b,high_BN,0.9914500000000004,2
202,BN_B58C5N61_0b7560be-72ca-46b3-a96d-c904952266b3,high_BN,0.5152000000000001,2
203,BN_B59C5N60_fd1dae1a-7e01-46a2-b8d4-9a43b0d5419a,high_BN,0.3758999999999979,2
204,BN_B58C4N61_a9716835-a2c5-44de-97c3-822d582b9c47,high_BN,0.4978000000000016,2
205,BN_B60C6N59_69b2e4e1-851a-497e-8c9e-cb7478994ce3,high_BN,0.91235,2
206,BN_B62C6N57_c1470a49-dfca-4d2e-815c-127f5dcb38b0,high_BN,0.8828999999999994,2
207,BN_B57C5N62_04711cba-45f9-483a-99cc-41622fe2d844,high_BN,0.3803999999999981,2
208,BN_B60C6N59_4b24f9c2-16a4-4914-9996-5504f3943dea,high_BN,0.430299999999999,2
209,BN_B60C6N59_eadc0053-fbce-413c-a111-1019e69e6425,high_BN,0.8180499999999995,2
210,BN_B59C4N60_5420fb66-8f73-4e4c-913f-5f1b5cda0cf5,high_BN,0.3271000000000015,2
211,BN_B59C6N60_047502c7-7911-4a13-b650-d81e409fefc0,high_BN,0.8787500000000001,2
212,BN_B60C5N59_da392c82-b2dc-40c2-9620-ce66725ae07e,high_BN,0.6066499999999984,2
213,BN_B59C4N60_bcaa87b5-af01-4c11-a5f4-c9f3f01301d0,high_BN,0.38159999999999883,2
214,BN_B59C3N60_ddf55b1d-4433-4e03-89c0-418d18c8239e,high_BN,0.5512999999999977,2
215,BN_B60C3N59_342d32e9-3bea-44c2-a8a4-d1a4037f9ddb,high_BN,0.5893000000000015,2
216,BN_B61C4N58_fb36650f-1d0b-484c-9964-40f73da986c1,high_BN,0.25019999999999953,2
217,BN_B61C6N58_91a7fb9c-f210-4633-9940-3ebe0cc2f03b,high_BN,0.9404000000000003,2
218,BN_B61C5N58_19faee91-3fcb-4538-9a1b-a490fe1390a7,high_BN,1.248850000000001,2
219,BN_B60C4N59_ec3aa808-79da-4067-a4c3-bbac2a1c797e,high_BN,1.0287000000000006,2
220,BN_B59C4N60_f9cfcc02-7c08-40dc-9427-a6357449462a,high_BN,0.7211999999999996,2
221,BN_B62C5N57_c7d748bd-b850-4e55-a878-0dbd55076bdf,high_BN,0.741500000000002,2
222,BN_B60C4N59_5c29d129-33c5-468f-98cb-7eb0729b0f76,high_BN,0.19420000000000215,2
223,BN_B59C3N60_699db9d2-13e8-427d-b318-55ff3a9e7b7a,high_BN,0.4734999999999978,2
224,BN_B60C5N59_f25fc5ff-de4a-4d09-8880-c698b57d4586,high_BN,0.7239499999999985,2
225,BN_B58C7N61_2b7e6747-0a41-4246-bf16-c97f2aba85b9,high_BN,0.982800000000001,2
226,BN_B58C6N61_7f42272a-d3e9-4ffb-b78f-4d6ab1bd86b5,high_BN,0.6881999999999984,2
227,BN_B60C4N59_67ca2cdf-f85f-4b33-8d66-3ca783e17f17,high_BN,1.4543,2
228,BN_B59C3N60_bc9c8d66-f39d-4f9d-95fb-d0226fa0bf6e,high_BN,0.75,2
229,BN_B62C4N57_667fea06-a716-4678-81d0-74fb8ac5bcc7,high_BN,1.2751999999999981,2
230,BN_B59C2N60_d1a23d8b-83ea-4731-a2a2-f39836e19679,high_BN,0.7420500000000025,2
231,BN_B58C4N61_8ddb3521-821f-4212-9b35-a118fe206a05,high_BN,0.3565000000000005,2
232,BN_B60C4N59_2276fb85-7d36-429b-b756-225052bae132,high_BN,0.6063500000000026,2
233,BN_B59C6N60_f1620f8d-402a-4996-b70a-5a45a846ec44,high_BN,0.40415000000000134,2
234,BN_B57C4N62_3dfd8dff-8238-46d7-a6f8-3804a309b5ef,high_BN,0.660499999999999,2
235,BN_B57C4N62_dba83249-5896-48ee-aa68-a2f80d2efe89,high_BN,0.796400000000002,2
236,BN_B60C4N59_034a29ea-8455-4c06-a388-35baf691a924,high_BN,0.4603999999999999,2
237,BN_B56C4N63_36c26e69-5538-4d30-819c-1bff12c01635,high_BN,1.203599999999998,2
238,BN_B61C3N58_5337480f-821f-4ae6-a437-d52009a46383,high_BN,0.4752500000000026,2
239,BN_B58C4N61_0cea6102-b128-4a99-bb39-f5e0a81aa0e5,high_BN,0.35015000000000285,2
240,BN_B57C5N62_0b914155-d2cb-46ae-8eb7-0e86984a0204,high_BN,0.8477500000000013,2
241,BN_B60C4N59_e9b18a58-19bf-4e4b-b49e-0bcb35bacb06,high_BN,0.34270000000000067,2
242,BN_B58C5N61_09f663c0-fc0f-47ca-be40-6c6c6fa2bad3,high_BN,1.3210499999999996,2
243,BN_B61C6N58_c24ed5b7-e751-4b24-855e-055d15295c73,high_BN,0.6830499999999979,2
244,BN_B61C4N58_449f973e-6e94-4b24-95b6-16daff3011c1,high_BN,1.1400499999999987,2
245,BN_B60C4N59_9215256c-7292-415c-8d7a-9013fc769ea6,high_BN,0.22169999999999845,2
246,BN_B60C8N59_420b75b7-3169-4821-b9cd-283db37a7240,high_BN,0.3309500000000014,2
247,BN_B60C5N59_991126e8-d7dd-47db-9b69-e26f1992f669,high_BN,0.7046500000000009,2
248,BN_B58C5N61_b96ddddb-497f-4306-8709-23c159c54be3,high_BN,0.39509999999999934,2
249,BN_B60C5N59_c4707190-acde-465b-aff3-8c71eecaa0a4,high_BN,0.3083500000000008,2
250,BN_B61C3N58_f863269e-211e-4e23-ae50-5780e5a525ca,high_BN,0.8866000000000014,2
251,BN_B60C6N59_de3c15ae-3abe-444a-b99c-c5efac54cc07,high_BN,0.2456499999999977,2
252,BN_B60C6N59_85d83a30-2724-4653-bd82-22b8bb63deed,high_BN,0.35829999999999984,2
253,BN_B61C3N58_d60fa95e-0b59-477c-bab5-d7495554ee52,high_BN,0.5378499999999988,2
254,BN_B60C2N59_71139f82-03ed-41a2-8f6f-cf4f19b46dd5,high_BN,0.8435500000000005,2
