_id,descriptor_id,energy,energy_per_atom,fermi_level,homo,lumo,band_gap,homo_lumo_gap,E_1
6141cf14ee0a3fd43fb479d7,6141cf13ee0a3fd43fb479d5,-1378.20113794,-7.21571276408377,-0.31563222,-0.1031,0.275,0.4163,0.3781,-61.76
6141cf14cc0e69a0cf28ab3f,6141cf10cc0e69a0cf28ab33,-1390.40124819,-7.279587686858639,-0.20045787,-0.6689,0.4767,1.1456,1.1456,-61.6062
6141cf1469b0784ffcf8f853,6141cf1369b0784ffcf8f84d,-1379.11922299,-7.220519492094241,-0.30564302,-0.1256,0.2785,0.3576,0.4041,-61.7696
6141cf15ee0a3fd43fb479d9,6141cf13ee0a3fd43fb479d5,-1378.20025967,-7.215708165811518,-0.31409876,-0.091,0.2573,0.4325,0.34829999999999994,-61.753
6141cf1531cf3ef3d4a9ed3e,6141cf1431cf3ef3d4a9ed3c,-1372.35095454,-7.222899760736842,-0.34520902,-0.1335,0.2485,0.4137,0.382,-61.7935
6141cf15cc0e69a0cf28ab41,6141cf10cc0e69a0cf28ab33,-1390.40309843,-7.279597373979057,-0.19567374,-0.6714,0.4735,1.1449,1.1449,-61.607
6141cf1502d926221cabc54b,6141cf1102d926221cabc543,-1373.35593524,-7.228189132842106,-0.38217785,-0.1267,0.1725,0.2827999999999999,0.2992,-61.7843
6141cf153ac25c70a5c6c83b,6141cf123ac25c70a5c6c835,-1366.479577,-7.230050671957672,-0.36542256,-0.1859,0.2429,0.3550999999999999,0.4288,-61.8296
6141cf15b842c2e72e2f2d50,6141cf10b842c2e72e2f2d42,-1396.25657505,-7.27216966171875,-0.17746294,-0.6914,1.1182,1.8096,1.8096,-61.5746
6141cf15c819ca30b196b473,6141cf15c819ca30b196b471,-1400.02381141,-7.291790684427084,-0.19413911,-0.7016,1.0985,1.8001,1.8001,-61.5936
6141cf1569b0784ffcf8f855,6141cf1369b0784ffcf8f84d,-1379.11602359,-7.2205027413089,-0.30257563,-0.1229,0.2803,0.3582999999999999,0.4032,-61.7671
6141cf15ee0a3fd43fb479db,6141cf13ee0a3fd43fb479d5,-1378.17306679,-7.215565794712042,-0.29501992,-0.1151,0.2825,0.3551,0.39759999999999995,-61.7625
6141cf1531cf3ef3d4a9ed40,6141cf1431cf3ef3d4a9ed3c,-1372.33252511,-7.222802763736842,-0.32522477,-0.1399,0.2676,0.3618,0.4075,-61.7893
6141cf16cc0e69a0cf28ab43,6141cf10cc0e69a0cf28ab33,-1390.41914887,-7.279681407696335,-0.19656158,-0.6632,0.4776,1.1408,1.1408,-61.6055
6141cf16b842c2e72e2f2d52,6141cf10b842c2e72e2f2d42,-1396.2558201,-7.2721657296875,-0.18006189,-0.6913,1.1185,1.8098,1.8098,-61.5746
6141cf16a05be5973bd77a67,6141cf15a05be5973bd77a65,-1393.20857264,-7.294285720628273,-0.20635536,-0.6778,0.4606,1.1384,1.1383999999999999,-61.6201
6141cf1602d926221cabc54d,6141cf1102d926221cabc543,-1373.31010709,-7.227947932052632,-0.33478955,-0.1555,0.2563,0.354,0.41179999999999994,-61.7975
6141cf16ee0a3fd43fb479dd,6141cf13ee0a3fd43fb479d5,-1378.18412295,-7.215623680366493,-0.30114721,-0.115,0.2863,0.3503,0.4013,-61.7653
6141cf1669b0784ffcf8f857,6141cf1369b0784ffcf8f84d,-1379.13195812,-7.220586168167539,-0.3142163,-0.1197,0.2808,0.3774,0.40049999999999997,-61.7685
6141cf1631cf3ef3d4a9ed42,6141cf1431cf3ef3d4a9ed3c,-1372.35051949,-7.222897471,-0.32717705,-0.1424,0.266,0.3612999999999999,0.4084,-61.791
6141cf16a05be5973bd77a69,6141cf15a05be5973bd77a65,-1393.23487403,-7.294423424240837,-0.20661096,-0.6844,0.4653,1.1497,1.1497,-61.6199
6141cf1651c1cbd9654b8876,6141cf0e51c1cbd9654b886e,-1384.52098088,-7.286952530947368,-0.16200314,-0.6401,0.3206,0.9607,0.9607,-61.6481
6141cf16baaf234b35290186,6141cf16baaf234b35290184,-1386.4222265,-7.296959086842105,-0.11106215,-0.678,0.4261,1.1041,1.1041,-61.646
6141cf173ac25c70a5c6c83d,6141cf123ac25c70a5c6c835,-1366.57502636,-7.230555695026455,-0.4043507,-0.1444,0.1626,0.2694,0.307,-61.8128
6141cf17b842c2e72e2f2d54,6141cf10b842c2e72e2f2d42,-1396.25385992,-7.272155520416667,-0.17920838,-0.6913,1.1169,1.8082,1.8082,-61.5754
6141cf17ee0a3fd43fb479df,6141cf13ee0a3fd43fb479d5,-1378.17802167,-7.215591736492146,-0.29751378,-0.116,0.2854,0.3578,0.4014,-61.762
6141cf1769b0784ffcf8f859,6141cf1369b0784ffcf8f84d,-1379.13974853,-7.22062695565445,-0.31898898,-0.0971,0.2556,0.4293999999999999,0.3527,-61.7601
6141cf17a05be5973bd77a6b,6141cf15a05be5973bd77a65,-1393.2271041,-7.294382743979057,-0.20658599,-0.682,0.4641,1.1461,1.1461000000000001,-61.6196
6141cf17baaf234b35290188,6141cf16baaf234b35290184,-1386.42041413,-7.296949548052631,-0.207841,-0.6774,0.431,1.1084,1.1084,-61.6469
6141cf1731cf3ef3d4a9ed44,6141cf1431cf3ef3d4a9ed3c,-1372.32434623,-7.222759717,-0.32505254,-0.14,0.2651,0.3524,0.4051,-61.7952
6141cf1702d926221cabc54f,6141cf1102d926221cabc543,-1373.26271789,-7.227698515210526,-0.3307402,-0.1489,0.2648,0.3577,0.41369999999999996,-61.7972
6141cf171d648932fbc3428f,6141cf171d648932fbc3428d,-1399.08326793,-7.286892020468749,-0.22204189,-0.6993,1.1033,1.8026,1.8026,-61.5879
6141cf17cc0e69a0cf28ab45,6141cf10cc0e69a0cf28ab33,-1390.40316902,-7.279597743560209,-0.19483253,-0.6714,0.4733,1.1447,1.1447,-61.6078
6141cf18ee0a3fd43fb479e1,6141cf13ee0a3fd43fb479d5,-1378.19059911,-7.215657586963351,-0.30742383,-0.1098,0.2861,0.3808,0.39590000000000003,-61.7611
6141cf18b842c2e72e2f2d56,6141cf10b842c2e72e2f2d42,-1396.25662792,-7.272169937083333,-0.17721688,-0.6913,1.1176,1.8089,1.8089,-61.5748
6141cf18baaf234b3529018a,6141cf16baaf234b35290184,-1386.42895309,-7.296994489947369,-0.20629599,-0.6675,0.3348,1.0023,1.0023,-61.6467
6141cf1869b0784ffcf8f85b,6141cf1369b0784ffcf8f84d,-1379.30621274,-7.221498496020943,-0.27051555,-0.0568,0.2102,0.2749,0.267,-61.7617
6141cf181d648932fbc34291,6141cf171d648932fbc3428d,-1399.08319439,-7.2868916374479165,-0.20113384,-0.6993,1.1037,1.803,1.803,-61.5878
6141cf1831cf3ef3d4a9ed46,6141cf1431cf3ef3d4a9ed3c,-1372.37031132,-7.223001638526315,-0.34231441,-0.1258,0.2461,0.4180999999999999,0.3719,-61.7874
6141cf18a05be5973bd77a6d,6141cf15a05be5973bd77a65,-1393.2280651,-7.2943877753926705,-0.20787664,-0.6824,0.4634,1.1458,1.1458,-61.6201
6141cf189cbada84a86767c3,6141cf179cbada84a86767c1,-1398.13436349,-7.281949809843749,-0.21460772,-0.6974,1.1099,1.8073,1.8073000000000001,-61.5831
6141cf18baaf234b3529018c,6141cf16baaf234b35290184,-1386.4183657,-7.296938766842106,-0.21806684,-0.678,0.4266,1.1046,1.1046,-61.6442
6141cf1802d926221cabc551,6141cf1102d926221cabc543,-1373.3193102,-7.227996369473685,-0.35125035,-0.1313,0.2496,0.4206,0.3809,-61.7901
6141cf181d648932fbc34293,6141cf171d648932fbc3428d,-1399.08306059,-7.286890940572917,-0.21942468,-0.6993,1.1033,1.8026,1.8026,-61.5874
6141cf184e27a1844a5efffa,6141cf184e27a1844a5efff8,-1392.28743988,-7.289463036020942,-0.20724762,-0.676,0.4692,1.1452,1.1452,-61.6133
6141cf18ee0a3fd43fb479e3,6141cf13ee0a3fd43fb479d5,-1378.17394892,-7.215570413193717,-0.296374,-0.1159,0.2842,0.3565,0.4001,-61.7617
6141cf18cc0e69a0cf28ab47,6141cf10cc0e69a0cf28ab33,-1390.39982577,-7.279580239633508,-0.19572251,-0.6706,0.4753,1.1459,1.1459,-61.607
6141cf18b842c2e72e2f2d58,6141cf10b842c2e72e2f2d42,-1396.25824451,-7.272178356822916,-0.17800276,-0.6912,1.1193,1.8105,1.8105,-61.5743
6141cf1969b0784ffcf8f85d,6141cf1369b0784ffcf8f84d,-1379.17399718,-7.220806267958115,-0.30584664,-0.111,0.295,0.3482,0.40599999999999997,-61.7669
6141cf199cbada84a86767c5,6141cf179cbada84a86767c1,-1398.14356128,-7.281997715,-0.21470685,-0.6975,1.1117,1.8092,1.8092,-61.5815
6141cf19a05be5973bd77a6f,6141cf15a05be5973bd77a65,-1393.22971643,-7.294396421099477,-0.20578099,-0.6802,0.4623,1.1425,1.1425,-61.6194
6141cf193ac25c70a5c6c83f,6141cf123ac25c70a5c6c835,-1368.46955018,-7.24057963058201,-0.37608398,-0.2268,-0.0668,0.2991,0.16,-61.8194
6141cf1931cf3ef3d4a9ed48,6141cf1431cf3ef3d4a9ed3c,-1372.35636493,-7.222928236473684,-0.33466054,-0.1539,0.2601,0.3571999999999999,0.41400000000000003,-61.7978
6141cf194e27a1844a5efffc,6141cf184e27a1844a5efff8,-1392.28244505,-7.289436885078534,-0.20876455,-0.6764,0.4686,1.145,1.145,-61.6138
6141cf19baaf234b3529018e,6141cf16baaf234b35290184,-1386.42778075,-7.296988319736842,-0.20969797,-0.6672,0.3337,1.0009,1.0009000000000001,-61.6464
6141cf191d648932fbc34295,6141cf171d648932fbc3428d,-1399.08297079,-7.286890472864584,-0.2155058,-0.6993,1.1032,1.8025,1.8025,-61.5877
6141cf199cbada84a86767c7,6141cf179cbada84a86767c1,-1398.14487771,-7.28200457140625,-0.20963384,-0.6977,1.1118,1.8095,1.8094999999999999,-61.5823
6141cf19ee0a3fd43fb479e5,6141cf13ee0a3fd43fb479d5,-1378.17627302,-7.215582581256545,-0.29746884,-0.1176,0.2827,0.3564,0.4003,-61.763
6141cf194e27a1844a5efffe,6141cf184e27a1844a5efff8,-1392.28455509,-7.289447932408376,-0.20381549,-0.6768,0.4684,1.1452,1.1452,-61.6143
6141cf19a05be5973bd77a71,6141cf15a05be5973bd77a65,-1393.22729071,-7.294383720994764,-0.20529588,-0.6821,0.4635,1.1456,1.1456,-61.6198
6141cf19cc0e69a0cf28ab49,6141cf10cc0e69a0cf28ab33,-1390.4025394,-7.279594447120419,-0.19766202,-0.6707,0.4778,1.1485,1.1484999999999999,-61.6067
6141cf1969b0784ffcf8f85f,6141cf1369b0784ffcf8f84d,-1379.11565363,-7.22050080434555,-0.3025948,-0.1225,0.2802,0.3579,0.4027,-61.7673
6141cf1abaaf234b35290190,6141cf16baaf234b35290184,-1386.42424336,-7.296969701894737,-0.22849082,-0.6901,0.3926,1.0827,1.0827,-61.6458
6141cf1a9cbada84a86767c9,6141cf179cbada84a86767c1,-1398.13417338,-7.2819488196875,-0.21249232,-0.6974,1.1098,1.8072,1.8072,-61.5829
6141cf1a31cf3ef3d4a9ed4a,6141cf1431cf3ef3d4a9ed3c,-1372.33253067,-7.222802793,-0.32469358,-0.1401,0.2726,0.3560999999999999,0.4127,-61.7906
6141cf1a4e27a1844a5f0000,6141cf184e27a1844a5efff8,-1392.29589753,-7.289507316910995,-0.20932033,-0.6798,0.4691,1.1489,1.1489,-61.6143
6141cf1a1d648932fbc34297,6141cf171d648932fbc3428d,-1399.08355518,-7.2868935165625,-0.21703007,-0.6993,1.1036,1.8029,1.8029,-61.588
6141cf1aee0a3fd43fb479e7,6141cf13ee0a3fd43fb479d5,-1378.17573383,-7.215579758272251,-0.29493837,-0.1132,0.2864,0.3574,0.39959999999999996,-61.7582
6141cf1a4e27a1844a5f0002,6141cf184e27a1844a5efff8,-1392.28379115,-7.289443932722514,-0.20696065,-0.6759,0.4669,1.1427999999999998,1.1427999999999998,-61.6133
6141cf1a9cbada84a86767cb,6141cf179cbada84a86767c1,-1398.14459578,-7.282003103020833,-0.21410953,-0.6977,1.1115,1.8092,1.8092,-61.5814
6141cf1abaaf234b35290192,6141cf16baaf234b35290184,-1386.46390583,-7.297178451736841,-0.22128089,-0.706,0.4003,1.1063,1.1063,-61.6451
6141cf1b69b0784ffcf8f861,6141cf1369b0784ffcf8f84d,-1379.1195927,-7.220521427748691,-0.30610551,-0.1257,0.2803,0.3594,0.406,-61.7705
6141cf1ba05be5973bd77a73,6141cf15a05be5973bd77a65,-1393.22714224,-7.294382943664921,-0.20672677,-0.6821,0.4632,1.1453,1.1453,-61.6192
6141cf1b02d926221cabc553,6141cf1102d926221cabc543,-1373.28495449,-7.227815549947368,-0.34393126,-0.1383,0.2538,0.3929,0.3921,-61.796
6141cf1b31cf3ef3d4a9ed4c,6141cf1431cf3ef3d4a9ed3c,-1372.34693247,-7.222878591947368,-0.33868571,-0.1325,0.2577,0.4043,0.3902,-61.7904
6141cf1b1d648932fbc34299,6141cf171d648932fbc3428d,-1399.08331388,-7.286892259791667,-0.20796114,-0.6992,1.1044,1.8036,1.8036,-61.588
6141cf1b4e27a1844a5f0004,6141cf184e27a1844a5efff8,-1392.2783664,-7.289415530890053,-0.20201728,-0.6771,0.4632,1.1403,1.1403,-61.6129
6141cf1b3ac25c70a5c6c841,6141cf123ac25c70a5c6c835,-1366.97301587,-7.232661459629629,-0.38923878,-0.1895,-0.0241,0.3994999999999999,0.1654,-61.8448
6141cf1b9cbada84a86767cd,6141cf179cbada84a86767c1,-1398.13493562,-7.281952789687501,-0.20106857,-0.6971,1.1088,1.8059,1.8059,-61.5813
6141cf1bcc0e69a0cf28ab4b,6141cf10cc0e69a0cf28ab33,-1390.4025136,-7.279594312041885,-0.19679149,-0.6712,0.4747,1.1459,1.1459000000000001,-61.6072
6141cf1bee0a3fd43fb479e9,6141cf13ee0a3fd43fb479d5,-1378.22856553,-7.215856364031413,-0.29826866,-0.1005,0.3011,0.3446,0.40159999999999996,-61.76
6141cf1bbaaf234b35290194,6141cf16baaf234b35290184,-1386.42665809,-7.296982411,-0.21886119,-0.6813,0.4131,1.0944,1.0944,-61.6456
6141cf1c69b0784ffcf8f863,6141cf1369b0784ffcf8f84d,-1379.11656285,-7.220505564659686,-0.3035705,-0.1239,0.2792,0.3581,0.4031,-61.768
6141cf1c31cf3ef3d4a9ed4e,6141cf1431cf3ef3d4a9ed3c,-1372.37868372,-7.223045703789474,-0.34214278,-0.1233,0.2554,0.4186999999999999,0.37870000000000004,-61.7819
6141cf1c4e27a1844a5f0006,6141cf184e27a1844a5efff8,-1392.29320986,-7.289493245340314,-0.20359423,-0.6793,0.469,1.1483,1.1482999999999999,-61.6145
6141cf1c9cbada84a86767cf,6141cf179cbada84a86767c1,-1398.14371819,-7.281998532239584,-0.21813638,-0.6977,1.1118,1.8095,1.8094999999999999,-61.5816
6141cf1ca05be5973bd77a75,6141cf15a05be5973bd77a65,-1393.22786789,-7.294386742879581,-0.20443496,-0.6827,0.464,1.1467,1.1467,-61.6201
6141cf1cbaaf234b35290196,6141cf16baaf234b35290184,-1386.36053008,-7.296634368842105,-0.27449689,-0.6001,0.0511,0.6512,0.6512,-61.644
6141cf1cee0a3fd43fb479eb,6141cf13ee0a3fd43fb479d5,-1378.19509411,-7.2156811209947636,-0.31421287,-0.0983,0.2745,0.4153999999999999,0.3728,-61.7552
6141cf1db842c2e72e2f2d5a,6141cf10b842c2e72e2f2d42,-1396.25727632,-7.272173314166667,-0.17673092,-0.6915,1.1182,1.8097,1.8097,-61.5746
6141cf1d9cbada84a86767d1,6141cf179cbada84a86767c1,-1398.14413711,-7.282000714114583,-0.20883186,-0.6979,1.1112,1.8091,1.8091,-61.5819
6141cf1d4e27a1844a5f0008,6141cf184e27a1844a5efff8,-1392.29028422,-7.289477927853404,-0.20834279,-0.6781,0.4675,1.1456,1.1456,-61.6125
6141cf1d31cf3ef3d4a9ed50,6141cf1431cf3ef3d4a9ed3c,-1372.33194834,-7.222799728105263,-0.3256729,-0.1399,0.2676,0.352,0.4075,-61.7945
6141cf1d1d648932fbc3429b,6141cf171d648932fbc3428d,-1399.08304299,-7.28689084890625,-0.21966086,-0.6992,1.1034,1.8026,1.8026,-61.5876
6141cf1dbaaf234b35290198,6141cf16baaf234b35290184,-1386.44808003,-7.297095158052632,-0.20294508,-0.666,0.2713,0.9373,0.9373,-61.647
6141cf1dcc0e69a0cf28ab4d,6141cf10cc0e69a0cf28ab33,-1390.40223769,-7.279592867486911,-0.19632761,-0.6728,0.4766,1.1494,1.1494,-61.6064
6141cf1dee0a3fd43fb479ed,6141cf13ee0a3fd43fb479d5,-1378.20591893,-7.215737795445026,-0.31670777,-0.0932,0.2662,0.4258,0.3594,-61.7547
6141cf1d02d926221cabc555,6141cf1102d926221cabc543,-1373.27332673,-7.2277543512105265,-0.34232511,-0.1608,0.2565,0.3578,0.4173,-61.8045
6141cf1e4e27a1844a5f000a,6141cf184e27a1844a5efff8,-1392.29732121,-7.289514770732985,-0.21115708,-0.6817,0.4648,1.1465,1.1465,-61.6145
6141cf1eb842c2e72e2f2d5c,6141cf10b842c2e72e2f2d42,-1396.25451443,-7.272158929322916,-0.17907376,-0.6913,1.1164,1.8077,1.8077,-61.5756
6141cf1e9cbada84a86767d3,6141cf179cbada84a86767c1,-1398.14428725,-7.282001496093749,-0.21876396,-0.6976,1.1124,1.81,1.81,-61.5812
6141cf1e3ac25c70a5c6c843,6141cf123ac25c70a5c6c835,-1366.49506609,-7.230132624814814,-0.38131963,-0.1374,0.2034,0.3858,0.3408,-61.82
6141cf1ea05be5973bd77a77,6141cf15a05be5973bd77a65,-1393.22600036,-7.294376965235601,-0.20279073,-0.6798,0.463,1.1428,1.1428,-61.6192
6141cf1e31cf3ef3d4a9ed52,6141cf1431cf3ef3d4a9ed3c,-1373.02803942,-7.226463365368421,-0.34729223,-0.1393,0.0017,0.4162,0.14100000000000001,-61.8155
6141cf1e1d648932fbc3429d,6141cf171d648932fbc3428d,-1399.08012492,-7.286875650624999,-0.22000614,-0.6993,1.1025,1.8018,1.8018,-61.5881
6141cf1e4e27a1844a5f000c,6141cf184e27a1844a5efff8,-1392.29003021,-7.289476597958115,-0.20876583,-0.6785,0.4674,1.1459,1.1459,-61.6144
6141cf1ebaaf234b3529019a,6141cf16baaf234b35290184,-1386.44188216,-7.29706253768421,-0.13219266,-0.6719,0.3292,1.0011,1.0011,-61.6467
6141cf1f9cbada84a86767d5,6141cf179cbada84a86767c1,-1398.14379615,-7.281998938281251,-0.20104286,-0.6975,1.1108,1.8083,1.8083,-61.5811
6141cf1fee0a3fd43fb479ef,6141cf13ee0a3fd43fb479d5,-1378.20805974,-7.215749003874345,-0.31419399,-0.0934,0.264,0.423,0.3574,-61.7521
6141cf1fb842c2e72e2f2d5e,6141cf10b842c2e72e2f2d42,-1396.25731943,-7.272173538697917,-0.17893585,-0.6915,1.118,1.8095,1.8095,-61.5746
6141cf1fa05be5973bd77a79,6141cf15a05be5973bd77a65,-1393.22504464,-7.294371961465969,-0.20465714,-0.6815,0.4636,1.1451,1.1451,-61.62
6141cf1f31cf3ef3d4a9ed54,6141cf1431cf3ef3d4a9ed3c,-1372.39599487,-7.223136815105263,-0.33864703,-0.1264,0.2377,0.4079999999999999,0.3641,-61.7845
6141cf1f4e27a1844a5f000e,6141cf184e27a1844a5efff8,-1392.292161,-7.289487753926702,-0.21246104,-0.6783,0.4663,1.1446,1.1446,-61.6146
6141cf1f51c1cbd9654b8878,6141cf0e51c1cbd9654b886e,-1384.53657534,-7.287034607052631,-0.21149666,-0.6715,0.4335,1.105,1.105,-61.6398
6141cf209cbada84a86767d7,6141cf179cbada84a86767c1,-1398.14332945,-7.281996507552083,-0.21608625,-0.6975,1.1123,1.8098,1.8098,-61.581
6141cf20cc0e69a0cf28ab4f,6141cf10cc0e69a0cf28ab33,-1390.41059386,-7.279636617068063,-0.1961053,-0.675,0.472,1.147,1.147,-61.6071
6141cf20baaf234b3529019c,6141cf16baaf234b35290184,-1386.4256034,-7.29697686,-0.12932982,-0.6783,0.4302,1.1085,1.1085,-61.6465
6141cf20ee0a3fd43fb479f1,6141cf13ee0a3fd43fb479d5,-1378.17653361,-7.215583945602094,-0.29698613,-0.1169,0.284,0.3578,0.4009,-61.7621
6141cf201d648932fbc3429f,6141cf171d648932fbc3428d,-1399.08332539,-7.286892319739583,-0.2213222,-0.6993,1.1038,1.8031,1.8031,-61.588
6141cf204e27a1844a5f0010,6141cf184e27a1844a5efff8,-1392.28282899,-7.289438895235603,-0.20523873,-0.6756,0.467,1.1426,1.1426,-61.613
6141cf20a05be5973bd77a7b,6141cf15a05be5973bd77a65,-1393.22543248,-7.294373992041885,-0.20344506,-0.6807,0.4622,1.1429,1.1429,-61.6194
6141cf2069b0784ffcf8f865,6141cf1369b0784ffcf8f84d,-1379.11902487,-7.220518454816753,-0.30585717,-0.1261,0.2781,0.3586,0.4042,-61.7698
6141cf2031cf3ef3d4a9ed56,6141cf1431cf3ef3d4a9ed3c,-1372.33519817,-7.222816832473685,-0.33501844,-0.1538,0.2578,0.3552,0.41159999999999997,-61.799
6141cf213ac25c70a5c6c845,6141cf123ac25c70a5c6c835,-1366.4843399,-7.230075872486772,-0.36760548,-0.148,0.2296,0.4249,0.3776,-61.8113
6141cf219cbada84a86767d9,6141cf179cbada84a86767c1,-1398.14509197,-7.282005687343751,-0.21594177,-0.6974,1.112,1.8094,1.8094000000000001,-61.5813
6141cf21baaf234b3529019e,6141cf16baaf234b35290184,-1386.41886156,-7.29694137663158,-0.12028046,-0.6795,0.4203,1.0998,1.0998,-61.6469
6141cf21ee0a3fd43fb479f3,6141cf13ee0a3fd43fb479d5,-1378.20053457,-7.215709605078533,-0.31487631,-0.0901,0.263,0.4346,0.3531,-61.7534
6141cf21cc0e69a0cf28ab51,6141cf10cc0e69a0cf28ab33,-1390.40814133,-7.279623776596859,-0.19577034,-0.6763,0.4723,1.1486,1.1486,-61.6077
6141cf214e27a1844a5f0012,6141cf184e27a1844a5efff8,-1392.29536749,-7.289504541832461,-0.01435015,-0.6879,0.4548,1.1427,1.1427,-61.618
6141cf2202d926221cabc557,6141cf1102d926221cabc543,-1373.28255643,-7.227802928578948,-0.34575289,-0.1511,0.2563,0.3823999999999999,0.4074,-61.8028
6141cf221d648932fbc342a1,6141cf171d648932fbc3428d,-1399.08301777,-7.286890717552083,-0.21201317,-0.6993,1.1031,1.8024,1.8024,-61.5876
6141cf2231cf3ef3d4a9ed58,6141cf1431cf3ef3d4a9ed3c,-1372.38101459,-7.223057971526315,-0.34714842,-0.1275,0.2554,0.4176,0.3829,-61.7859
6141cf229cbada84a86767db,6141cf179cbada84a86767c1,-1398.14288958,-7.2819942165625,-0.2144359,-0.6975,1.1112,1.8087,1.8087,-61.5815
6141cf22baaf234b352901a0,6141cf16baaf234b35290184,-1386.42250233,-7.296960538578948,-0.12428181,-0.6795,0.4201,1.0996,1.0996,-61.6463
6141cf22ee0a3fd43fb479f5,6141cf13ee0a3fd43fb479d5,-1378.1739093,-7.215570205759163,-0.29691421,-0.115,0.2871,0.3588,0.4021,-61.7616
6141cf22a05be5973bd77a7d,6141cf15a05be5973bd77a65,-1393.22782965,-7.294386542670158,-0.20621458,-0.682,0.4636,1.1456,1.1456,-61.6201
6141cf231d648932fbc342a3,6141cf171d648932fbc3428d,-1399.05542605,-7.286747010677083,-0.21778187,-0.6995,1.1025,1.802,1.802,-61.5882
