_id,descriptor_id,energy,fermi_level,homo_lumo_gap,lumo,homo,E_1,formation_energy,formation_energy_per_site,energy_per_atom,normalized_homo,normalized_lumo,homo_lumo_gap_majority,homo_majority,lumo_majority,normalized_homo_majority,normalized_lumo_majority,homo_lumo_gap_minority,homo_minority,lumo_minority,normalized_homo_minority,normalized_lumo_minority,homo_lumo_gap_max,homo_max,lumo_max,normalized_homo_max,normalized_lumo_max,homo_lumo_gap_min,homo_min,lumo_min,normalized_homo_min,normalized_lumo_min,total_mag
WSe2_Mo2W61Se127S1_5949da26-1150-4c49-8cf7-6b21903de11e,636d2e02-9c5e-4763-a158-4a4b8e917fd3,-1364.36923938,-1.60285058,0.1489,-1.2094,-1.3583,-62.9566,4.011860620000107,1.0029651550000267,-7.143294447015706,47.1173,47.2662,0.1489,-1.3583,-1.2094,47.1173,47.2662,0.1489,-1.3583,-1.2094,47.1173,47.2662,0.1489,-1.3583,-1.2094,47.1173,47.2662,0.1489,-1.3583,-1.2094,47.1173,47.2662,0.0
WSe2_W63Se125S2_e6e03ee5-0f5f-49ac-88f9-cd916b4f2dac,8f76322f-7f85-4143-b4a0-b2d32d6efb78,-1363.23374928,-1.66384125,0.2033,-1.2615,-1.4648,-16.584,6.451150719999987,1.6127876799999967,-7.174914469894737,0.6381999999999994,0.8414999999999999,0.2033,-1.4648,-1.2615,0.6381999999999994,0.8414999999999999,0.2033,-1.4648,-1.2615,0.6381999999999994,0.8414999999999999,0.2033,-1.4648,-1.2615,0.6381999999999994,0.8414999999999999,0.2033,-1.4648,-1.2615,0.6381999999999994,0.8414999999999999,0.0
WSe2_Mo1W62Se126S1_05e5b4e4-ce11-483e-bb18-af7796458cc0,d86937b2-4a42-46eb-bb12-fa31076dd84a,-1359.88821602,-1.60497114,0.2060999999999999,-1.2102,-1.4163,-62.8621,7.081283979999853,1.7703209949999632,-7.157306400105264,46.9648,47.170899999999996,0.2060999999999999,-1.4163,-1.2102,46.9648,47.170899999999996,0.2060999999999999,-1.4163,-1.2102,46.9648,47.170899999999996,0.2060999999999999,-1.4163,-1.2102,46.9648,47.170899999999996,0.2060999999999999,-1.4163,-1.2102,46.9648,47.170899999999996,0.0
WSe2_Mo1W62Se126_b32e060b-aa63-4453-8d81-6d62cff9bd40,ee1b4933-af92-4b7c-b50b-2291de319bbf,-1352.65441999,-1.60682061,0.1917999999999999,-1.2223,-1.4141,-62.8604,10.188080010000022,2.5470200025000054,-7.156901693068783,46.9653,47.1571,0.1917999999999999,-1.4141,-1.2223,46.9653,47.1571,0.1917999999999999,-1.4141,-1.2223,46.9653,47.1571,0.1917999999999999,-1.4141,-1.2223,46.9653,47.1571,0.1917999999999999,-1.4141,-1.2223,46.9653,47.1571,0.0
WSe2_W64Se124S1_d6df7299-470b-4040-ba3c-ca37eeaeb287,5803d5c9-bc95-4481-bf15-f778c5802789,-1367.32127156,-1.60032449,1.2017,-0.897,-2.0987,-16.5641,7.758228440000039,1.9395571100000097,-7.234504082328042,-0.015600000000000946,1.1860999999999997,1.2017,-2.0987,-0.897,-0.015600000000000946,1.1860999999999997,1.2017,-2.0987,-0.897,-0.015600000000000946,1.1860999999999997,1.2017,-2.0987,-0.897,-0.015600000000000946,1.1860999999999997,1.2017,-2.0987,-0.897,-0.015600000000000946,1.1860999999999997,0.0
WSe2_Mo1W63Se125S1_93235c57-6576-4fa4-aa1a-ba6b64ae3fc1,a6fce3ee-729c-49c0-8ce8-8f981617a96b,-1371.91567605,-1.45792538,1.2821,-0.7962,-2.0783,-62.8089,4.5754239499999585,1.1438559874999896,-7.220608821315789,46.2496,47.5317,1.2821,-2.0783,-0.7962,46.2496,47.5317,1.2821,-2.0783,-0.7962,46.2496,47.5317,1.2821,-2.0783,-0.7962,46.2496,47.5317,1.2821,-2.0783,-0.7962,46.2496,47.5317,0.0
WSe2_Mo1W62Se126S1_7715c4cd-1bd9-40e4-9c40-4c380e87648f,d86937b2-4a42-46eb-bb12-fa31076dd84a,-1359.83219701,-1.62646886,0.1575999999999999,-1.2471,-1.4047,-63.0011,7.137302989999853,1.7843257474999632,-7.157011563210527,47.1154,47.272999999999996,0.1575999999999999,-1.4047,-1.2471,47.1154,47.272999999999996,0.1575999999999999,-1.4047,-1.2471,47.1154,47.272999999999996,0.1575999999999999,-1.4047,-1.2471,47.1154,47.272999999999996,0.1575999999999999,-1.4047,-1.2471,47.1154,47.272999999999996,0.0
WSe2_Mo1W63Se125S2_079d261e-deda-4b6e-bcf2-d1e8d02dcccb,f58a2030-3441-4db8-90d9-15b9fb7d22ed,-1379.10860225,-1.43815567,1.2970000000000002,-0.7742,-2.0712,-62.8473,1.5094977499998095,0.37737443749995236,-7.220463886125655,46.2951,47.592099999999995,1.2970000000000002,-2.0712,-0.7742,46.2951,47.592099999999995,1.2970000000000002,-2.0712,-0.7742,46.2951,47.592099999999995,1.2970000000000002,-2.0712,-0.7742,46.2951,47.592099999999995,1.2970000000000002,-2.0712,-0.7742,46.2951,47.592099999999995,0.0
WSe2_Mo1W63Se125_d5102f38-5e65-4281-92ed-899b27baed8b,e16a7c36-f06b-4dc6-875e-2b4f4ef303eb,-1364.64906423,-1.47832923,1.2439999999999998,-0.8445,-2.0885,-62.9022,7.715035769999986,1.9287589424999965,-7.220365419206349,46.332699999999996,47.576699999999995,1.2439999999999998,-2.0885,-0.8445,46.332699999999996,47.576699999999995,1.2439999999999998,-2.0885,-0.8445,46.332699999999996,47.576699999999995,1.2439999999999998,-2.0885,-0.8445,46.332699999999996,47.576699999999995,1.2439999999999998,-2.0885,-0.8445,46.332699999999996,47.576699999999995,0.0
WSe2_Mo1W63Se125S2_9fcdcc95-b725-4d73-b9ba-a7c25eddaa35,f58a2030-3441-4db8-90d9-15b9fb7d22ed,-1379.13222987,-1.43762931,1.3008,-0.7703,-2.0711,-62.8149,1.4858701299999666,0.37146753249999165,-7.220587590942408,46.2628,47.5636,1.3008,-2.0711,-0.7703,46.2628,47.5636,1.3008,-2.0711,-0.7703,46.2628,47.5636,1.3008,-2.0711,-0.7703,46.2628,47.5636,1.3008,-2.0711,-0.7703,46.2628,47.5636,0.0
WSe2_Mo1W63Se125S1_496c3ccd-4844-4103-a00d-877cda033baf,a6fce3ee-729c-49c0-8ce8-8f981617a96b,-1371.88705081,-1.46119096,1.2455999999999998,-0.8324,-2.078,-62.8624,4.604049190000069,1.1510122975000172,-7.220458162157894,46.303399999999996,47.549,1.2455999999999998,-2.078,-0.8324,46.303399999999996,47.549,1.2455999999999998,-2.078,-0.8324,46.303399999999996,47.549,1.2455999999999998,-2.078,-0.8324,46.303399999999996,47.549,1.2455999999999998,-2.078,-0.8324,46.303399999999996,47.549,0.0
WSe2_Mo1W63Se125S3_64fa20b9-0ae7-4735-a32a-2213b3877e56,70a534a8-08dd-407e-a12b-f68750d61bae,-1386.32935308,-1.41657351,1.8255,-0.2428,-2.0683,-62.8241,-1.5842530799998258,-0.39606326999995645,-7.220465380625,46.2748,48.1003,1.8255,-2.0683,-0.2428,46.2748,48.1003,1.8255,-2.0683,-0.2428,46.2748,48.1003,1.8255,-2.0683,-0.2428,46.2748,48.1003,1.8255,-2.0683,-0.2428,46.2748,48.1003,0.0
WSe2_Mo1W62Se126_7bf14c8e-5339-49a5-bfea-51af492a1cd8,ee1b4933-af92-4b7c-b50b-2291de319bbf,-1352.60835818,-1.67122362,0.2277,-1.2603,-1.488,-62.9549,10.234141819999877,2.5585354549999693,-7.156657979788361,46.9859,47.2136,0.2277,-1.488,-1.2603,46.9859,47.2136,0.2277,-1.488,-1.2603,46.9859,47.2136,0.2277,-1.488,-1.2603,46.9859,47.2136,0.2277,-1.488,-1.2603,46.9859,47.2136,0.0
WSe2_Mo1W62Se126S1_c5a4c75a-6e44-41b3-9c36-05ac97c3fa68,d86937b2-4a42-46eb-bb12-fa31076dd84a,-1359.875967,-1.59986743,0.1941999999999999,-1.2131,-1.4073,-62.8689,7.093532999999979,1.7733832499999949,-7.157241931578947,46.980599999999995,47.1748,0.1941999999999999,-1.4073,-1.2131,46.980599999999995,47.1748,0.1941999999999999,-1.4073,-1.2131,46.980599999999995,47.1748,0.1941999999999999,-1.4073,-1.2131,46.980599999999995,47.1748,0.1941999999999999,-1.4073,-1.2131,46.980599999999995,47.1748,0.0
WSe2_Mo2W61Se127_99d463c6-1c84-4d1e-8143-fb9dd80ca330,d117d7f3-6b8b-4654-93d7-b4300e437fd5,-1357.21225587,-1.63872823,0.2145000000000001,-1.2321,-1.4466,-62.8795,7.041844130000072,1.760461032500018,-7.14322239931579,46.9519,47.166399999999996,0.2145000000000001,-1.4466,-1.2321,46.9519,47.166399999999996,0.2145000000000001,-1.4466,-1.2321,46.9519,47.166399999999996,0.2145000000000001,-1.4466,-1.2321,46.9519,47.166399999999996,0.2145000000000001,-1.4466,-1.2321,46.9519,47.166399999999996,0.0
WSe2_Mo1W62Se126_08f6bc77-d917-4f9a-86c2-ae264c63dd8e,ee1b4933-af92-4b7c-b50b-2291de319bbf,-1352.65432697,-1.62717802,0.161,-1.2399,-1.4009,-62.9047,10.188173029999916,2.547043257499979,-7.156901200899471,47.0228,47.1838,0.161,-1.4009,-1.2399,47.0228,47.1838,0.161,-1.4009,-1.2399,47.0228,47.1838,0.161,-1.4009,-1.2399,47.0228,47.1838,0.161,-1.4009,-1.2399,47.0228,47.1838,0.0
WSe2_Mo1W62Se126_e62c1a50-a22a-4b9d-b528-ec2623d77659,ee1b4933-af92-4b7c-b50b-2291de319bbf,-1352.66155064,-1.62293989,0.2059999999999999,-1.222,-1.428,-62.8997,10.180949359999886,2.5452373399999715,-7.156939421375662,46.990700000000004,47.1967,0.2059999999999999,-1.428,-1.222,46.990700000000004,47.1967,0.2059999999999999,-1.428,-1.222,46.990700000000004,47.1967,0.2059999999999999,-1.428,-1.222,46.990700000000004,47.1967,0.2059999999999999,-1.428,-1.222,46.990700000000004,47.1967,0.0
WSe2_Mo1W62Se126S1_f86b8045-0fe3-4e58-863d-e8f3be9a2a76,d86937b2-4a42-46eb-bb12-fa31076dd84a,-1359.90497538,-1.60146975,0.1975,-1.2167,-1.4142,-62.8552,7.064524619999929,1.7661311549999823,-7.157394607263158,46.96,47.1575,0.1975,-1.4142,-1.2167,46.96,47.1575,0.1975,-1.4142,-1.2167,46.96,47.1575,0.1975,-1.4142,-1.2167,46.96,47.1575,0.1975,-1.4142,-1.2167,46.96,47.1575,0.0
WSe2_Mo2W62Se126_1f2deac7-3c4b-43db-92b0-a4ea06e33e55,0df042fc-095a-4683-9bde-781dd282cdad,-1369.18722007,-1.45290569,1.2819999999999998,-0.7899,-2.0719,-62.8611,4.588479929999949,1.1471199824999871,-7.2062485266842105,46.3082,47.590199999999996,1.2819999999999998,-2.0719,-0.7899,46.3082,47.590199999999996,1.2819999999999998,-2.0719,-0.7899,46.3082,47.590199999999996,1.2819999999999998,-2.0719,-0.7899,46.3082,47.590199999999996,1.2819999999999998,-2.0719,-0.7899,46.3082,47.590199999999996,0.0
WSe2_W62Se126S1_b0889205-8d6a-4fd9-9803-f4438e4f7ed6,fc497c6e-fa90-421c-9746-7ec9ec2fd394,-1343.94278456,-1.65507339,0.1558999999999999,-1.2925,-1.4484,-16.6097,12.09351543999992,3.02337885999998,-7.110808383915344,0.6803000000000008,0.8361999999999998,0.1558999999999999,-1.4484,-1.2925,0.6803000000000008,0.8361999999999998,0.1558999999999999,-1.4484,-1.2925,0.6803000000000008,0.8361999999999998,0.1558999999999999,-1.4484,-1.2925,0.6803000000000008,0.8361999999999998,0.1558999999999999,-1.4484,-1.2925,0.6803000000000008,0.8361999999999998,0.0
WSe2_Mo1W62Se126S2_be1d1998-b54e-40b5-a33d-7f04da91cbb4,09e154da-46b2-418e-9311-a730f1ededad,-1367.00400539,-1.56923642,0.2602,-1.1941,-1.4543,-62.8678,4.092494610000131,1.0231236525000327,-7.157089033455497,46.9325,47.1927,0.2602,-1.4543,-1.1941,46.9325,47.1927,0.2602,-1.4543,-1.1941,46.9325,47.1927,0.2602,-1.4543,-1.1941,46.9325,47.1927,0.2602,-1.4543,-1.1941,46.9325,47.1927,0.0
WSe2_Mo2W61Se127S1_72eeb567-ba6e-4d0b-bbf0-afbd2388ad73,636d2e02-9c5e-4763-a158-4a4b8e917fd3,-1364.28419672,-1.55783017,0.2746999999999999,-1.1688,-1.4435,-62.9042,4.096903280000106,1.0242258200000265,-7.14284919748691,46.9797,47.254400000000004,0.2746999999999999,-1.4435,-1.1688,46.9797,47.254400000000004,0.2746999999999999,-1.4435,-1.1688,46.9797,47.254400000000004,0.2746999999999999,-1.4435,-1.1688,46.9797,47.254400000000004,0.2746999999999999,-1.4435,-1.1688,46.9797,47.254400000000004,0.0
WSe2_Mo1W62Se126S2_71d525e9-d5dd-4391-9e53-8fff28ac320f,09e154da-46b2-418e-9311-a730f1ededad,-1367.07563939,-1.58348753,0.1602000000000001,-1.2145,-1.3747,-62.8367,4.02086061,1.0052151525,-7.157464080575917,46.981,47.1412,0.1602000000000001,-1.3747,-1.2145,46.981,47.1412,0.1602000000000001,-1.3747,-1.2145,46.981,47.1412,0.1602000000000001,-1.3747,-1.2145,46.981,47.1412,0.1602000000000001,-1.3747,-1.2145,46.981,47.1412,0.0
WSe2_Mo1W61Se127_4c4ff89a-81d3-4dfb-89aa-fffa9cca23c6,8d84dcfd-2146-4e64-bf6a-0641eda9535a,-1341.25390624,-1.64555318,0.1422999999999998,-1.2357,-1.378,-63.0647,12.066993759999832,3.016748439999958,-7.096581514497355,47.2057,47.348,0.1422999999999998,-1.378,-1.2357,47.2057,47.348,0.1422999999999998,-1.378,-1.2357,47.2057,47.348,0.1422999999999998,-1.378,-1.2357,47.2057,47.348,0.1422999999999998,-1.378,-1.2357,47.2057,47.348,0.0
WSe2_Mo2W62Se126S1_adeda67c-d771-4d2f-9f92-fd80d2b42782,dbe781f6-a7df-4aa7-9cf6-5ff164fde541,-1376.4184565,-1.42821765,1.3001999999999998,-0.7654,-2.0656,-62.8318,1.4842435000000478,0.37106087500001195,-7.2063793534031415,46.285199999999996,47.5854,1.3001999999999998,-2.0656,-0.7654,46.285199999999996,47.5854,1.3001999999999998,-2.0656,-0.7654,46.285199999999996,47.5854,1.3001999999999998,-2.0656,-0.7654,46.285199999999996,47.5854,1.3001999999999998,-2.0656,-0.7654,46.285199999999996,47.5854,0.0
WSe2_Mo1W63Se125S2_1cf48f9a-0fe0-4a31-b09e-926d42188941,f58a2030-3441-4db8-90d9-15b9fb7d22ed,-1379.08952646,-1.42598782,1.2728000000000002,-0.7969,-2.0697,-62.8422,1.5285735400000249,0.3821433850000062,-7.220364012879581,46.2915,47.564299999999996,1.2728000000000002,-2.0697,-0.7969,46.2915,47.564299999999996,1.2728000000000002,-2.0697,-0.7969,46.2915,47.564299999999996,1.2728000000000002,-2.0697,-0.7969,46.2915,47.564299999999996,1.2728000000000002,-2.0697,-0.7969,46.2915,47.564299999999996,0.0
WSe2_W63Se125S2_71a3fd5e-e4d6-4bd4-90db-adfad709f28c,8f76322f-7f85-4143-b4a0-b2d32d6efb78,-1362.50059591,-1.62969086,0.246,-1.1636,-1.4096,-16.5841,7.184304090000069,1.7960760225000172,-7.171055767947368,0.6935000000000002,0.9394999999999989,0.246,-1.4096,-1.1636,0.6935000000000002,0.9394999999999989,0.246,-1.4096,-1.1636,0.6935000000000002,0.9394999999999989,0.246,-1.4096,-1.1636,0.6935000000000002,0.9394999999999989,0.246,-1.4096,-1.1636,0.6935000000000002,0.9394999999999989,0.0
WSe2_Mo2W61Se127S1_e321adbb-4a1f-4ff9-8e4a-f1c98b3d026c,636d2e02-9c5e-4763-a158-4a4b8e917fd3,-1364.29887724,-1.55390484,0.2578,-1.1841,-1.4419,-62.8612,4.08222276000015,1.0205556900000374,-7.142926058848167,46.9383,47.196099999999994,0.2578,-1.4419,-1.1841,46.9383,47.196099999999994,0.2578,-1.4419,-1.1841,46.9383,47.196099999999994,0.2578,-1.4419,-1.1841,46.9383,47.196099999999994,0.2578,-1.4419,-1.1841,46.9383,47.196099999999994,0.0
WSe2_W63Se125S1_963f8920-cd06-4579-8a37-c43760324dbd,2205f4e0-cc33-4116-b043-5df842046d6c,-1355.39214878,-1.62762511,0.2009999999999998,-1.2254,-1.4264,-16.5852,10.165751219999947,2.541437804999987,-7.171387030582011,0.6778000000000013,0.8788,0.2009999999999998,-1.4264,-1.2254,0.6778000000000013,0.8788,0.2009999999999998,-1.4264,-1.2254,0.6778000000000013,0.8788,0.2009999999999998,-1.4264,-1.2254,0.6778000000000013,0.8788,0.2009999999999998,-1.4264,-1.2254,0.6778000000000013,0.8788,0.0
WSe2_W64Se124S1_171ff254-b0c7-44f7-bc80-5fdb24105b50,5803d5c9-bc95-4481-bf15-f778c5802789,-1367.33220319,-1.6011878,1.2115999999999998,-0.887,-2.0986,-16.5606,7.74729681000008,1.93682420250002,-7.2345619216402115,-0.01899999999999835,1.1926000000000005,1.2115999999999998,-2.0986,-0.887,-0.01899999999999835,1.1926000000000005,1.2115999999999998,-2.0986,-0.887,-0.01899999999999835,1.1926000000000005,1.2115999999999998,-2.0986,-0.887,-0.01899999999999835,1.1926000000000005,1.2115999999999998,-2.0986,-0.887,-0.01899999999999835,1.1926000000000005,0.0
WSe2_Mo2W62Se126_c865a77e-2d69-4604-af74-0b46881ed57f,0df042fc-095a-4683-9bde-781dd282cdad,-1369.16250184,-1.44752056,1.181,-0.8759,-2.0569,-62.858,4.613198159999911,1.1532995399999777,-7.206118430736842,46.3201,47.501099999999994,1.181,-2.0569,-0.8759,46.3201,47.501099999999994,1.181,-2.0569,-0.8759,46.3201,47.501099999999994,1.181,-2.0569,-0.8759,46.3201,47.501099999999994,1.181,-2.0569,-0.8759,46.3201,47.501099999999994,0.0
WSe2_W63Se125S2_5255480a-6c3b-4703-8de6-746a10859155,8f76322f-7f85-4143-b4a0-b2d32d6efb78,-1362.57521226,-1.6153006,0.1977999999999999,-1.2237,-1.4215,-16.5828,7.109687740000027,1.7774219350000067,-7.171448485578947,0.680299999999999,0.8780999999999981,0.1977999999999999,-1.4215,-1.2237,0.680299999999999,0.8780999999999981,0.1977999999999999,-1.4215,-1.2237,0.680299999999999,0.8780999999999981,0.1977999999999999,-1.4215,-1.2237,0.680299999999999,0.8780999999999981,0.1977999999999999,-1.4215,-1.2237,0.680299999999999,0.8780999999999981,0.0
WSe2_W64Se124S3_891afc43-9c80-47d9-b5ad-f536ad4d8a5d,df44b129-3e7f-4e42-ac22-d81986c0bedb,-1381.79829619,-1.5646978,1.3026999999999995,-0.7799,-2.0826,-16.5583,1.5352038099999845,0.38380095249999613,-7.234546053350785,-0.005300000000000082,1.2973999999999997,1.3026999999999995,-2.0826,-0.7799,-0.005300000000000082,1.2973999999999997,1.3026999999999995,-2.0826,-0.7799,-0.005300000000000082,1.2973999999999997,1.3026999999999995,-2.0826,-0.7799,-0.005300000000000082,1.2973999999999997,1.3026999999999995,-2.0826,-0.7799,-0.005300000000000082,1.2973999999999997,0.0
WSe2_W63Se125S1_3b0ac040-9ad7-4ae9-815f-f473c587ebe2,2205f4e0-cc33-4116-b043-5df842046d6c,-1355.97145034,-1.68534518,0.1974,-1.2957,-1.4931,-16.5871,9.586449659999971,2.396612414999993,-7.174452118201058,0.6129999999999995,0.8103999999999996,0.1974,-1.4931,-1.2957,0.6129999999999995,0.8103999999999996,0.1974,-1.4931,-1.2957,0.6129999999999995,0.8103999999999996,0.1974,-1.4931,-1.2957,0.6129999999999995,0.8103999999999996,0.1974,-1.4931,-1.2957,0.6129999999999995,0.8103999999999996,0.0
WSe2_Mo1W62Se126S1_a0c04e94-6af7-4658-bac9-94fdae9e8eaf,d86937b2-4a42-46eb-bb12-fa31076dd84a,-1361.54900666,-1.58612403,0.6478,-0.7696,-1.4174,-62.8128,5.420493339999894,1.3551233349999734,-7.1660474034736845,46.9144,47.562200000000004,0.6478,-1.4174,-0.7696,46.9144,47.562200000000004,0.6478,-1.4174,-0.7696,46.9144,47.562200000000004,0.6478,-1.4174,-0.7696,46.9144,47.562200000000004,0.6478,-1.4174,-0.7696,46.9144,47.562200000000004,0.0
WSe2_Mo1W62Se126S2_5ff7dca7-8d24-4f56-84be-778b662bc675,09e154da-46b2-418e-9311-a730f1ededad,-1366.99829065,-1.56478199,0.2657,-1.1874,-1.4531,-62.8654,4.098209350000161,1.0245523375000403,-7.157059113350785,46.9313,47.197,0.2657,-1.4531,-1.1874,46.9313,47.197,0.2657,-1.4531,-1.1874,46.9313,47.197,0.2657,-1.4531,-1.1874,46.9313,47.197,0.2657,-1.4531,-1.1874,46.9313,47.197,0.0
WSe2_Mo1W62Se126S1_66294014-d05d-4e9d-9c23-e6d5d4d892fa,d86937b2-4a42-46eb-bb12-fa31076dd84a,-1359.86275505,-1.6028907,0.185,-1.2142,-1.3992,-62.902,7.106744949999893,1.7766862374999732,-7.157172395,47.0218,47.2068,0.185,-1.3992,-1.2142,47.0218,47.2068,0.185,-1.3992,-1.2142,47.0218,47.2068,0.185,-1.3992,-1.2142,47.0218,47.2068,0.185,-1.3992,-1.2142,47.0218,47.2068,0.0
