_id,descriptor_id,energy,energy_per_atom,fermi_level,homo,lumo,band_gap,homo_lumo_gap,E_1
619cdd5145851b2ed2430ee6,619cdd9644389dee486ade43,-1385.27933555,-7.214996539322917,-0.3005838,-0.9576,0.8741,1.8317,1.8317,-61.7103
619cdd5145851b2ed2430ee7,619cdd9644389dee486ade3e,-1361.39413769,-7.165232303631579,-0.51110423,-0.3607,-0.083,0.2318,0.2777,-15.4847
619cdd5145851b2ed2430ee8,619cdd9644389dee486ade44,-1378.06984268,-7.215025354345549,-0.32481998,-0.9642,0.3381,1.3023,1.3023,-61.7374
619cdd5145851b2ed2430ee9,619cdd9644389dee486ade41,-1370.91064201,-7.215319168473684,-0.34260206,-0.9651,0.1555,1.1206,1.1206,-61.7669
619cdd5145851b2ed2430eea,619cdd9644389dee486ade42,-1384.25790763,-7.209676602239583,-0.30196699,-0.9537,0.8793,1.833,1.833,-61.7089
619cdd5145851b2ed2430eeb,619cdd9644389dee486ade41,-1370.85178538,-7.215009396736842,-0.34289963,-0.9718,0.2835,1.2553,1.2553,-61.7635
619cdd5145851b2ed2430eec,619cdd9644389dee486ade44,-1378.06459041,-7.214997855549738,-0.32075447,-0.9665,0.3351,1.3016,1.3016,-61.7293
619cdd5145851b2ed2430eed,619cdd9644389dee486ade3e,-1361.45030032,-7.165527896421053,-0.49758392,-0.3864,-0.108,0.2183999999999999,0.27840000000000004,-15.4876
619cdd5145851b2ed2430eee,619cdd9644389dee486ade41,-1370.93542237,-7.215449591421052,-0.3403626,-0.9649,0.1507,1.1156,1.1156,-61.7586
619cdd5145851b2ed2430eef,619cdd9644389dee486ade44,-1378.08107004,-7.215084136335078,-0.32493709,-0.9639,0.3355,1.2994,1.2993999999999999,-61.6938
619cdd5145851b2ed2430ef0,619cdd9644389dee486ade3e,-1361.52540599,-7.165923189421053,-0.50498961,-0.3127,-0.1164,0.3742,0.19629999999999997,-15.4874
619cdd5145851b2ed2430ef1,619cdd9644389dee486ade37,-1386.9519959,-7.223708311979166,-0.43086119,-0.9618,0.9027,1.8645,1.8645,-15.445
619cdd5145851b2ed2430ef2,619cdd9644389dee486ade44,-1378.06872722,-7.215019514240838,-0.3257905,-0.9619,0.3257,1.2876,1.2875999999999999,-61.7292
619cdd5145851b2ed2430ef3,619cdd9644389dee486ade3e,-1361.57744055,-7.166197055526316,-0.50961394,-0.3207,-0.1131,0.3563,0.20759999999999998,-15.486
619cdd5145851b2ed2430ef4,619cdd9644389dee486ade3e,-1361.44378897,-7.165493626157895,-0.48503423,-0.3725,-0.1074,0.2099999999999999,0.2651,-15.4897
619cdd5145851b2ed2430ef5,619cdd9644389dee486ade3d,-1368.67880997,-7.165857643821989,-0.48808894,-0.2747,-0.1219,0.3361999999999999,0.1528,-15.4782
619cdd5145851b2ed2430ef6,619cdd9644389dee486ade3e,-1361.40490234,-7.165288959684211,-0.50025178,-0.3198,-0.1219,0.1539,0.19789999999999996,-15.4884
619cdd5145851b2ed2430ef7,619cdd9644389dee486ade3e,-1363.19641586,-7.174717978210526,-0.49321775,-0.3185,0.3412,0.308,0.6597,-15.4877
619cdd5145851b2ed2430ef8,619cdd9644389dee486ade43,-1385.28152127,-7.21500792328125,-0.30265851,-0.9568,0.8718,1.8286,1.8286,-61.7125
619cdd5145851b2ed2430ef9,619cdd9644389dee486ade43,-1385.25573678,-7.2148736290625,-0.30391471,-0.9567,0.8742,1.8309,1.8309,-61.7456
619cdd5245851b2ed2430efa,619cdd9644389dee486ade44,-1378.07440254,-7.215049227958115,-0.32640945,-0.9641,0.3327,1.2968,1.2968,-61.7378
619cdd5245851b2ed2430efb,619cdd9644389dee486ade3e,-1361.36757964,-7.165092524421053,-0.49956562,-0.3509,-0.066,0.2302,0.2849,-15.489
619cdd5245851b2ed2430efc,619cdd9644389dee486ade40,-1377.04525093,-7.209660999633508,-0.31882705,-0.9613,0.3415,1.3028,1.3028,-61.7251
619cdd5245851b2ed2430efd,619cdd9644389dee486ade3e,-1361.60116203,-7.166321905421053,-0.54450822,-0.3334,-0.2001,0.4224,0.13329999999999997,-15.4743
619cdd5245851b2ed2430efe,619cdd9644389dee486ade44,-1378.06519249,-7.215001007801048,-0.321077,-0.9647,0.3343,1.299,1.299,-61.7268
619cdd5245851b2ed2430eff,619cdd9644389dee486ade43,-1385.25482158,-7.214868862395833,-0.3031596,-0.9555,0.8593,1.8148,1.8148,-61.7513
619cdd5245851b2ed2430f00,619cdd9644389dee486ade44,-1378.0512679,-7.214928104188482,-0.32094141,-0.9623,0.3072,1.2695,1.2695,-61.7355
619cdd5245851b2ed2430f01,619cdd9644389dee486ade3b,-1354.33322425,-7.165784255291006,-0.53738025,-0.3047,-0.1614,0.3407,0.14330000000000004,-15.4931
619cdd5245851b2ed2430f02,619cdd9644389dee486ade44,-1378.06598699,-7.215005167486911,-0.32107558,-0.9638,0.3306,1.2944,1.2944,-61.7457
619cdd5245851b2ed2430f03,619cdd9644389dee486ade44,-1378.07603592,-7.215057779685864,-0.32620872,-0.9628,0.3378,1.3006,1.3006,-61.7357
619cdd5245851b2ed2430f04,619cdd9644389dee486ade41,-1370.69246061,-7.214170845315789,-0.53919146,-0.9712,-0.1138,0.8573999999999999,0.8573999999999999,-61.7636
619cdd5245851b2ed2430f05,619cdd9644389dee486ade44,-1378.06802733,-7.215015849895288,-0.3227109,-0.9639,0.3332,1.2971,1.2971,-61.7382
619cdd5245851b2ed2430f06,619cdd9644389dee486ade3e,-1361.54341334,-7.166017964947368,-0.52378808,-0.2953,-0.1432,0.3382,0.1521,-15.4855
619cdd5245851b2ed2430f07,619cdd9644389dee486ade44,-1378.07361915,-7.215045126439791,-0.32683163,-0.965,0.3372,1.3022,1.3022,-61.7327
619cdd5245851b2ed2430f08,619cdd9644389dee486ade44,-1378.0741615,-7.215047965968586,-0.32269368,-0.9634,0.3368,1.3002,1.3002,-61.736
619cdd5245851b2ed2430f09,619cdd9644389dee486ade3d,-1368.77103507,-7.166340497748691,-0.46444092,-0.306,-0.076,0.2501,0.22999999999999998,-15.4803
619cdd5245851b2ed2430f0a,619cdd9644389dee486ade41,-1370.82254658,-7.21485550831579,-0.345109,-0.9723,0.3038,1.2761,1.2761,-61.7952
619cdd5245851b2ed2430f0b,619cdd9644389dee486ade44,-1378.07065849,-7.215029625602094,-0.32675359,-0.9672,0.3376,1.3048,1.3048,-61.7293
619cdd5245851b2ed2430f0c,619cdd9644389dee486ade3e,-1361.53828328,-7.16599096463158,-0.55747184,-0.3567,-0.1425,0.2726,0.21420000000000003,-15.4839
619cdd5245851b2ed2430f0d,619cdd9644389dee486ade44,-1378.05991933,-7.214973399633507,-0.32276432,-0.9688,0.3368,1.3056,1.3056,-61.7345
619cdd5245851b2ed2430f0e,619cdd9644389dee486ade44,-1378.06021937,-7.21497497052356,-0.32472664,-0.9643,0.3354,1.2997,1.2997,-61.736
619cdd5245851b2ed2430f0f,619cdd9644389dee486ade43,-1385.28500747,-7.215026080572916,-0.30197187,-0.9549,0.8668,1.8217,1.8216999999999999,-61.712
619cdd5245851b2ed2430f10,619cdd9644389dee486ade3e,-1361.5473337,-7.166038598421053,-0.52217933,-0.2962,-0.1474,0.3379,0.14880000000000002,-15.4856
619cdd5245851b2ed2430f11,619cdd9644389dee486ade3d,-1368.76917414,-7.166330754659685,-0.49112724,-0.2745,-0.0992,0.3664,0.1753,-15.4783
619cdd5245851b2ed2430f12,619cdd9644389dee486ade3b,-1354.93459242,-7.168966097460317,-0.5746075,-0.3779,-0.1859,0.3933999999999999,0.192,-15.4922
619cdd5245851b2ed2430f13,619cdd9644389dee486ade3e,-1361.53553797,-7.165976515631579,-0.52265943,-0.298,-0.1443,0.3425,0.15369999999999998,-15.486
619cdd5245851b2ed2430f14,619cdd9644389dee486ade44,-1378.06776278,-7.215014464816754,-0.32342065,-0.9658,0.3326,1.2984,1.2984,-61.7267
619cdd5245851b2ed2430f15,619cdd9644389dee486ade43,-1385.28125929,-7.2150065588020835,-0.30082951,-0.957,0.8731,1.8301,1.8300999999999998,-61.7154
619cdd5245851b2ed2430f16,619cdd9644389dee486ade3d,-1368.64285957,-7.16566942183246,-0.46161528,-0.3509,-0.0939,0.2167999999999999,0.257,-15.4823
619cdd5245851b2ed2430f17,619cdd9644389dee486ade44,-1378.06197197,-7.214984146439791,-0.29603364,-0.9637,0.3328,1.2965,1.2965,-61.7392
619cdd5245851b2ed2430f18,619cdd9644389dee486ade3d,-1368.64033945,-7.165656227486911,-0.46493482,-0.355,-0.0908,0.2116,0.2642,-15.4828
619cdd5245851b2ed2430f19,619cdd9644389dee486ade44,-1378.09112165,-7.215136762565446,-0.32529285,-0.9642,0.3339,1.2980999999999998,1.2980999999999998,-61.7015
619cdd5245851b2ed2430f1a,619cdd9644389dee486ade44,-1378.04778836,-7.21490988670157,-0.32255791,-0.9625,0.3054,1.2679,1.2679,-61.7314
619cdd5245851b2ed2430f1b,619cdd9644389dee486ade3d,-1368.6688605,-7.16580555235602,-0.47510455,-0.3303,-0.0728,0.1812,0.25749999999999995,-15.4823
619cdd5245851b2ed2430f1c,619cdd9644389dee486ade3e,-1361.53998816,-7.16599993768421,-0.55274177,-0.3593,-0.1448,0.2699,0.2145,-15.4846
619cdd5245851b2ed2430f1d,619cdd9644389dee486ade3d,-1368.72677098,-7.166108748586388,-0.48584,-0.296,-0.1065,0.3701,0.1895,-15.4795
619cdd5245851b2ed2430f1e,619cdd9644389dee486ade3d,-1368.75909469,-7.166277982670157,-0.48727875,-0.2706,-0.098,0.367,0.1726,-15.4786
619cdd5245851b2ed2430f1f,619cdd9644389dee486ade3e,-1362.13602924,-7.169136996,-0.55489508,-0.3578,-0.1637,0.3942,0.1941,-15.4855
619cdd5245851b2ed2430f20,619cdd9644389dee486ade44,-1378.09629237,-7.215163834397905,-0.3290433,-0.9651,0.3334,1.2985,1.2985,-61.6962
619cdd5245851b2ed2430f21,619cdd9644389dee486ade44,-1378.05460372,-7.21494556921466,-0.32573745,-0.9636,0.3299,1.2935,1.2935,-61.7662
619cdd5245851b2ed2430f22,619cdd9644389dee486ade44,-1378.07217269,-7.215037553350784,-0.32503825,-0.9663,0.3351,1.3014,1.3014000000000001,-61.7315
619cdd5245851b2ed2430f23,619cdd9644389dee486ade3e,-1362.14493695,-7.169183878684211,-0.55488637,-0.3569,-0.1626,0.396,0.1943,-15.4855
619cdd5245851b2ed2430f24,619cdd9644389dee486ade3a,-1360.51160946,-7.160587418210526,-0.50813119,-0.3173,-0.116,0.3725,0.20130000000000003,-15.4838
619cdd5245851b2ed2430f25,619cdd9644389dee486ade41,-1370.86842717,-7.215096985105263,-0.34674124,-0.9763,0.2905,1.2668,1.2668,-61.7217
619cdd5245851b2ed2430f26,619cdd9644389dee486ade43,-1385.28003163,-7.215000164739583,-0.3021224,-0.9555,0.8723,1.8278,1.8277999999999999,-61.711
619cdd5245851b2ed2430f27,619cdd9644389dee486ade41,-1370.8629763,-7.215068296315789,-0.34258618,-0.9779,0.2714,1.2493,1.2492999999999999,-61.7437
619cdd5245851b2ed2430f28,619cdd9644389dee486ade3d,-1368.64596422,-7.165685676544503,-0.46643859,-0.3513,-0.0907,0.2102,0.2606,-15.4821
619cdd5245851b2ed2430f29,619cdd9644389dee486ade44,-1378.06870415,-7.215019393455497,-0.32286439,-0.9658,0.3333,1.2991,1.2991,-61.7277
619cdd5245851b2ed2430f2a,619cdd9644389dee486ade43,-1385.28114541,-7.215005965677083,-0.30075514,-0.9585,0.8714,1.8299,1.8298999999999999,-61.7148
619cdd5245851b2ed2430f2b,619cdd9644389dee486ade44,-1378.06222034,-7.214985446806283,-0.32295975,-0.9653,0.332,1.2973,1.2973000000000001,-61.744
619cdd5245851b2ed2430f2c,619cdd9644389dee486ade41,-1370.83820352,-7.214937913263157,-0.34815025,-0.9766,0.3062,1.2828,1.2828,-61.7815
619cdd5245851b2ed2430f2d,619cdd9644389dee486ade44,-1378.06676963,-7.215009265078534,-0.32148919,-0.963,0.3332,1.2962,1.2962,-61.7419
619cdd5245851b2ed2430f2e,619cdd9644389dee486ade3b,-1354.3208852,-7.165718969312169,-0.56618082,-0.3992,-0.1714,0.2842,0.2278,-15.4927
619cdd5245851b2ed2430f2f,619cdd9644389dee486ade43,-1385.25554164,-7.214872612708334,-0.30449796,-0.9572,0.8709,1.8281,1.8281,-61.7465
619cdd5245851b2ed2430f30,619cdd9644389dee486ade42,-1384.25841774,-7.2096792590625,-0.29794653,-0.9536,0.8765,1.8301,1.8300999999999998,-61.7109
619cdd5245851b2ed2430f31,619cdd9644389dee486ade43,-1385.28136678,-7.2150071186458336,-0.30430908,-0.9565,0.8741,1.8306,1.8306,-61.7179
619cdd5245851b2ed2430f32,619cdd9644389dee486ade41,-1370.87530333,-7.215133175421053,-0.34737332,-0.9733,0.2847,1.258,1.258,-61.722
619cdd5245851b2ed2430f33,619cdd9644389dee486ade44,-1378.07394054,-7.215046809109947,-0.32577741,-0.9629,0.3377,1.3006,1.3006,-61.7363
619cdd5245851b2ed2430f34,619cdd9644389dee486ade43,-1385.27667338,-7.214982673854166,-0.29162599,-0.9569,0.8593,1.8162,1.8161999999999998,-61.7166
619cdd5245851b2ed2430f35,619cdd9644389dee486ade44,-1378.04112857,-7.2148750186910995,-0.32359107,-0.9638,0.3392,1.303,1.303,-61.7806
619cdd5245851b2ed2430f36,619cdd9644389dee486ade43,-1385.2817395,-7.215009059895833,-0.30370625,-0.9562,0.8731,1.8293,1.8293,-61.7142
619cdd5245851b2ed2430f37,619cdd9644389dee486ade3e,-1361.55992979,-7.166104893631579,-0.50918237,-0.2953,-0.1064,0.3697999999999999,0.1889,-15.4874
619cdd5245851b2ed2430f38,619cdd9644389dee486ade43,-1385.28347272,-7.215018087083333,-0.30131925,-0.9549,0.8679,1.8228,1.8228,-61.7178
619cdd5245851b2ed2430f39,619cdd9644389dee486ade3b,-1354.36174957,-7.1659351829100535,-0.52789159,-0.3343,-0.1224,0.3676,0.21189999999999998,-15.4941
619cdd5245851b2ed2430f3a,619cdd9644389dee486ade41,-1370.69175204,-7.214167116,-0.53790456,-0.9688,-0.1133,0.8555,0.8555,-61.7681
619cdd5245851b2ed2430f3b,619cdd9644389dee486ade3b,-1354.34421975,-7.165842432539683,-0.53589933,-0.3431,-0.1211,0.3606,0.22200000000000003,-15.4936
619cdd5245851b2ed2430f3c,619cdd9644389dee486ade41,-1370.84440244,-7.214970539157895,-0.34751341,-0.9806,0.3042,1.2848000000000002,1.2848000000000002,-61.7503
619cdd5245851b2ed2430f3d,619cdd9644389dee486ade43,-1385.28216096,-7.215011255,-0.29781418,-0.9584,0.8724,1.8308,1.8308,-61.7145
619cdd5245851b2ed2430f3e,619cdd9644389dee486ade3e,-1361.57336616,-7.166175611368421,-0.51409914,-0.3219,-0.1118,0.3594,0.2101,-15.4853
619cdd5245851b2ed2430f3f,619cdd9644389dee486ade3d,-1368.64085089,-7.165658905183245,-0.46647734,-0.3573,-0.0901,0.2149999999999999,0.2672,-15.4828
619cdd5245851b2ed2430f40,619cdd9644389dee486ade43,-1385.28183302,-7.215009546979167,-0.30544741,-0.9565,0.8691,1.8256,1.8256000000000001,-61.7115
619cdd5245851b2ed2430f41,619cdd9644389dee486ade41,-1370.86311593,-7.215069031210526,-0.34590728,-0.9756,0.2843,1.2599,1.2599,-61.7578
619cdd5245851b2ed2430f42,619cdd9644389dee486ade3e,-1361.52279838,-7.165909465157895,-0.50499148,-0.3139,-0.1169,0.3762999999999999,0.197,-15.4876
619cdd5245851b2ed2430f43,619cdd9644389dee486ade41,-1370.83264216,-7.214908642947368,-0.35348668,-0.9777,0.2857,1.2634,1.2634,-61.7821
619cdd5245851b2ed2430f44,619cdd9644389dee486ade41,-1370.85823487,-7.215043341421052,-0.34260855,-0.9695,0.2106,1.1801,1.1801,-61.6976
619cdd5245851b2ed2430f45,619cdd9644389dee486ade44,-1378.06636139,-7.215007127696335,-0.32128496,-0.9624,0.3199,1.2823,1.2823,-61.739
619cdd5245851b2ed2430f46,619cdd9644389dee486ade3b,-1354.31954933,-7.165711901216931,-0.51822756,-0.3184,-0.1266,0.3689,0.19180000000000003,-15.4958
619cdd5245851b2ed2430f47,619cdd9644389dee486ade3b,-1356.01302703,-7.174672100687832,-0.51106442,-0.32,0.2648,0.3126,0.5848,-15.4934
619cdd5245851b2ed2430f48,619cdd9644389dee486ade3d,-1368.72513638,-7.166100190471204,-0.48634585,-0.2984,-0.104,0.3695,0.19440000000000002,-15.4792
619cdd5245851b2ed2430f49,619cdd9644389dee486ade43,-1385.27980576,-7.214998988333334,-0.30066929,-0.956,0.8713,1.8273,1.8273,-61.7116
619cdd5245851b2ed2430f4a,619cdd9644389dee486ade3b,-1354.92722362,-7.168927109100529,-0.5787049,-0.3836,-0.1972,0.3902,0.1864,-15.4919
619cdd5345851b2ed2430f4b,619cdd9644389dee486ade3d,-1368.71519636,-7.166048148481675,-0.48550911,-0.2946,-0.1022,0.3735,0.19239999999999996,-15.4791
619cdd5345851b2ed2430f4c,619cdd9644389dee486ade3d,-1368.68293123,-7.165879221099476,-0.49397669,-0.2788,-0.1175,0.3357,0.1613,-15.4779
619cdd5345851b2ed2430f4d,619cdd9644389dee486ade44,-1378.07421861,-7.215048264973821,-0.32360359,-0.9666,0.3351,1.3017,1.3017,-61.7199
619cdd5345851b2ed2430f4e,619cdd9644389dee486ade3e,-1361.51743521,-7.165881237947368,-0.50484076,-0.3032,-0.1207,0.3703999999999999,0.18250000000000002,-15.4862
619cdd5345851b2ed2430f4f,619cdd9644389dee486ade3d,-1368.71523207,-7.1660483354450255,-0.48503536,-0.2937,-0.1015,0.3704,0.1922,-15.4797
619cdd5345851b2ed2430f50,619cdd9644389dee486ade3e,-1361.53149891,-7.165955257421053,-0.52131313,-0.2927,-0.1441,0.3447,0.1486,-15.4857
619cdd5345851b2ed2430f51,619cdd9644389dee486ade3b,-1354.15759876,-7.16485501989418,-0.52078899,-0.3195,-0.1566,0.3655,0.16290000000000002,-15.4965
619cdd5345851b2ed2430f52,619cdd9644389dee486ade44,-1378.06230904,-7.214985911204188,-0.32339738,-0.9642,0.3349,1.2991,1.2991,-61.7337
619cdd5345851b2ed2430f53,619cdd9644389dee486ade41,-1370.85967791,-7.215050936368422,-0.33988448,-0.975,0.1795,1.1545,1.1545,-61.7299
619cdd5345851b2ed2430f54,619cdd9644389dee486ade43,-1385.28327577,-7.215017061302084,-0.29916847,-0.955,0.8687,1.8237,1.8237,-61.7114
619cdd5345851b2ed2430f55,619cdd9644389dee486ade44,-1378.07029895,-7.215027743193717,-0.32353539,-0.9639,0.3358,1.2997,1.2997,-61.7369
619cdd5345851b2ed2430f56,619cdd9644389dee486ade41,-1370.83873186,-7.214940694,-0.34777664,-0.984,0.3018,1.2858,1.2858,-61.7484
619cdd5345851b2ed2430f57,619cdd9644389dee486ade3e,-1362.16656388,-7.169297704631579,-0.55897052,-0.3542,-0.1517,0.4095,0.2025,-15.4865
619cdd5345851b2ed2430f58,619cdd9644389dee486ade3e,-1361.52495031,-7.165920791105263,-0.50897866,-0.3179,-0.1205,0.3698999999999999,0.19740000000000002,-15.4858
619cdd5345851b2ed2430f59,619cdd9644389dee486ade3e,-1361.40267656,-7.165277245052631,-0.5151928,-0.3647,-0.0868,0.2667,0.27790000000000004,-15.4847
619cdd5345851b2ed2430f5a,619cdd9644389dee486ade3d,-1368.72794971,-7.166114919947645,-0.48679848,-0.298,-0.1037,0.3705,0.19429999999999997,-15.4802
619cdd5345851b2ed2430f5b,619cdd9644389dee486ade43,-1385.28078041,-7.215004064635416,-0.29716098,-0.9568,0.8692,1.826,1.826,-61.7117
619cdd5345851b2ed2430f5c,619cdd9644389dee486ade44,-1378.05945501,-7.214970968638743,-0.32397268,-0.9664,0.3351,1.3015,1.3015,-61.7328
619cdd5345851b2ed2430f5d,619cdd9644389dee486ade44,-1378.06910842,-7.215021510052356,-0.32267993,-0.9651,0.3307,1.2957999999999998,1.2957999999999998,-61.7387
619cdd5345851b2ed2430f5e,619cdd9644389dee486ade3e,-1361.53605299,-7.165979226263158,-0.5150545,-0.3253,-0.1234,0.3669,0.20189999999999997,-15.4845
619cdd5345851b2ed2430f5f,619cdd9644389dee486ade3e,-1361.53956303,-7.165997700157894,-0.556262,-0.3619,-0.1468,0.2728999999999999,0.21509999999999999,-15.4843
619cdd5345851b2ed2430f60,619cdd9644389dee486ade44,-1378.08480016,-7.215103665759162,-0.32116112,-0.9631,0.3329,1.2959999999999998,1.2959999999999998,-61.6951
619cdd5345851b2ed2430f61,619cdd9644389dee486ade3e,-1361.5688866,-7.166152034736842,-0.51200395,-0.3124,-0.1059,0.3611,0.20650000000000002,-15.4867
619cdd5345851b2ed2430f62,619cdd9644389dee486ade44,-1378.07380905,-7.215046120680628,-0.3296775,-0.9677,0.3379,1.3056,1.3056,-61.7302
619cdd5345851b2ed2430f63,619cdd9644389dee486ade41,-1370.6898907,-7.214157319473684,-0.53752135,-0.9698,-0.1116,0.8582,0.8582,-61.7498
