_id,descriptor_id,energy,fermi_level,homo_lumo_gap,lumo,homo,E_1,formation_energy,formation_energy_per_site,energy_per_atom,normalized_homo,normalized_lumo,homo_lumo_gap_majority,homo_majority,lumo_majority,normalized_homo_majority,normalized_lumo_majority,E_1_majority,homo_lumo_gap_minority,homo_minority,lumo_minority,normalized_homo_minority,normalized_lumo_minority,E_1_minority,homo_lumo_gap_max,homo_max,lumo_max,normalized_homo_max,normalized_lumo_max,E_1_max,homo_lumo_gap_min,homo_min,lumo_min,normalized_homo_min,normalized_lumo_min,E_1_min,total_mag
MoS2_Mo63Se3S125_820b885d-e24b-4538-b11a-59c656c371b9,10171505-527e-4cf6-a4a9-5463ad955976,-1377.22933559,-1.63352273,0.3819999999999999,-1.0439,-1.4259,-63.0822,8.03656441000021,2.0091411025000525,-7.210624793664921,0.7783000000000015,1.1602999999999994,0.3819999999999999,-1.4259,-1.0439,0.7783000000000015,1.1602999999999994,-63.0822,0.3819999999999999,-1.4259,-1.0439,0.7783000000000015,1.1602999999999994,-63.0822,0.3819999999999999,-1.4259,-1.0439,0.7783000000000015,1.1602999999999994,-63.0822,0.3819999999999999,-1.4259,-1.0439,0.7783000000000015,1.1602999999999994,-63.0822,0.0
MoS2_Mo63W1Se3S125_ff4d0555-890f-4bb1-a86e-53ad7e78687e,aeeee2e0-7f5c-43cf-8231-a86bf41bf6c5,-1397.19022029,-1.51762378,1.814,-0.2138,-2.0278,-62.9086,1.0862797099998716,0.2715699274999679,-7.27703239734375,0.00280000000000058,1.8168000000000006,1.814,-2.0278,-0.2138,0.00280000000000058,1.8168000000000006,-62.9086,1.814,-2.0278,-0.2138,0.00280000000000058,1.8168000000000006,-62.9086,1.814,-2.0278,-0.2138,0.00280000000000058,1.8168000000000006,-62.9086,1.814,-2.0278,-0.2138,0.00280000000000058,1.8168000000000006,-62.9086,0.0
MoS2_Mo63Se2S125_3da226d2-26e0-4b0a-a9af-de3c9ce01319,c2e35d6d-0314-4d37-9385-16a73a4b5b57,-1371.45905123,-1.65864956,0.3960999999999999,-1.0515,-1.4476,-63.114,10.317848770000182,2.5794621925000456,-7.218205532789473,0.7883999999999958,1.1844999999999999,0.3960999999999999,-1.4476,-1.0515,0.7883999999999958,1.1844999999999999,-63.114,0.3960999999999999,-1.4476,-1.0515,0.7883999999999958,1.1844999999999999,-63.114,0.3960999999999999,-1.4476,-1.0515,0.7883999999999958,1.1844999999999999,-63.114,0.3960999999999999,-1.4476,-1.0515,0.7883999999999958,1.1844999999999999,-63.114,0.0
MoS2_Mo63W1Se1S125_5b6abf67-5afa-4c91-a09b-5a4d36339cae,4821cae7-32c3-4f2e-a821-942d6aef19e6,-1385.47663677,-1.44665681,1.1064,-0.8888,-1.9952,-62.9625,5.82186323000019,1.4554658075000475,-7.291982298789473,0.08930000000000149,1.195699999999995,1.1064,-1.9952,-0.8888,0.08930000000000149,1.195699999999995,-62.9625,1.1064,-1.9952,-0.8888,0.08930000000000149,1.195699999999995,-62.9625,1.1064,-1.9952,-0.8888,0.08930000000000149,1.195699999999995,-62.9625,1.1064,-1.9952,-0.8888,0.08930000000000149,1.195699999999995,-62.9625,0.0
MoS2_Mo62W1S126_dbc5039c-12a0-4121-87d9-a2277c8116fd,2b7c829e-44a6-420e-9832-970f43b90872,-1368.55787126,-1.68138903,0.3529,-1.0803,-1.4332,-63.1385,12.445428740000125,3.1113571850000312,-7.241046937883597,0.827300000000001,1.1801999999999992,0.3529,-1.4332,-1.0803,0.827300000000001,1.1801999999999992,-63.1385,0.3529,-1.4332,-1.0803,0.827300000000001,1.1801999999999992,-63.1385,0.3529,-1.4332,-1.0803,0.827300000000001,1.1801999999999992,-63.1385,0.3529,-1.4332,-1.0803,0.827300000000001,1.1801999999999992,-63.1385,0.0
MoS2_Mo63Se2S125_0b75ad35-b45c-4439-b35b-fc77960b95bd,c2e35d6d-0314-4d37-9385-16a73a4b5b57,-1371.40645534,-1.6616994,0.3601000000000001,-1.0775,-1.4376,-63.0976,10.370444659999976,2.592611164999994,-7.21792871231579,0.7819999999999965,1.1420999999999992,0.3601000000000001,-1.4376,-1.0775,0.7819999999999965,1.1420999999999992,-63.0976,0.3601000000000001,-1.4376,-1.0775,0.7819999999999965,1.1420999999999992,-63.0976,0.3601000000000001,-1.4376,-1.0775,0.7819999999999965,1.1420999999999992,-63.0976,0.3601000000000001,-1.4376,-1.0775,0.7819999999999965,1.1420999999999992,-63.0976,0.0
MoS2_Mo63Se3S125_d7c48d6a-7100-4080-a589-90bfbefb3159,10171505-527e-4cf6-a4a9-5463ad955976,-1377.27847855,-1.62173851,0.4037999999999999,-1.0225,-1.4263,-63.0814,7.987421450000056,1.996855362500014,-7.210882086649215,0.7771000000000043,1.1809000000000012,0.4037999999999999,-1.4263,-1.0225,0.7771000000000043,1.1809000000000012,-63.0814,0.4037999999999999,-1.4263,-1.0225,0.7771000000000043,1.1809000000000012,-63.0814,0.4037999999999999,-1.4263,-1.0225,0.7771000000000043,1.1809000000000012,-63.0814,0.4037999999999999,-1.4263,-1.0225,0.7771000000000043,1.1809000000000012,-63.0814,0.0
MoS2_Mo63Se1S125_75f3f237-e5db-4626-a6cb-a803911308b5,e50b9850-933b-4b6f-90f3-7b784275077d,-1365.5383835,-1.67703949,0.3948999999999998,-1.0738,-1.4687,-63.1281,12.749516500000027,3.1873791250000068,-7.225070812169312,0.781400000000005,1.1763000000000048,0.3948999999999998,-1.4687,-1.0738,0.781400000000005,1.1763000000000048,-63.1281,0.3948999999999998,-1.4687,-1.0738,0.781400000000005,1.1763000000000048,-63.1281,0.3948999999999998,-1.4687,-1.0738,0.781400000000005,1.1763000000000048,-63.1281,0.3948999999999998,-1.4687,-1.0738,0.781400000000005,1.1763000000000048,-63.1281,0.0
MoS2_Mo64Se2S124_92312e22-8344-4419-9934-8fea485bb81e,58f94a7e-f2b9-48b4-87da-07eb93cc4d0b,-1382.67059536,-1.4369245,1.0396999999999998,-0.9492,-1.9889,-62.9621,5.912504639999952,1.478126159999988,-7.277213659789474,0.0951999999999984,1.1349000000000018,1.0396999999999998,-1.9889,-0.9492,0.0951999999999984,1.1349000000000018,-62.9621,1.0396999999999998,-1.9889,-0.9492,0.0951999999999984,1.1349000000000018,-62.9621,1.0396999999999998,-1.9889,-0.9492,0.0951999999999984,1.1349000000000018,-62.9621,1.0396999999999998,-1.9889,-0.9492,0.0951999999999984,1.1349000000000018,-62.9621,0.0
MoS2_Mo63Se2S125_1600c002-3c77-499b-80e1-1d4661942273,c2e35d6d-0314-4d37-9385-16a73a4b5b57,-1371.40383515,-1.66209676,0.3956999999999999,-1.0681,-1.4638,-63.1132,10.373064849999992,2.593266212499998,-7.217914921842105,0.7713999999999999,1.1670999999999978,0.3956999999999999,-1.4638,-1.0681,0.7713999999999999,1.1670999999999978,-63.1132,0.3956999999999999,-1.4638,-1.0681,0.7713999999999999,1.1670999999999978,-63.1132,0.3956999999999999,-1.4638,-1.0681,0.7713999999999999,1.1670999999999978,-63.1132,0.3956999999999999,-1.4638,-1.0681,0.7713999999999999,1.1670999999999978,-63.1132,0.0
MoS2_Mo63W1S125_c1a011a7-bfaa-4f8c-a08e-89aaed18b2b8,c84dad71-7a64-4254-935a-fa1845707bca,-1379.58679216,-1.51419297,0.9806,-1.0167,-1.9973,-63.0006,8.222707840000112,2.055676960000028,-7.299401016719576,0.12529999999999575,1.1058999999999983,0.9806,-1.9973,-1.0167,0.12529999999999575,1.1058999999999983,-63.0006,0.9806,-1.9973,-1.0167,0.12529999999999575,1.1058999999999983,-63.0006,0.9806,-1.9973,-1.0167,0.12529999999999575,1.1058999999999983,-63.0006,0.9806,-1.9973,-1.0167,0.12529999999999575,1.1058999999999983,-63.0006,0.0
MoS2_Mo64Se2S124_efa34dee-c37e-4f98-9658-5f8afc8cb633,58f94a7e-f2b9-48b4-87da-07eb93cc4d0b,-1382.59675004,-1.58725197,0.6583000000000001,-1.2581,-1.9164,-62.9471,5.986349960000098,1.4965874900000244,-7.276825000210526,0.15269999999999584,0.8109999999999999,0.6583000000000001,-1.9164,-1.2581,0.15269999999999584,0.8109999999999999,-62.9471,0.6583000000000001,-1.9164,-1.2581,0.15269999999999584,0.8109999999999999,-62.9471,0.6583000000000001,-1.9164,-1.2581,0.15269999999999584,0.8109999999999999,-62.9471,0.6583000000000001,-1.9164,-1.2581,0.15269999999999584,0.8109999999999999,-62.9471,0.0
MoS2_Mo64Se2S124_2271a50a-9df7-4b35-9fa4-27dec1f71354,58f94a7e-f2b9-48b4-87da-07eb93cc4d0b,-1382.58821679,-1.43940419,1.0302,-0.954,-1.9842,-62.9648,5.9948832100001255,1.4987208025000314,-7.276780088368421,0.10259999999999536,1.132799999999996,1.0302,-1.9842,-0.954,0.10259999999999536,1.132799999999996,-62.9648,1.0302,-1.9842,-0.954,0.10259999999999536,1.132799999999996,-62.9648,1.0302,-1.9842,-0.954,0.10259999999999536,1.132799999999996,-62.9648,1.0302,-1.9842,-0.954,0.10259999999999536,1.132799999999996,-62.9648,0.0
MoS2_Mo63Se2S125_6f261bfc-185b-4ed5-8fe1-eff0f152a14a,c2e35d6d-0314-4d37-9385-16a73a4b5b57,-1371.88866577,-1.67178085,0.1543000000000001,-1.3172,-1.4715,-63.1366,9.88823423000008,2.47205855750002,-7.220466661947368,0.7871000000000024,0.9414000000000016,0.1543000000000001,-1.4715,-1.3172,0.7871000000000024,0.9414000000000016,-63.1366,0.1543000000000001,-1.4715,-1.3172,0.7871000000000024,0.9414000000000016,-63.1366,0.1543000000000001,-1.4715,-1.3172,0.7871000000000024,0.9414000000000016,-63.1366,0.1543000000000001,-1.4715,-1.3172,0.7871000000000024,0.9414000000000016,-63.1366,0.0
MoS2_Mo64Se1S124_3f2732d4-6da8-4865-b7dc-7c6b1698ec49,5ed98f49-177d-4f1c-a639-217444f6fa56,-1376.79576183,-1.52913604,1.0829,-0.9096,-1.9925,-62.9741,8.29833817000008,2.07458454250002,-7.2846336604761905,0.10360000000000014,1.1865000000000023,1.0829,-1.9925,-0.9096,0.10360000000000014,1.1865000000000023,-62.9741,1.0829,-1.9925,-0.9096,0.10360000000000014,1.1865000000000023,-62.9741,1.0829,-1.9925,-0.9096,0.10360000000000014,1.1865000000000023,-62.9741,1.0829,-1.9925,-0.9096,0.10360000000000014,1.1865000000000023,-62.9741,0.0
MoS2_Mo63Se1S125_6d9836ef-b71e-4967-8943-07ff3a83c38e,e50b9850-933b-4b6f-90f3-7b784275077d,-1365.57253947,-1.68839699,0.3407,-1.1122,-1.4529,-63.1291,12.715360529999998,3.1788401324999995,-7.225251531587301,0.7982000000000014,1.1388999999999996,0.3407,-1.4529,-1.1122,0.7982000000000014,1.1388999999999996,-63.1291,0.3407,-1.4529,-1.1122,0.7982000000000014,1.1388999999999996,-63.1291,0.3407,-1.4529,-1.1122,0.7982000000000014,1.1388999999999996,-63.1291,0.3407,-1.4529,-1.1122,0.7982000000000014,1.1388999999999996,-63.1291,0.0
MoS2_Mo62W2Se1S126_c413ffd7-7e97-48f7-9610-2e0150e03219,a4b424ea-c0b5-4b1c-a1e4-5fa7f7b0b70d,-1394.17861151,-1.53800684,1.1488,-0.8643,-2.0131,-62.9456,3.3242884899998444,0.8310721224999611,-7.29936445816754,0.05449999999999733,1.2032999999999987,1.1488,-2.0131,-0.8643,0.05449999999999733,1.2032999999999987,-62.9456,1.1488,-2.0131,-0.8643,0.05449999999999733,1.2032999999999987,-62.9456,1.1488,-2.0131,-0.8643,0.05449999999999733,1.2032999999999987,-62.9456,1.1488,-2.0131,-0.8643,0.05449999999999733,1.2032999999999987,-62.9456,0.0
MoS2_Mo63Se1S125_f9fa21b0-8789-4265-8343-27af00f86308,e50b9850-933b-4b6f-90f3-7b784275077d,-1367.57265646,-1.66819021,0.4617999999999999,-0.9323,-1.3941,-63.1148,10.715243540000074,2.6788108850000185,-7.235834161164021,0.8427000000000007,1.3045000000000044,0.4617999999999999,-1.3941,-0.9323,0.8427000000000007,1.3045000000000044,-63.1148,0.4617999999999999,-1.3941,-0.9323,0.8427000000000007,1.3045000000000044,-63.1148,0.4617999999999999,-1.3941,-0.9323,0.8427000000000007,1.3045000000000044,-63.1148,0.4617999999999999,-1.3941,-0.9323,0.8427000000000007,1.3045000000000044,-63.1148,0.0
MoS2_Mo63Se1S125_010e1a2c-6c15-4381-a5af-80d6e34491cd,e50b9850-933b-4b6f-90f3-7b784275077d,-1365.60344979,-1.68414124,0.3907,-1.0725,-1.4632,-63.1202,12.684450210000023,3.1711125525000057,-7.225415078253969,0.7789999999999964,1.1696999999999989,0.3907,-1.4632,-1.0725,0.7789999999999964,1.1696999999999989,-63.1202,0.3907,-1.4632,-1.0725,0.7789999999999964,1.1696999999999989,-63.1202,0.3907,-1.4632,-1.0725,0.7789999999999964,1.1696999999999989,-63.1202,0.3907,-1.4632,-1.0725,0.7789999999999964,1.1696999999999989,-63.1202,0.0
MoS2_Mo64Se1S124_6ad0cd89-bf42-4197-9963-562bf146a04c,5ed98f49-177d-4f1c-a639-217444f6fa56,-1376.79562588,-1.45411316,1.0175999999999998,-0.9769,-1.9945,-62.9921,8.298474120000037,2.0746185300000093,-7.284632941164021,0.11959999999999837,1.1372,1.0175999999999998,-1.9945,-0.9769,0.11959999999999837,1.1372,-62.9921,1.0175999999999998,-1.9945,-0.9769,0.11959999999999837,1.1372,-62.9921,1.0175999999999998,-1.9945,-0.9769,0.11959999999999837,1.1372,-62.9921,1.0175999999999998,-1.9945,-0.9769,0.11959999999999837,1.1372,-62.9921,0.0
MoS2_Mo63W1Se1S125_a174c1d0-7403-4693-8412-f9eb411118c7,4821cae7-32c3-4f2e-a821-942d6aef19e6,-1385.49997508,-1.43809916,1.1088,-0.8871,-1.9959,-62.9601,5.798524920000091,1.4496312300000227,-7.292105132,0.08619999999999806,1.1950000000000003,1.1088,-1.9959,-0.8871,0.08619999999999806,1.1950000000000003,-62.9601,1.1088,-1.9959,-0.8871,0.08619999999999806,1.1950000000000003,-62.9601,1.1088,-1.9959,-0.8871,0.08619999999999806,1.1950000000000003,-62.9601,1.1088,-1.9959,-0.8871,0.08619999999999806,1.1950000000000003,-62.9601,0.0
MoS2_Mo63W1S125_78cc9329-0c33-41b3-b0f0-49d4defe01ae,c84dad71-7a64-4254-935a-fa1845707bca,-1379.58269194,-1.52537294,1.0703,-0.9258,-1.9961,-62.9861,8.226808060000167,2.0567020150000417,-7.299379322433862,0.11200000000000188,1.182299999999998,1.0703,-1.9961,-0.9258,0.11200000000000188,1.182299999999998,-62.9861,1.0703,-1.9961,-0.9258,0.11200000000000188,1.182299999999998,-62.9861,1.0703,-1.9961,-0.9258,0.11200000000000188,1.182299999999998,-62.9861,1.0703,-1.9961,-0.9258,0.11200000000000188,1.182299999999998,-62.9861,0.0
MoS2_Mo61W1Se1S127_b6e724fc-3bca-4857-94f5-f8fa029855b6,a35d9d42-63d5-4b0e-8d4f-c320456792e6,-1363.55306693,-1.69649723,0.2563,-1.2502,-1.5065,-63.4416,14.13303307000001,3.5332582675000026,-7.1765950891052634,1.0570999999999984,1.3134000000000015,0.2563,-1.5065,-1.2502,1.0570999999999984,1.3134000000000015,-63.4416,0.2563,-1.5065,-1.2502,1.0570999999999984,1.3134000000000015,-63.4416,0.2563,-1.5065,-1.2502,1.0570999999999984,1.3134000000000015,-63.4416,0.2563,-1.5065,-1.2502,1.0570999999999984,1.3134000000000015,-63.4416,0.0
MoS2_Mo63W1Se2S125_0932f2fe-8c1a-4a36-80b2-c0dc2f602acd,f537f6af-ab01-4c23-8cdb-ba719fb19571,-1391.35237552,-1.32599071,1.1511000000000002,-0.8513,-2.0024,-62.9348,3.4351244800002405,0.8587811200000601,-7.284567411099476,0.054400000000001114,1.2055000000000007,1.1511000000000002,-2.0024,-0.8513,0.054400000000001114,1.2055000000000007,-62.9348,1.1511000000000002,-2.0024,-0.8513,0.054400000000001114,1.2055000000000007,-62.9348,1.1511000000000002,-2.0024,-0.8513,0.054400000000001114,1.2055000000000007,-62.9348,1.1511000000000002,-2.0024,-0.8513,0.054400000000001114,1.2055000000000007,-62.9348,0.0
MoS2_Mo61W1S127_f682a695-6caf-437c-9172-794672036e4d,0345d846-afd7-4d63-9476-24362086bcbd,-1357.12373654,-1.69605938,0.3000999999999998,-1.1726,-1.4727,-63.1602,17.07336346000011,4.268340865000027,-7.180548870582011,0.8094999999999999,1.1096000000000004,0.3000999999999998,-1.4727,-1.1726,0.8094999999999999,1.1096000000000004,-63.1602,0.3000999999999998,-1.4727,-1.1726,0.8094999999999999,1.1096000000000004,-63.1602,0.3000999999999998,-1.4727,-1.1726,0.8094999999999999,1.1096000000000004,-63.1602,0.3000999999999998,-1.4727,-1.1726,0.8094999999999999,1.1096000000000004,-63.1602,0.0
MoS2_Mo63Se2S125_9453c6d1-d782-4ab5-aa50-c57b5e0d65c8,c2e35d6d-0314-4d37-9385-16a73a4b5b57,-1371.45465667,-1.65943421,0.377,-1.0607,-1.4377,-63.1012,10.322243329999992,2.580560832499998,-7.218182403526316,0.785499999999999,1.1625000000000014,0.377,-1.4377,-1.0607,0.785499999999999,1.1625000000000014,-63.1012,0.377,-1.4377,-1.0607,0.785499999999999,1.1625000000000014,-63.1012,0.377,-1.4377,-1.0607,0.785499999999999,1.1625000000000014,-63.1012,0.377,-1.4377,-1.0607,0.785499999999999,1.1625000000000014,-63.1012,0.0
MoS2_Mo63W1Se2S125_06da66d2-e200-41c0-a350-cc531a5aedf6,f537f6af-ab01-4c23-8cdb-ba719fb19571,-1391.33510427,-1.33417617,1.151,-0.8509,-2.0019,-62.9342,3.4523957300000347,0.8630989325000087,-7.284476985706807,0.054299999999997794,1.205299999999994,1.151,-2.0019,-0.8509,0.054299999999997794,1.205299999999994,-62.9342,1.151,-2.0019,-0.8509,0.054299999999997794,1.205299999999994,-62.9342,1.151,-2.0019,-0.8509,0.054299999999997794,1.205299999999994,-62.9342,1.151,-2.0019,-0.8509,0.054299999999997794,1.205299999999994,-62.9342,0.0
MoS2_Mo63Se1S125_3a8b2cde-5eb9-43d6-bccc-291106708315,e50b9850-933b-4b6f-90f3-7b784275077d,-1365.5446697,-1.66479982,0.4117999999999999,-1.0736,-1.4854,-63.1368,12.74323030000005,3.1858075750000125,-7.225104072486772,0.7734000000000023,1.1852000000000018,0.4117999999999999,-1.4854,-1.0736,0.7734000000000023,1.1852000000000018,-63.1368,0.4117999999999999,-1.4854,-1.0736,0.7734000000000023,1.1852000000000018,-63.1368,0.4117999999999999,-1.4854,-1.0736,0.7734000000000023,1.1852000000000018,-63.1368,0.4117999999999999,-1.4854,-1.0736,0.7734000000000023,1.1852000000000018,-63.1368,0.0
MoS2_Mo64Se1S124_0bb30488-9af4-4d2c-bf95-80417fc9e5ad,5ed98f49-177d-4f1c-a639-217444f6fa56,-1376.72145961,-1.59776862,0.6541000000000001,-1.2707,-1.9248,-62.9802,8.372640390000015,2.0931600975000038,-7.284240527037037,0.17740000000000578,0.8315000000000055,0.6541000000000001,-1.9248,-1.2707,0.17740000000000578,0.8315000000000055,-62.9802,0.6541000000000001,-1.9248,-1.2707,0.17740000000000578,0.8315000000000055,-62.9802,0.6541000000000001,-1.9248,-1.2707,0.17740000000000578,0.8315000000000055,-62.9802,0.6541000000000001,-1.9248,-1.2707,0.17740000000000578,0.8315000000000055,-62.9802,0.0
MoS2_Mo64Se2S124_1d278eda-e507-482e-86e8-98cc9617bfd4,58f94a7e-f2b9-48b4-87da-07eb93cc4d0b,-1382.68113166,-1.51763929,1.1114000000000002,-0.8783,-1.9897,-62.9498,5.901968340000167,1.4754920850000417,-7.277269113999999,0.08210000000000406,1.1935000000000002,1.1114000000000002,-1.9897,-0.8783,0.08210000000000406,1.1935000000000002,-62.9498,1.1114000000000002,-1.9897,-0.8783,0.08210000000000406,1.1935000000000002,-62.9498,1.1114000000000002,-1.9897,-0.8783,0.08210000000000406,1.1935000000000002,-62.9498,1.1114000000000002,-1.9897,-0.8783,0.08210000000000406,1.1935000000000002,-62.9498,0.0
MoS2_Mo64Se1S124_2c152778-655f-477d-ad30-376be58ea942,5ed98f49-177d-4f1c-a639-217444f6fa56,-1376.80731148,-1.52261883,1.0784,-0.9097,-1.9881,-62.9775,8.286788520000073,2.071697130000018,-7.28469476973545,0.11139999999999617,1.1897999999999982,1.0784,-1.9881,-0.9097,0.11139999999999617,1.1897999999999982,-62.9775,1.0784,-1.9881,-0.9097,0.11139999999999617,1.1897999999999982,-62.9775,1.0784,-1.9881,-0.9097,0.11139999999999617,1.1897999999999982,-62.9775,1.0784,-1.9881,-0.9097,0.11139999999999617,1.1897999999999982,-62.9775,0.0
